Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Cell line expression cluster	Single cell expression cluster	Subcellular main location	Subcellular additional location	Antibody RRID	Pathology prognostics - Breast cancer	Pathology prognostics - Cervical cancer	Pathology prognostics - Colorectal cancer	Pathology prognostics - Endometrial cancer	Pathology prognostics - Glioma	Pathology prognostics - Head and neck cancer	Pathology prognostics - Liver cancer	Pathology prognostics - Lung cancer	Pathology prognostics - Melanoma	Pathology prognostics - Ovarian cancer	Pathology prognostics - Pancreatic cancer	Pathology prognostics - Prostate cancer	Pathology prognostics - Renal cancer	Pathology prognostics - Stomach cancer	Pathology prognostics - Testis cancer	Pathology prognostics - Thyroid cancer	Pathology prognostics - Urothelial cancer	RNAsingleCellTypeSpecific
SAGE1	CT14, SAGE	ENSG00000181433	Sarcoma antigen 1	Q9NXZ1	X	135889205-135913061	Predicted intracellular proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in single	10	testis: 4.8	Cell type enriched	Detected in some	9	Spermatogonia: 10.5	Low cancer specificity	Detected in some			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		liver cancer: 6.9	Testis - Spermatogonia									HPA003033, HPA003208	Enhanced		Enhanced	Nucleoplasm,Nuclear bodies							Cluster 78: Testis - Spermatogenesis	Cluster 34: Rabdoid cancer - Embryonic development	Cluster 47: Spermatogonia - Spermatogenesis	Nucleoplasm	Nuclear bodies	HPA003033: AB_1079865, HPA003208: AB_1079863				unprognostic (1.11e-1)	unprognostic (5.26e-2)			unprognostic (1.15e-1)		unprognostic (1.02e-2)	unprognostic (2.37e-1)		unprognostic (7.12e-4)	unprognostic (1.45e-2)	unprognostic (1.10e-1)			Spermatogonia
PRAME	CT130, MAPE	ENSG00000185686	PRAME nuclear receptor transcriptional regulator	P78395	22	22547701-22559361	Plasma proteins, Predicted intracellular proteins	Apoptosis, Differentiation, Growth regulation, Transcription, Transcription regulation, Ubl conjugation pathway	Repressor		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	10	testis: 105.1	Cell type enriched	Detected in some	4	Spermatogonia: 267.7	Cancer enhanced	Detected in many		melanoma: 139.6	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		skin cancer: 127.4						Not detected	Not detected			HPA045153, HPA068562, CAB080138	Enhanced		Approved	Nucleoplasm,Plasma membrane							Cluster 83: Testis - Spermatogenesis	Cluster 44: Myeloma - Humoral immune response	Cluster 47: Spermatogonia - Spermatogenesis	Nucleoplasm	Plasma membrane	CAB080138: , HPA045153: AB_10797259, HPA068562: 	unprognostic (9.36e-3)	unprognostic (9.74e-2)	unprognostic (1.02e-1)	unprognostic (3.87e-2)	unprognostic (5.20e-2)	prognostic unfavorable (3.41e-4)	unprognostic (3.43e-2)	unprognostic (4.00e-2)	unprognostic (1.33e-1)	unprognostic (6.52e-3)	unprognostic (9.68e-3)	unprognostic (2.06e-1)	prognostic unfavorable (7.48e-9)	unprognostic (1.95e-1)	unprognostic (2.21e-1)	unprognostic (8.87e-2)	unprognostic (1.26e-1)	Spermatogonia
FOXE3	FKHL12, FREAC8	ENSG00000186790	Forkhead box E3	Q13461	1	47416285-47418052	Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors	Transcription, Transcription regulation	DNA-binding	Aortic aneurysm, Cataract, Disease variant, Peters anomaly	Evidence at protein level	No human protein/transcript evidence	Evidence at protein level	Evidence at protein level	Not detected	Not detected			Cell type enriched	Detected in single	6	Spermatogonia: 2.5	Group enriched	Detected in some	4	cervical cancer: 0.5;testis cancer: 1.4	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	30	testis cancer: 10.1	Kidney - Podocytes	Not detected	Not detected			Not detected	Not detected															Cluster 39: Non-specific - Unknown function	Cluster 47: Spermatogonia - Spermatogenesis				unprognostic (2.11e-1)	unprognostic (1.31e-2)	unprognostic (1.23e-3)	unprognostic (1.32e-1)	unprognostic (1.71e-1)	unprognostic (6.24e-2)	unprognostic (1.24e-2)	unprognostic (8.21e-2)	unprognostic (1.49e-1)	unprognostic (2.34e-1)	unprognostic (5.15e-2)	unprognostic (1.04e-1)	unprognostic (2.39e-7)	unprognostic (2.41e-1)	unprognostic (5.46e-2)		unprognostic (3.60e-1)	Spermatogonia
NANOS2	NOS2, ZC2HC12B	ENSG00000188425	Nanos C2HC-type zinc finger 2	P60321	19	45913214-45914778	Predicted intracellular proteins	Differentiation, Spermatogenesis, Translation regulation	Developmental protein, RNA-binding		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in single	5	testis: 3.6	Cell type enriched	Detected in some	5	Spermatogonia: 10.0	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Testis - Spermatogonia	Not detected	Not detected			Not detected	Not detected			HPA014190	Approved										Cluster 78: Testis - Spermatogenesis		Cluster 47: Spermatogonia - Spermatogenesis			HPA014190: AB_2668950					unprognostic (2.65e-1)					unprognostic (1.01e-1)					unprognostic (3.69e-1)			Spermatogonia
FOXR2	FOXN6, MGC21658	ENSG00000189299	Forkhead box R2	Q6PJQ5	X	55623400-55626192	Predicted intracellular proteins, Transcription factors	Transcription, Transcription regulation	DNA-binding		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in single	11	testis: 1.3	Cell type enriched	Detected in single	20	Spermatogonia: 3.4	Cancer enhanced	Detected in single		testis cancer: 0.5	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		Neuroblastoma: 3.6		Low region specificity	Detected in some			Not detected	Not detected			HPA034487, HPA057358	Uncertain		Supported	Nucleoplasm							Cluster 83: Testis - Spermatogenesis	Cluster 44: Myeloma - Humoral immune response	Cluster 47: Spermatogonia - Spermatogenesis	Nucleoplasm		HPA034487: AB_10795354, HPA057358: AB_2683418															unprognostic (3.81e-1)			Spermatogonia
ZSCAN5B	ZNF371, ZNF495B	ENSG00000197213	Zinc finger and SCAN domain containing 5B	A6NJL1	19	56189570-56197920	Predicted intracellular proteins, Transcription factors	Transcription, Transcription regulation	DNA-binding		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in single	5	testis: 1.3	Cell type enriched	Detected in some	4	Spermatogonia: 7.9	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	11	liver cancer: 1.1	Testis - Spermatogonia									HPA043123, HPA046836, HPA059494, HPA060667	Uncertain		Uncertain	Nuclear speckles							Cluster 78: Testis - Spermatogenesis	Cluster 10: Ovarian & Endometrial cancers - Unknown function	Cluster 47: Spermatogonia - Spermatogenesis	Nuclear speckles		HPA043123: AB_2678328, HPA046836: AB_2679832, HPA059494: AB_2684038, HPA060667: 	unprognostic (4.73e-2)	unprognostic (9.73e-2)	unprognostic (3.43e-1)	unprognostic (1.18e-1)	unprognostic (1.06e-2)	unprognostic (5.79e-2)	unprognostic (2.88e-2)	unprognostic (2.44e-1)	unprognostic (5.15e-1)	unprognostic (1.98e-1)	unprognostic (7.01e-2)	unprognostic (2.90e-1)	unprognostic (2.55e-1)	unprognostic (3.52e-2)	unprognostic (2.24e-2)	unprognostic (1.02e-1)	unprognostic (2.83e-2)	Spermatogonia
RHOXF2B		ENSG00000203989	Rhox homeobox family member 2B	P0C7M4	X	120072264-120077690	Predicted intracellular proteins, Transcription factors		DNA-binding		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in single	85	testis: 21.2	Cell type enriched	Detected in single	10	Spermatogonia: 1.1	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in some	6	Gastric cancer: 15.8;Leukemia: 35.6;Myeloma: 35.0										HPA003314	Supported		Approved	Nucleoplasm,Plasma membrane							Cluster 74: Testis - Spermatogenesis	Cluster 66: Myeloid cells - Innate immune response	Cluster 47: Spermatogonia - Spermatogenesis	Plasma membrane	Nucleoplasm	HPA003314: AB_1855193																		Spermatogonia
GAGE1	CT4.1	ENSG00000205777	G antigen 1	P0DTW1	X	49599025-49608536	Predicted intracellular proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in single	49	testis: 9.1	Cell type enriched	Detected in some	4	Spermatogonia: 101.3	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		Gallbladder cancer: 72.5;skin cancer: 39.0	Testis - Spermatogonia									HPA043232	Supported		Approved	Golgi apparatus,Plasma membrane,Cytosol							Cluster 36: Testis - Spermatogenesis	Cluster 44: Myeloma - Humoral immune response	Cluster 47: Spermatogonia - Spermatogenesis	Plasma membrane	Golgi apparatus, Cytosol	HPA043232: AB_2678376																		Spermatogonia
C3orf56	FLJ40141	ENSG00000214324	Chromosome 3 open reading frame 56	Q8N813	3	127193131-127198185	Predicted intracellular proteins				Evidence at protein level	No human protein/transcript evidence	Evidence at protein level	Evidence at protein level	Not detected	Not detected			Cell type enriched	Detected in single	4	Spermatogonia: 1.1	Cancer enriched	Detected in single	15	testis cancer: 0.7	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Testis - Spermatogonia					Not detected	Not detected			HPA055395			Approved	Nucleoplasm,Centrosome,Cytosol								Cluster 23: B-cell cancers - Adaptive immune response	Cluster 47: Spermatogonia - Spermatogenesis	Nucleoplasm	Centrosome, Cytosol	HPA055395: 															unprognostic (1.12e-1)			Spermatogonia
ANHX		ENSG00000227059	Anomalous homeobox	E9PGG2	12	133218312-133235877	Predicted intracellular proteins		DNA-binding		Evidence at protein level	Evidence at transcript level	Evidence at transcript level	Evidence at protein level	Tissue enriched	Detected in single	31	testis: 4.9	Cell type enriched	Detected in some	4	Spermatogonia: 28.6	Cancer enriched	Detected in single	55	testis cancer: 3.5	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected								Low region specificity	Detected in all														Cluster 74: Testis - Spermatogenesis		Cluster 47: Spermatogonia - Spermatogenesis																		unprognostic (2.28e-1)			Spermatogonia
TSPY4		ENSG00000233803	Testis specific protein Y-linked 4	P0CV99	Y	9337464-9340284	Predicted intracellular proteins	Differentiation, Gonadal differentiation, Spermatogenesis	Developmental protein		Evidence at protein level	Evidence at protein level	No human protein/transcript evidence	Evidence at protein level	Tissue enriched	Detected in single	138	testis: 32.7	Cell type enriched	Detected in some	5	Spermatogonia: 19.8	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in some	35	Myeloma: 183.8										HPA049384, HPA067289	Supported		Approved	Cytosol							Cluster 36: Testis - Spermatogenesis	Cluster 51: Myeloma - Humoral immune response	Cluster 47: Spermatogonia - Spermatogenesis	Cytosol		HPA049384: AB_2680738, HPA067289: 																		Spermatogonia
TSPY10		ENSG00000236424	Testis specific protein Y-linked 10	P0CW01	Y	9527880-9530682	Predicted intracellular proteins	Differentiation, Gonadal differentiation, Spermatogenesis	Developmental protein		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in single	11	testis: 1.6	Cell type enriched	Detected in some	6	Spermatogonia: 7.9	Cancer enriched	Detected in single	13	testis cancer: 1.1	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	8	Myeloma: 4.0										HPA049384, HPA067289	Supported		Approved	Cytosol							Cluster 83: Testis - Spermatogenesis	Cluster 51: Myeloma - Humoral immune response	Cluster 47: Spermatogonia - Spermatogenesis	Cytosol		HPA049384: AB_2680738, HPA067289: 															unprognostic (5.36e-1)			Spermatogonia
