Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Cell line expression cluster	Single cell expression cluster	Subcellular main location	Subcellular additional location	Antibody RRID	Pathology prognostics - Breast cancer	Pathology prognostics - Cervical cancer	Pathology prognostics - Colorectal cancer	Pathology prognostics - Endometrial cancer	Pathology prognostics - Glioma	Pathology prognostics - Head and neck cancer	Pathology prognostics - Liver cancer	Pathology prognostics - Lung cancer	Pathology prognostics - Melanoma	Pathology prognostics - Ovarian cancer	Pathology prognostics - Pancreatic cancer	Pathology prognostics - Prostate cancer	Pathology prognostics - Renal cancer	Pathology prognostics - Stomach cancer	Pathology prognostics - Testis cancer	Pathology prognostics - Thyroid cancer	Pathology prognostics - Urothelial cancer	RNAsingleCellTypeSpecific
BBOX1	BBH, BBOX, G-BBH, gamma-BBH	ENSG00000129151	Gamma-butyrobetaine hydroxylase 1	O75936	11	27040725-27127809	Enzymes, Metabolic proteins, Predicted intracellular proteins	Carnitine biosynthesis	Dioxygenase, Oxidoreductase		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in many	6	kidney: 467.9;liver: 131.9	Cell type enriched	Detected in many	7	Proximal tubular cells: 1516.2	Group enriched	Detected in many	6	glioma: 23.7;renal cancer: 59.4	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		Myeloma: 9.8	Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Skin - Keratinocyte (other)	Low region specificity	Detected in all			Low region specificity	Detected in many			HPA007600, HPA027823	Enhanced	Approved	Uncertain	Vesicles,Actin filaments					35000		Cluster 7: Kidney - Transmembrane transport	Cluster 44: Myeloma - Humoral immune response	Cluster 60: Proximal tubular cells - Absorption	Vesicles	Actin filaments	HPA007600: AB_1845284, HPA027823: AB_10602394	unprognostic (9.96e-3)	unprognostic (1.80e-2)	unprognostic (8.17e-2)	prognostic unfavorable (6.65e-4)	unprognostic (7.03e-2)	unprognostic (6.66e-2)	unprognostic (7.05e-3)	unprognostic (1.13e-2)	unprognostic (3.03e-1)	unprognostic (6.89e-2)	unprognostic (2.03e-2)	unprognostic (1.60e-1)	prognostic favorable (1.45e-5)	unprognostic (1.71e-2)	unprognostic (2.70e-1)	unprognostic (3.22e-1)	unprognostic (1.73e-3)	Proximal tubular cells
SLC34A1	NAPI-3, NPT2, NPTIIa, SLC11, SLC17A2	ENSG00000131183	Solute carrier family 34 member 1	Q06495	5	177379235-177398848	Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Ion transport, Sodium transport, Symport, Transport		Disease variant	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	54	kidney: 155.4	Cell type enriched	Detected in some	8	Proximal tubular cells: 102.3	Cancer enriched	Detected in single	12	renal cancer: 1.8	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Kidney - Proximal tubular cells, Liver - Hepatocytes	Not detected	Not detected			Not detected	Not detected			HPA051255, HPA077175	Approved		Approved	Nucleoplasm,Nuclear speckles,Plasma membrane,Mitotic spindle,Cytosol		Yes					Cluster 7: Kidney - Transmembrane transport	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 60: Proximal tubular cells - Absorption	Nuclear speckles, Plasma membrane	Nucleoplasm, Mitotic spindle, Cytosol	HPA051255: AB_2681409, HPA077175: 	unprognostic (1.17e-1)	unprognostic (3.33e-3)	unprognostic (1.49e-1)	unprognostic (3.49e-2)		unprognostic (1.56e-3)	unprognostic (2.28e-1)	unprognostic (4.50e-2)	unprognostic (4.43e-3)	unprognostic (1.91e-1)	unprognostic (1.14e-1)	unprognostic (5.95e-2)	unprognostic (1.23e-3)	unprognostic (1.38e-1)	unprognostic (2.01e-1)	unprognostic (1.28e-2)	unprognostic (4.66e-2)	Proximal tubular cells
RBP5	CRBPIII	ENSG00000139194	Retinol binding protein 5	P82980	12	7115736-7128889	Plasma proteins, Predicted intracellular proteins	Transport			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		kidney: 443.5;liver: 324.2	Cell type enriched	Detected in many	6	Proximal tubular cells: 2974.0	Group enriched	Detected in all	8	liver cancer: 70.1;renal cancer: 126.4	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in many			Colon - Endothelial cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Skin - Fibroblast_1, Thyroid - T-cells									HPA038723	Enhanced		Approved	Golgi apparatus,Vesicles						Cluster 35: T-regs - Unknown function	Cluster 81: Kidney & Liver - Metabolism	Cluster 35: Liver cancer - Metabolism	Cluster 60: Proximal tubular cells - Absorption	Golgi apparatus	Vesicles	HPA038723: AB_2676175	unprognostic (5.70e-3)	unprognostic (7.34e-2)	unprognostic (2.72e-2)	unprognostic (1.53e-2)	unprognostic (1.87e-2)	unprognostic (1.39e-3)	unprognostic (2.49e-2)	prognostic favorable (8.37e-4)	unprognostic (1.04e-1)	unprognostic (2.65e-1)	unprognostic (1.13e-2)	unprognostic (1.13e-1)	unprognostic (1.04e-1)	unprognostic (1.83e-2)	unprognostic (3.33e-2)	unprognostic (4.22e-1)	prognostic favorable (3.68e-4)	Proximal tubular cells
NAT8	ATase2, GLA, Hcml1, TSC501	ENSG00000144035	N-acetyltransferase 8 (putative)	Q9UHE5	2	73640723-73642422	Enzymes, Metabolic proteins, Predicted membrane proteins		Acyltransferase, Transferase		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	9	kidney: 732.4	Cell type enriched	Detected in some	19	Proximal tubular cells: 1884.0	Cancer enriched	Detected in some	5	renal cancer: 242.1	Low region specificity	Detected in some			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	10	liver cancer: 5.5	Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes					Low region specificity	Detected in all			HPA067855, HPA074519	Enhanced		Approved	Endoplasmic reticulum							Cluster 7: Kidney - Transmembrane transport	Cluster 35: Liver cancer - Metabolism	Cluster 60: Proximal tubular cells - Absorption	Endoplasmic reticulum		HPA067855: AB_2732774, HPA074519: AB_2686699	unprognostic (4.51e-2)	unprognostic (6.36e-2)	unprognostic (1.95e-1)	unprognostic (1.81e-1)	unprognostic (1.98e-1)	unprognostic (4.95e-3)	unprognostic (2.46e-1)	unprognostic (1.90e-2)	unprognostic (9.42e-2)	unprognostic (1.82e-1)	unprognostic (2.13e-2)	unprognostic (8.60e-2)	unprognostic (1.37e-3)	unprognostic (2.07e-2)	unprognostic (4.11e-3)	unprognostic (2.13e-2)	unprognostic (8.36e-5)	Proximal tubular cells
LYG1	SALW1939	ENSG00000144214	Lysozyme g1	Q8N1E2	2	99284238-99304742	Predicted secreted proteins		Glycosidase, Hydrolase		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		kidney: 23.5	Cell type enriched	Detected in some	7	Proximal tubular cells: 192.0	Cancer enriched	Detected in many	15	renal cancer: 31.5	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in many				Not detected	Not detected												Secreted in other tissues					Cluster 4: T-regs - Cell cycle regulation	Cluster 7: Kidney - Transmembrane transport	Cluster 52: Spermatids - Smell perception	Cluster 60: Proximal tubular cells - Absorption				unprognostic (1.53e-2)	unprognostic (3.13e-2)	unprognostic (1.53e-2)	unprognostic (3.73e-1)	unprognostic (9.74e-2)	unprognostic (3.76e-4)	unprognostic (6.94e-4)	unprognostic (2.58e-2)	unprognostic (4.72e-2)	unprognostic (9.74e-3)	unprognostic (5.01e-2)	unprognostic (1.06e-2)	prognostic favorable (8.44e-4)	unprognostic (1.31e-1)	unprognostic (2.58e-1)	unprognostic (1.07e-1)	unprognostic (2.31e-3)	Proximal tubular cells
CLTRN	NX17, TMEM27	ENSG00000147003	Collectrin, amino acid transport regulator	Q9HBJ8	X	15627318-15675012	Metabolic proteins, Predicted membrane proteins, Transporters				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	8	kidney: 486.4	Cell type enriched	Detected in many	22	Proximal tubular cells: 680.2	Cancer enriched	Detected in many	35	renal cancer: 106.2	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in many			Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes, Thyroid - Thyroid glandular cells	Low region specificity	Detected in single			Low region specificity	Detected in many			HPA048543	Enhanced		Approved	Endoplasmic reticulum,Vesicles						Cluster 32: T-cells - Unknown function	Cluster 7: Kidney - Transmembrane transport	Cluster 68: Kidney - Mixed function	Cluster 60: Proximal tubular cells - Absorption	Endoplasmic reticulum, Vesicles		HPA048543: AB_2680436	unprognostic (1.27e-1)	unprognostic (4.77e-2)	unprognostic (2.45e-2)	unprognostic (2.66e-2)	unprognostic (5.20e-2)	unprognostic (5.23e-2)	unprognostic (1.25e-1)	unprognostic (8.50e-2)	unprognostic (1.90e-2)	prognostic favorable (5.65e-4)	unprognostic (1.05e-2)	unprognostic (3.03e-1)	prognostic favorable (6.78e-9)	unprognostic (1.77e-1)	unprognostic (2.60e-2)	unprognostic (2.58e-1)	unprognostic (1.33e-2)	Proximal tubular cells
SLC22A8	OAT3	ENSG00000149452	Solute carrier family 22 member 8	Q8TCC7	11	62989154-63015841	FDA approved drug targets, Metabolic proteins, Predicted membrane proteins, Transporters	Detoxification, Ion transport, Transport		FDA approved drug targets	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	61	choroid plexus: 111.4;kidney: 335.0	Cell type enriched	Detected in some	17	Proximal tubular cells: 171.6	Cancer enhanced	Detected in single		renal cancer: 0.6	Region enhanced	Detected in some		hippocampal formation: 3.6	Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Kidney - Proximal tubular cells, Kidney - Proximal tubular cells	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA044174	Enhanced										Cluster 7: Kidney - Transmembrane transport	Cluster 47: Retina - Visual perception	Cluster 60: Proximal tubular cells - Absorption			HPA044174: AB_10963058							unprognostic (5.35e-4)					unprognostic (4.66e-1)	unprognostic (6.88e-3)	unprognostic (1.72e-1)	unprognostic (2.20e-1)			Proximal tubular cells
CLEC18A	MRCL	ENSG00000157322	C-type lectin domain family 18 member A	A5D8T8	16	69950705-69964452	Predicted intracellular proteins, Predicted secreted proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	7	kidney: 23.9	Cell type enriched	Detected in some	8	Proximal tubular cells: 68.9	Cancer enriched	Detected in single	7	renal cancer: 1.5	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	4	lung cancer: 2.5	Kidney - Proximal tubular cells, Kidney - Proximal tubular cells									HPA048976	Uncertain				Secreted to blood					Cluster 9: Neutrophils - Innate immune response	Cluster 7: Kidney - Transmembrane transport	Cluster 7: Neuronal cell lines - Stereocilium	Cluster 60: Proximal tubular cells - Absorption			HPA048976: AB_2680582	unprognostic (1.68e-1)	unprognostic (3.06e-2)	unprognostic (1.19e-2)	unprognostic (1.48e-1)	unprognostic (3.14e-2)	unprognostic (4.62e-2)	unprognostic (1.36e-1)	unprognostic (4.14e-2)	unprognostic (1.04e-1)	unprognostic (4.40e-2)	unprognostic (6.77e-4)	unprognostic (6.73e-2)	unprognostic (4.58e-2)	unprognostic (2.06e-1)	unprognostic (9.03e-4)	unprognostic (1.52e-1)	unprognostic (2.53e-2)	Proximal tubular cells
CLEC18C	MGC34761, MRCL3	ENSG00000157335	C-type lectin domain family 18 member C	Q8NCF0	16	70173322-70187361	Predicted secreted proteins				Evidence at protein level	Evidence at transcript level	Evidence at transcript level	Evidence at protein level	Tissue enriched	Detected in some	4	kidney: 17.8	Cell type enriched	Detected in single	45	Proximal tubular cells: 22.1	Cancer enriched	Detected in single	9	renal cancer: 1.4	Region enhanced	Detected in single		cerebellum: 1.0	Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	14	lung cancer: 2.5	Kidney - Proximal tubular cells, Kidney - Proximal tubular cells									HPA048976	Uncertain				Secreted to blood						Cluster 7: Kidney - Transmembrane transport	Cluster 7: Neuronal cell lines - Stereocilium	Cluster 60: Proximal tubular cells - Absorption			HPA048976: AB_2680582		unprognostic (3.90e-1)		unprognostic (3.03e-1)	unprognostic (1.20e-4)					unprognostic (5.55e-2)	unprognostic (5.72e-3)	unprognostic (2.92e-1)	unprognostic (7.64e-2)	unprognostic (3.79e-2)	unprognostic (3.61e-3)		unprognostic (6.98e-2)	Proximal tubular cells
PDZK1IP1	DD96, MAP17, SPAP	ENSG00000162366	PDZK1 interacting protein 1	Q13113	1	47183582-47191044	Predicted membrane proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	5	kidney: 1047.0	Cell type enriched	Detected in many	4	Proximal tubular cells: 4841.9	Cancer enhanced	Detected in all		renal cancer: 340.7	Low region specificity	Detected in single			Immune cell enhanced	Detected in many		neutrophil: 6.6	Low lineage specificity	Detected in many			Cancer enhanced	Detected in many		Kidney cancer: 540.3	Adipose visceral - Mesothelial cells, Colon - Colon enterocytes, Kidney - Proximal tubular cells, Lung - Alveolar cells type 2, Skin - Keratinocyte (other)	Low region specificity	Detected in many			Not detected	Not detected			HPA014907	Enhanced		Approved	Nuclear speckles,Cytosol						Cluster 8: Neutrophils - Inflammatory response	Cluster 7: Kidney - Transmembrane transport	Cluster 68: Kidney - Mixed function	Cluster 60: Proximal tubular cells - Absorption	Cytosol	Nuclear speckles	HPA014907: AB_1855166	unprognostic (2.97e-1)	unprognostic (3.33e-2)	unprognostic (1.03e-1)	unprognostic (9.16e-2)	prognostic unfavorable (6.92e-4)	unprognostic (8.14e-3)	unprognostic (2.32e-1)	unprognostic (1.46e-1)	unprognostic (2.65e-1)	unprognostic (2.31e-1)	prognostic unfavorable (3.45e-4)	unprognostic (2.64e-2)	unprognostic (7.90e-3)	unprognostic (1.22e-1)	unprognostic (2.07e-1)	unprognostic (1.75e-3)	unprognostic (1.89e-1)	Proximal tubular cells
TMEM174	FLJ31268, MGC13034	ENSG00000164325	Transmembrane protein 174	Q8WUU8	5	73173193-73175143	Predicted membrane proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in single	309	kidney: 153.2	Cell type enriched	Detected in some	7	Proximal tubular cells: 118.6	Cancer enriched	Detected in single	126	renal cancer: 6.2	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Kidney - Proximal tubular cells	Not detected	Not detected			Low region specificity	Detected in single			HPA037975	Enhanced										Cluster 7: Kidney - Transmembrane transport	Cluster 69: BICR 18 - Unknown function	Cluster 60: Proximal tubular cells - Absorption			HPA037975: AB_10672732					unprognostic (8.11e-2)								prognostic favorable (3.30e-6)					Proximal tubular cells
SLC6A18	FLJ31236, Xtrp2	ENSG00000164363	Solute carrier family 6 member 18	Q96N87	5	1225381-1246189	Disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters	Amino-acid transport, Neurotransmitter transport, Symport, Transport			Evidence at protein level	Evidence at protein level	Evidence at transcript level	Evidence at transcript level	Tissue enriched	Detected in single	76	kidney: 8.2	Cell type enriched	Detected in some	16	Proximal tubular cells: 32.5	Cancer enriched	Detected in single	44	renal cancer: 4.2	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected				Not detected	Not detected			Not detected	Not detected			HPA011885	Enhanced										Cluster 7: Kidney - Transmembrane transport	Cluster 44: Myeloma - Humoral immune response	Cluster 60: Proximal tubular cells - Absorption			HPA011885: AB_1857198			unprognostic (2.02e-1)										unprognostic (5.69e-3)	unprognostic (2.90e-1)				Proximal tubular cells
SLC7A13	AGT-1, XAT2	ENSG00000164893	Solute carrier family 7 member 13	Q8TCU3	8	86214063-86321146	Predicted membrane proteins, Transporters	Amino-acid transport, Transport			Evidence at transcript level	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level	Tissue enriched	Detected in single	234	kidney: 42.0	Cell type enriched	Detected in some	10	Proximal tubular cells: 21.5	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Breast - Breast glandular cells, Testis - Early spermatids, Testis - Late spermatids	Not detected	Not detected			Not detected	Not detected														Cluster 7: Kidney - Transmembrane transport	Cluster 65: Breast cancer - Unknown function	Cluster 60: Proximal tubular cells - Absorption				unprognostic (3.34e-1)						unprognostic (2.62e-1)					unprognostic (1.12e-1)	unprognostic (2.96e-5)					Proximal tubular cells
PTER		ENSG00000165983	Phosphotriesterase related	Q96BW5	10	16436943-16513745	Predicted intracellular proteins		Hydrolase		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		kidney: 31.5	Cell type enriched	Detected in many	4	Proximal tubular cells: 160.5	Low cancer specificity	Detected in all			Group enriched	Detected in many	9	amygdala: 6.9;basal ganglia: 16.5;cerebral cortex: 8.7;hippocampal formation: 14.1	Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Stomach - Gastric mucous cells	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA038044, HPA038045	Approved		Approved	Nucleoplasm,Cytosol					8600	Cluster 12: Non-specific - Basic cellular processes	Cluster 87: Intestine & Kidney - Transmembrane transport	Cluster 67: Non-specific - Mitochondria & RNA binding	Cluster 60: Proximal tubular cells - Absorption	Nucleoplasm	Cytosol	HPA038044: AB_2675803, HPA038045: AB_10672616	unprognostic (5.57e-2)	unprognostic (1.04e-1)	unprognostic (2.76e-2)	unprognostic (3.14e-2)	unprognostic (9.72e-3)	unprognostic (2.45e-1)	prognostic unfavorable (2.11e-4)	unprognostic (1.17e-1)	unprognostic (4.51e-2)	unprognostic (2.86e-1)	unprognostic (2.05e-3)	unprognostic (1.86e-1)	prognostic favorable (6.52e-6)	unprognostic (2.24e-1)	unprognostic (1.79e-1)	unprognostic (1.54e-2)	unprognostic (5.36e-3)	Proximal tubular cells
OR2T2	OR2T2P	ENSG00000196240	Olfactory receptor family 2 subfamily T member 2	Q6IF00	1	248445512-248455725	G-protein coupled receptors, Predicted membrane proteins	Olfaction, Sensory transduction	G-protein coupled receptor, Receptor, Transducer		Evidence at transcript level	No human protein/transcript evidence	Evidence at transcript level	Evidence at transcript level	Not detected	Not detected			Cell type enriched	Detected in single	4	Proximal tubular cells: 1.2	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected																								Cluster 9: Lymphoid cancers - Immune response	Cluster 60: Proximal tubular cells - Absorption																					Proximal tubular cells
SLC22A12	OAT4L, RST, URAT1	ENSG00000197891	Solute carrier family 22 member 12	Q96S37	11	64590641-64602353	Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted membrane proteins, Transporters	Ion transport, Transport		Disease variant, FDA approved drug targets	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in single	204	kidney: 109.4	Cell type enriched	Detected in some	20	Proximal tubular cells: 129.8	Cancer enriched	Detected in some	4	renal cancer: 16.5	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Breast - Adipocytes (Breast), Kidney - Proximal tubular cells, Kidney - Proximal tubular cells	Low region specificity	Detected in some			Not detected	Not detected			HPA024575	Enhanced										Cluster 7: Kidney - Transmembrane transport	Cluster 61: Liver - Metabolism	Cluster 60: Proximal tubular cells - Absorption			HPA024575: AB_1858650					unprognostic (5.88e-2)		unprognostic (2.33e-1)						prognostic favorable (2.63e-4)	unprognostic (6.19e-2)	unprognostic (3.91e-2)			Proximal tubular cells
SLC22A6	OAT1, PAHT, ROAT1	ENSG00000197901	Solute carrier family 22 member 6	Q4U2R8	11	62936385-62984967	FDA approved drug targets, Metabolic proteins, Predicted membrane proteins, Transporters			FDA approved drug targets	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	26	kidney: 196.5	Cell type enriched	Detected in some	36	Proximal tubular cells: 172.1	Cancer enriched	Detected in single	102	renal cancer: 18.8	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Kidney - Proximal tubular cells, Kidney - Proximal tubular cells	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA074559, CAB075704	Enhanced										Cluster 7: Kidney - Transmembrane transport		Cluster 60: Proximal tubular cells - Absorption			CAB075704: , HPA074559: AB_2732260					unprognostic (2.42e-2)								unprognostic (2.25e-3)	unprognostic (4.43e-1)				Proximal tubular cells
MT1F	MT1	ENSG00000198417	Metallothionein 1F	P04733	16	56657731-56660698	Predicted intracellular proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		brain: 585.6;kidney: 573.8;liver: 562.0;thyroid gland: 1183.2	Cell type enriched	Detected in many	4	Proximal tubular cells: 11428.2	Cancer enhanced	Detected in all		thyroid cancer: 61.4	Low region specificity	Detected in all			Group enriched	Detected in all	5	basophil: 55.6;classical monocyte: 30.2;gdT-cell: 47.0;MAIT T-cell: 41.8;memory B-cell: 25.7;memory CD4 T-cell: 48.9;memory CD8 T-cell: 80.3;naive CD4 T-cell: 49.4;naive CD8 T-cell: 85.5;T-reg: 89.2	Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Stomach - Chief cells, Thyroid - Thyroid glandular cells																		160000	Cluster 20: T-cells - T-cell receptor	Cluster 7: Kidney - Transmembrane transport	Cluster 68: Kidney - Mixed function	Cluster 60: Proximal tubular cells - Absorption				unprognostic (4.15e-2)	unprognostic (3.60e-2)	unprognostic (6.78e-2)	unprognostic (2.78e-2)	unprognostic (1.95e-3)	unprognostic (1.88e-3)	unprognostic (2.70e-1)	unprognostic (4.08e-2)	unprognostic (3.67e-1)	unprognostic (1.15e-1)	unprognostic (1.14e-1)	unprognostic (3.53e-1)	prognostic unfavorable (2.02e-7)	unprognostic (2.78e-1)	unprognostic (3.50e-2)	unprognostic (2.65e-2)	unprognostic (2.85e-1)	Proximal tubular cells
CTXN3		ENSG00000205279	Cortexin 3	Q4LDR2	5	127649044-127658630	Predicted membrane proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	6	kidney: 79.8	Cell type enriched	Detected in some	8	Proximal tubular cells: 129.3	Cancer enriched	Detected in single	8	renal cancer: 1.0	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Kidney - Proximal tubular cells, Skeletal muscle - Skeletal myocytes	Low region specificity	Detected in all																		Cluster 7: Kidney - Transmembrane transport	Cluster 23: B-cell cancers - Adaptive immune response	Cluster 60: Proximal tubular cells - Absorption								unprognostic (7.32e-2)	unprognostic (9.88e-2)		unprognostic (1.19e-1)				unprognostic (1.29e-1)	unprognostic (6.20e-3)					Proximal tubular cells
MT1H	MT1	ENSG00000205358	Metallothionein 1H	P80294	16	56669814-56671129	Predicted intracellular proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		kidney: 845.2;liver: 1137.0	Cell type enriched	Detected in many	5	Proximal tubular cells: 22589.8	Cancer enhanced	Detected in many		testis cancer: 173.4	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		Leukemia: 17.3;Myeloma: 12.2	Kidney - Proximal tubular cells, Stomach - Chief cells																			Cluster 7: Monocytes - Unknown function	Cluster 81: Kidney & Liver - Metabolism	Cluster 23: B-cell cancers - Adaptive immune response	Cluster 60: Proximal tubular cells - Absorption				unprognostic (1.32e-1)	unprognostic (1.09e-1)	unprognostic (3.51e-1)	unprognostic (8.65e-2)	prognostic unfavorable (2.37e-7)	unprognostic (8.48e-3)	unprognostic (6.26e-2)	unprognostic (7.44e-2)	unprognostic (3.31e-1)	unprognostic (1.94e-1)	unprognostic (1.78e-2)	unprognostic (2.04e-1)	prognostic unfavorable (5.44e-5)	unprognostic (5.77e-2)	unprognostic (3.50e-2)	unprognostic (2.37e-2)	unprognostic (1.34e-1)	Proximal tubular cells
FIGNL2		ENSG00000261308	Fidgetin like 2	A6NMB9	12	51817899-51848718	Predicted intracellular proteins				Evidence at protein level	Evidence at transcript level	Evidence at transcript level	Evidence at protein level	Tissue enhanced	Detected in some		kidney: 2.1;parathyroid gland: 2.2	Cell type enriched	Detected in some	4	Proximal tubular cells: 10.8	Low cancer specificity	Detected in some			Low region specificity	Detected in single			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in some	7	testis cancer: 12.7		Not detected	Not detected																		Cluster 7: Kidney - Transmembrane transport	Cluster 6: BEWO - Unknown function	Cluster 60: Proximal tubular cells - Absorption				unprognostic (1.83e-1)	unprognostic (3.77e-2)	unprognostic (2.26e-2)	unprognostic (7.36e-4)	unprognostic (1.99e-1)	unprognostic (2.45e-1)	unprognostic (1.57e-3)	unprognostic (2.71e-2)	unprognostic (4.75e-2)	unprognostic (6.40e-2)	unprognostic (9.78e-6)	unprognostic (7.95e-3)	unprognostic (9.65e-2)	unprognostic (1.15e-2)	unprognostic (1.31e-1)	unprognostic (1.01e-1)	unprognostic (1.48e-2)	Proximal tubular cells
