Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Cell line expression cluster	Single cell expression cluster	Subcellular main location	Subcellular additional location	Antibody RRID	Pathology prognostics - Breast cancer	Pathology prognostics - Cervical cancer	Pathology prognostics - Colorectal cancer	Pathology prognostics - Endometrial cancer	Pathology prognostics - Glioma	Pathology prognostics - Head and neck cancer	Pathology prognostics - Liver cancer	Pathology prognostics - Lung cancer	Pathology prognostics - Melanoma	Pathology prognostics - Ovarian cancer	Pathology prognostics - Pancreatic cancer	Pathology prognostics - Prostate cancer	Pathology prognostics - Renal cancer	Pathology prognostics - Stomach cancer	Pathology prognostics - Testis cancer	Pathology prognostics - Thyroid cancer	Pathology prognostics - Urothelial cancer	RNAsingleCellTypeSpecific
GUCA1C	GCAP3	ENSG00000138472	Guanylate cyclase activator 1C	O95843	3	108907792-108953879	Predicted intracellular proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	7	retina: 296.7	Cell type enriched	Detected in some	37	Cone photoreceptor cells: 968.5	Cancer enriched	Detected in single	7	pancreatic cancer: 0.5	Low region specificity	Detected in single			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	12	Kidney cancer: 7.6	Heart muscle - Cardiomyocytes, Stomach - Parietal cells, Testis - Early spermatids, Testis - Late spermatids									HPA041597	Uncertain		Approved	Focal adhesion sites							Cluster 79: Retina - Phototransduction	Cluster 68: Kidney - Mixed function	Cluster 44: Photoreceptor cells - Visual perception	Focal adhesion sites		HPA041597: AB_10795501						unprognostic (7.56e-2)					unprognostic (6.56e-2)							Cone photoreceptor cells
PDE6H		ENSG00000139053	Phosphodiesterase 6H	Q13956	12	14973042-14981865	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	Sensory transduction, Vision	Hydrolase		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	226	retina: 911.3	Cell type enriched	Detected in some	38	Cone photoreceptor cells: 7034.6	Not detected	Not detected			Low region specificity	Detected in some			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	4	Brain cancer: 3.2		Low region specificity	Detected in single							HPA045118	Supported		Uncertain	Vesicles							Cluster 79: Retina - Phototransduction	Cluster 47: Retina - Visual perception	Cluster 44: Photoreceptor cells - Visual perception	Vesicles		HPA045118: AB_2732517					unprognostic (1.47e-3)										unprognostic (1.07e-2)			Cone photoreceptor cells
CNGA3	ACHM2, CCNC1, CCNCa, CNCG3, CNG3	ENSG00000144191	Cyclic nucleotide gated channel subunit alpha 3	Q16281	2	98346188-98398601	Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters, Voltage-gated ion channels	Ion transport, Sensory transduction, Transport, Vision	Ion channel, Ligand-gated ion channel	Disease variant, Leber congenital amaurosis	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in some		brain: 5.7;intestine: 4.2;pituitary gland: 10.1;retina: 5.9	Cell type enriched	Detected in some	11	Cone photoreceptor cells: 34.5	Cancer enriched	Detected in some	9	glioma: 7.9	Low region specificity	Detected in many			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	7	Neuroblastoma: 2.5	Lung - Respiratory ciliated cells, Pancreas - Alpha cells, Pancreas - Beta cells, Testis - Early spermatids	Group enriched	Detected in some	6	basal ganglia: 1.8;hypothalamus: 1.9	Not detected	Not detected			HPA049378, CAB079025	Approved	Approved									Cluster 77: Retina - Visual perception	Cluster 7: Neuronal cell lines - Stereocilium	Cluster 44: Photoreceptor cells - Visual perception			CAB079025: , HPA049378: AB_2732551	unprognostic (2.34e-2)	unprognostic (1.83e-2)	unprognostic (4.96e-2)	unprognostic (4.81e-2)	unprognostic (1.13e-1)	unprognostic (2.18e-1)		unprognostic (4.17e-4)		unprognostic (4.65e-2)	unprognostic (1.86e-3)	unprognostic (2.88e-1)		unprognostic (3.85e-3)	unprognostic (8.98e-2)	unprognostic (5.90e-2)	unprognostic (3.71e-2)	Cone photoreceptor cells
RABL3	MGC23920	ENSG00000144840	RAB, member of RAS oncogene family like 3	Q5HYI8	3	120684938-120742993	Disease related genes, Predicted intracellular proteins			Disease variant	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enriched	Detected in all	5	Cone photoreceptor cells: 198.2	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Thyroid - Thyroid glandular cells	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA035150, HPA035151, HPA069861	Uncertain		Approved	Endoplasmic reticulum						Cluster 27: Non-specific - Gene expression	Cluster 8: Non-specific - Mitochondria	Cluster 45: Non-specific - Cell proliferation	Cluster 44: Photoreceptor cells - Visual perception	Endoplasmic reticulum		HPA035150: AB_2674493, HPA035151: AB_10601154, HPA069861: 	unprognostic (1.69e-2)	unprognostic (5.10e-2)	unprognostic (8.32e-2)	unprognostic (3.96e-2)	unprognostic (1.88e-1)	unprognostic (7.22e-2)	unprognostic (1.37e-1)	unprognostic (1.27e-1)	unprognostic (7.19e-2)	unprognostic (2.94e-1)	unprognostic (2.11e-3)	unprognostic (2.78e-1)	prognostic favorable (2.79e-5)	unprognostic (2.33e-1)	unprognostic (6.15e-2)	unprognostic (8.44e-3)	unprognostic (3.65e-1)	Cone photoreceptor cells
RAB41		ENSG00000147127	RAB41, member RAS oncogene family	Q5JT25	X	70282093-70285002	Predicted intracellular proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	16	retina: 65.5	Cell type enriched	Detected in some	7	Cone photoreceptor cells: 244.7	Cancer enhanced	Detected in some		glioma: 2.5	Low region specificity	Detected in single			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in many												HPA001510, HPA065289	Uncertain		Supported	Vesicles,Plasma membrane,Cytosol						Cluster 24: B-cells - Unknown function	Cluster 79: Retina - Phototransduction	Cluster 47: Retina - Visual perception	Cluster 44: Photoreceptor cells - Visual perception	Cytosol	Vesicles, Plasma membrane	HPA001510: AB_1079733, HPA065289: 	unprognostic (1.32e-1)	unprognostic (1.39e-1)	unprognostic (3.36e-3)	unprognostic (4.25e-3)	unprognostic (1.18e-1)	unprognostic (3.46e-2)	unprognostic (6.33e-3)	unprognostic (1.85e-3)	unprognostic (1.38e-1)	unprognostic (2.68e-2)	unprognostic (2.20e-2)	unprognostic (1.04e-3)	unprognostic (7.63e-2)	unprognostic (2.39e-1)	unprognostic (9.78e-3)	unprognostic (8.42e-2)	unprognostic (9.89e-2)	Cone photoreceptor cells
ISL2	FLJ10160	ENSG00000159556	ISL LIM homeobox 2	Q96A47	15	76336773-76342475	Predicted intracellular proteins, Transcription factors		Developmental protein, DNA-binding		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in some		pituitary gland: 2.6;prostate: 2.3;vagina: 3.5	Cell type enriched	Detected in some	8	Cone photoreceptor cells: 36.2	Low cancer specificity	Detected in many			Not detected	Not detected			Immune cell enhanced	Detected in some		neutrophil: 9.5	Low lineage specificity	Detected in many			Low cancer specificity	Detected in many			Breast - Plasma cells	Not detected	Not detected			Region enriched	Detected in single	10	spinal cord: 1.8	HPA075192			Approved	Rods & Rings						Cluster 8: Neutrophils - Inflammatory response	Cluster 37: Intestine - Unknown function	Cluster 47: Retina - Visual perception	Cluster 44: Photoreceptor cells - Visual perception	Rods & Rings		HPA075192: AB_2686738	unprognostic (7.30e-2)	unprognostic (7.96e-2)	unprognostic (9.01e-3)	unprognostic (4.44e-3)	unprognostic (1.44e-1)	unprognostic (7.77e-2)	unprognostic (1.25e-2)	unprognostic (1.45e-1)	unprognostic (1.67e-1)	unprognostic (2.84e-1)	unprognostic (9.03e-2)	unprognostic (3.93e-2)	unprognostic (3.55e-15)	unprognostic (1.78e-1)	unprognostic (4.19e-1)	unprognostic (4.07e-1)	unprognostic (2.26e-1)	Cone photoreceptor cells
GNGT2	GNG9	ENSG00000167083	G protein subunit gamma transducin 2	O14610	17	49202791-49210574	Predicted intracellular proteins, RAS pathway related proteins, Transporters		Transducer		Evidence at protein level	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Tissue enriched	Detected in many	8	retina: 157.0	Cell type enriched	Detected in some	14	Cone photoreceptor cells: 568.7	Low cancer specificity	Detected in many			Low region specificity	Detected in all			Immune cell enhanced	Detected in many		non-classical monocyte: 66.7	Low lineage specificity	Detected in all			Cancer enhanced	Detected in many		lymphoma: 27.3		Low region specificity	Detected in all							HPA043381	Enhanced									Cluster 51: Monocytes - Innate immune response	Cluster 79: Retina - Phototransduction	Cluster 64: Lymphoma - Humoral immune response	Cluster 44: Photoreceptor cells - Visual perception			HPA043381: AB_2678455	unprognostic (9.11e-2)	unprognostic (4.09e-3)	unprognostic (1.99e-2)	unprognostic (4.62e-5)	unprognostic (1.34e-1)	unprognostic (3.20e-3)	unprognostic (1.75e-1)	unprognostic (7.37e-2)	unprognostic (1.30e-2)	unprognostic (2.11e-2)	unprognostic (2.08e-1)	unprognostic (1.14e-1)	prognostic unfavorable (3.11e-4)	unprognostic (1.35e-1)	unprognostic (1.19e-1)	unprognostic (6.92e-2)	unprognostic (1.23e-1)	Cone photoreceptor cells
CNGB3	ACHM1, ACHM3, RMCH	ENSG00000170289	Cyclic nucleotide gated channel subunit beta 3	Q9NQW8	8	86553977-86743675	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Voltage-gated ion channels	Ion transport, Sensory transduction, Transport, Vision	Ion channel, Ligand-gated ion channel	Disease variant, Stargardt disease	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in some		bone marrow: 4.1;retina: 13.1	Cell type enriched	Detected in some	22	Cone photoreceptor cells: 253.3	Not detected	Not detected			Low region specificity	Detected in single			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Testis - Early spermatids	Not detected	Not detected			Not detected	Not detected			HPA057244	Enhanced										Cluster 77: Retina - Visual perception	Cluster 25: Non-specific - Basic cellular processes	Cluster 44: Photoreceptor cells - Visual perception			HPA057244: AB_2683380	unprognostic (5.35e-1)	unprognostic (1.68e-3)	unprognostic (1.22e-1)	unprognostic (2.42e-1)	unprognostic (3.62e-2)	unprognostic (2.58e-1)	unprognostic (6.25e-2)	unprognostic (1.18e-1)	unprognostic (2.91e-1)	unprognostic (2.17e-1)	unprognostic (3.82e-1)	unprognostic (9.28e-2)	unprognostic (2.77e-4)	unprognostic (1.40e-4)	unprognostic (1.66e-2)	unprognostic (8.76e-2)	unprognostic (1.84e-1)	Cone photoreceptor cells
MAP6	FLJ41346, KIAA1878, MAP6-N, STOP	ENSG00000171533	Microtubule associated protein 6	Q96JE9	11	75586918-75669038	Predicted intracellular proteins	Transport	Calmodulin-binding		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		pituitary gland: 76.8;retina: 96.1	Cell type enriched	Detected in many	4	Cone photoreceptor cells: 353.3	Cancer enhanced	Detected in many		glioma: 9.6	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in many	5	Neuroblastoma: 29.9	Kidney - Podocytes, Liver - Hepatic stellate cells, Lung - Respiratory ciliated cells, Pancreas - Alpha cells, Pancreas - Beta cells, Skin - Eccrine sweat gland cells, Testis - Early spermatids, Testis - Late spermatids	Low region specificity	Detected in all			Low region specificity	Detected in all			CAB015442, CAB022600, HPA039061, HPA039062	Enhanced		Uncertain	Plasma membrane						Cluster 21: B-cells - Adaptive immune response	Cluster 77: Retina - Visual perception	Cluster 21: Neuroblastoma - Neuronal signaling	Cluster 44: Photoreceptor cells - Visual perception	Plasma membrane		CAB015442: AB_2140997, CAB022600: , HPA039061: AB_2676325, HPA039062: AB_2676326	unprognostic (3.04e-2)	unprognostic (6.18e-2)	unprognostic (3.15e-2)	unprognostic (9.07e-2)	unprognostic (7.54e-2)	unprognostic (4.49e-2)	unprognostic (8.29e-2)	unprognostic (2.51e-2)	unprognostic (5.99e-2)	unprognostic (7.99e-2)	prognostic favorable (3.41e-4)	prognostic favorable (9.15e-4)	unprognostic (2.43e-2)	unprognostic (3.96e-3)	unprognostic (8.09e-3)	unprognostic (1.77e-1)	unprognostic (2.03e-1)	Cone photoreceptor cells
GPR151	GALR4, PGR7	ENSG00000173250	G protein-coupled receptor 151	Q8TDV0	5	146513103-146516190	G-protein coupled receptors, Predicted membrane proteins		G-protein coupled receptor, Receptor, Transducer		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in single	33	brain: 8.8	Cell type enriched	Detected in single	4	Cone photoreceptor cells: 3.4	Not detected	Not detected			Region enriched	Detected in single	40	midbrain: 8.8	Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected				Region enriched	Detected in many	19	thalamus: 30.6	Region enriched	Detected in single	9	thalamus: 4.7	HPA065728		Supported									Cluster 73: Brain - Neuropeptide signaling		Cluster 44: Photoreceptor cells - Visual perception			HPA065728: 					unprognostic (2.09e-1)					unprognostic (2.30e-1)				unprognostic (1.14e-1)	unprognostic (1.32e-2)			Cone photoreceptor cells
OR2AJ1	OR2AJ1P, OR2AJ1Q	ENSG00000177275	Olfactory receptor family 2 subfamily AJ member 1	Q8NGZ0	1	247924889-247935339	G-protein coupled receptors, Predicted membrane proteins	Olfaction, Sensory transduction	G-protein coupled receptor, Receptor, Transducer		Evidence at transcript level	No human protein/transcript evidence	No human protein/transcript evidence	Evidence at transcript level	Not detected	Not detected			Cell type enriched	Detected in single	17	Cone photoreceptor cells: 1.7	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected								Not detected	Not detected																Cluster 44: Photoreceptor cells - Visual perception																					Cone photoreceptor cells
OPN1MW	CBBM, CBD, COD5, GCP, OPN1MW1	ENSG00000268221	Opsin 1, medium wave sensitive	P04001	X	154182596-154196861	Disease related genes, G-protein coupled receptors, Human disease related genes, Potential drug targets, Predicted membrane proteins	Sensory transduction, Vision	G-protein coupled receptor, Photoreceptor protein, Receptor, Retinal protein, Transducer	Disease variant	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in single	133	retina: 13.3	Cell type enriched	Detected in some	51	Cone photoreceptor cells: 110.3	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected																							Cluster 79: Retina - Phototransduction	Cluster 3: HUVEC & TIME - Signal transduction	Cluster 44: Photoreceptor cells - Visual perception																					Cone photoreceptor cells
OR2AG1	OR2AG3	ENSG00000279486	Olfactory receptor family 2 subfamily AG member 1	Q9H205	11	6783020-6791558	G-protein coupled receptors, Predicted membrane proteins, Transporters	Olfaction, Sensory transduction	G-protein coupled receptor, Receptor, Transducer		Evidence at protein level	No human protein/transcript evidence	Evidence at protein level	Evidence at protein level	Not detected	Not detected			Cell type enriched	Detected in single	10	Cone photoreceptor cells: 3.4	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected								Not detected	Not detected																Cluster 44: Photoreceptor cells - Visual perception																					Cone photoreceptor cells
AP001054.1		ENSG00000288593	Novel protein		21	43939919-43959673	Predicted intracellular proteins				Evidence at transcript level	Evidence at transcript level			Tissue enriched	Detected in some	16	retina: 16.3	Cell type enriched	Detected in single	17	Cone photoreceptor cells: 1.7					Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected																								Cluster 47: Retina - Visual perception	Cluster 44: Photoreceptor cells - Visual perception																					Cone photoreceptor cells
