Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Cell line expression cluster	Single cell expression cluster	Subcellular main location	Subcellular additional location	Antibody RRID	Pathology prognostics - Breast cancer	Pathology prognostics - Cervical cancer	Pathology prognostics - Colorectal cancer	Pathology prognostics - Endometrial cancer	Pathology prognostics - Glioma	Pathology prognostics - Head and neck cancer	Pathology prognostics - Liver cancer	Pathology prognostics - Lung cancer	Pathology prognostics - Melanoma	Pathology prognostics - Ovarian cancer	Pathology prognostics - Pancreatic cancer	Pathology prognostics - Prostate cancer	Pathology prognostics - Renal cancer	Pathology prognostics - Stomach cancer	Pathology prognostics - Testis cancer	Pathology prognostics - Thyroid cancer	Pathology prognostics - Urothelial cancer	RNAsingleCellTypeSpecific
ZNF385D	FLJ22419, ZNF659	ENSG00000151789	Zinc finger protein 385D	Q9H6B1	3	21412218-22373321	Predicted intracellular proteins				Evidence at protein level	Evidence at transcript level	Evidence at transcript level	Evidence at protein level	Group enriched	Detected in many	4	brain: 44.0;testis: 15.1	Cell type enriched	Detected in many	6	Inhibitory neurons: 1728.2	Low cancer specificity	Detected in some			Region enriched	Detected in all	8	cerebellum: 44.0	Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		Brain cancer: 2.4;thyroid cancer: 2.8	Breast - Endothelial cells, Lung - Fibroblast_2, Skeletal muscle - Endothelial cells, Skin - Endothelial cells, Testis - Early spermatids, Testis - Late spermatids					Low region specificity	Detected in all			HPA036190	Uncertain										Cluster 69: Cerebellum - Gene expression regulation	Cluster 3: HUVEC & TIME - Signal transduction	Cluster 37: Neurons - Neuronal signaling			HPA036190: AB_10602355	unprognostic (4.07e-2)	unprognostic (1.26e-1)	unprognostic (5.44e-2)	unprognostic (3.23e-2)	unprognostic (1.64e-1)	unprognostic (1.74e-1)	unprognostic (8.20e-2)	unprognostic (6.60e-2)	unprognostic (7.84e-2)	unprognostic (3.73e-1)	unprognostic (2.35e-1)	unprognostic (9.01e-2)	unprognostic (3.49e-7)	unprognostic (8.70e-3)	unprognostic (5.38e-2)	unprognostic (7.76e-3)	unprognostic (2.15e-5)	Inhibitory neurons
SLC35F4	C14orf36, FLJ37712	ENSG00000151812	Solute carrier family 35 member F4	A4IF30	14	57563920-57982194	Predicted membrane proteins, Transporters	Transport			Evidence at transcript level	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level	Tissue enhanced	Detected in some		brain: 5.6;retina: 6.4;seminal vesicle: 3.5	Cell type enriched	Detected in some	11	Inhibitory neurons: 162.5	Not detected	Not detected			Low region specificity	Detected in many			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		Rhabdoid: 3.8	Pancreas - Alpha cells	Low region specificity	Detected in all			Low region specificity	Detected in many			HPA043853	Uncertain										Cluster 77: Retina - Visual perception	Cluster 56: Neurons - Neuronal signaling	Cluster 37: Neurons - Neuronal signaling			HPA043853: AB_10963083	unprognostic (2.37e-1)	unprognostic (2.10e-1)	unprognostic (3.56e-1)	unprognostic (2.66e-4)	unprognostic (4.88e-2)	unprognostic (8.64e-2)		unprognostic (1.38e-1)		unprognostic (1.76e-2)	unprognostic (3.94e-2)	unprognostic (1.39e-1)	unprognostic (4.03e-3)	unprognostic (3.50e-2)	unprognostic (1.05e-2)	unprognostic (9.68e-3)	unprognostic (9.23e-2)	Inhibitory neurons
MEPE		ENSG00000152595	Matrix extracellular phosphoglycoprotein	Q9NQ76	4	87821411-87846817	Predicted intracellular proteins, Predicted secreted proteins	Biomineralization			Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in single	107	brain: 10.6	Cell type enriched	Detected in single	18	Inhibitory neurons: 12.5	Not detected	Not detected			Region enhanced	Detected in many		cerebral cortex: 10.6	Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Lung - Respiratory ciliated cells	Not detected	Not detected			Not detected	Not detected			HPA038003, HPA038004	Uncertain				Secreted to extracellular matrix				810000		Cluster 10: Brain - Neuronal signaling	Cluster 65: Breast cancer - Unknown function	Cluster 37: Neurons - Neuronal signaling			HPA038003: AB_2675780, HPA038004: AB_10670537	unprognostic (2.88e-1)				unprognostic (8.15e-2)	unprognostic (3.62e-1)	unprognostic (1.91e-1)	unprognostic (1.61e-1)		unprognostic (4.76e-2)	unprognostic (1.11e-1)		unprognostic (3.14e-2)	unprognostic (1.98e-1)	unprognostic (2.41e-1)		unprognostic (5.64e-4)	Inhibitory neurons
GRIP1		ENSG00000155974	Glutamate receptor interacting protein 1	Q9Y3R0	12	66347431-67069162	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		parathyroid gland: 16.4	Cell type enriched	Detected in many	7	Inhibitory neurons: 2765.0	Low cancer specificity	Detected in many			Low region specificity	Detected in many			Immune cell enriched	Detected in some	5	myeloid DC: 4.9	Lineage enriched	Detected in many	5	dendritic cells: 4.9	Low cancer specificity	Detected in all			Adipose visceral - Mesothelial cells, Skin - Keratinocyte (other), Testis - Early spermatids, Testis - Late spermatids	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA038856	Uncertain									Cluster 28: Myeloid DCs - Unknown function	Cluster 48: Parathyroid gland - membrane proteins	Cluster 41: Non-specific - Cilium assembly	Cluster 32: Neurons - Synaptic function			HPA038856: AB_10673297	unprognostic (6.25e-3)	unprognostic (6.41e-2)	unprognostic (1.52e-2)	unprognostic (8.25e-2)	unprognostic (1.50e-1)	unprognostic (5.12e-2)	unprognostic (2.42e-1)	unprognostic (4.21e-3)	unprognostic (4.25e-1)	unprognostic (1.60e-2)	unprognostic (1.00e-2)	unprognostic (4.14e-1)	unprognostic (2.82e-3)	unprognostic (7.44e-2)	unprognostic (1.32e-1)	unprognostic (7.27e-4)	unprognostic (8.57e-3)	Inhibitory neurons
SYNPR	MGC26651, SPO	ENSG00000163630	Synaptoporin	Q8TBG9	3	63228315-63616924	Predicted intracellular proteins, Predicted membrane proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	14	brain: 123.6;retina: 38.8	Cell type enriched	Detected in some	4	Inhibitory neurons: 623.5	Cancer enhanced	Detected in some		glioma: 1.3	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in some	6	Bone cancer: 9.4		Region enhanced	Detected in all		olfactory bulb: 743.6	Low region specificity	Detected in all			HPA051368, HPA061671	Enhanced		Approved	Nucleoplasm,Vesicles,Cytosol							Cluster 6: Brain - Smell perception	Cluster 14: Bone cancer - Transcription	Cluster 37: Neurons - Neuronal signaling	Vesicles	Nucleoplasm, Cytosol	HPA051368: AB_2681456, HPA061671: AB_2684582			unprognostic (1.69e-1)		unprognostic (3.77e-2)			unprognostic (3.14e-3)	unprognostic (3.02e-1)	unprognostic (2.42e-1)	unprognostic (1.93e-1)	unprognostic (2.50e-1)		unprognostic (5.32e-2)	unprognostic (1.82e-1)	unprognostic (1.89e-1)		Inhibitory neurons
C8orf34	vest-1, VEST1	ENSG00000165084	Chromosome 8 open reading frame 34	Q49A92	8	68330955-68819023	Predicted intracellular proteins				Evidence at protein level	Evidence at transcript level	Evidence at transcript level	Evidence at protein level	Tissue enhanced	Detected in many		brain: 10.2;fallopian tube: 9.1;parathyroid gland: 7.4	Cell type enriched	Detected in some	4	Inhibitory neurons: 386.6	Low cancer specificity	Detected in some			Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		Sarcoma: 2.5	Thyroid - Fibroblasts	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA044420, HPA053065	Uncertain		Approved	Nucleoplasm,Nucleoli,Golgi apparatus		No					Cluster 73: Brain - Neuropeptide signaling	Cluster 42: Sarcoma - Muscle contraction	Cluster 37: Neurons - Neuronal signaling	Nucleoplasm, Nucleoli	Golgi apparatus	HPA044420: AB_10963791, HPA053065: AB_2682030	unprognostic (1.75e-1)	unprognostic (2.20e-1)	unprognostic (3.30e-2)	unprognostic (5.59e-3)	unprognostic (3.07e-1)	unprognostic (2.85e-2)	unprognostic (3.35e-1)	unprognostic (1.19e-1)	unprognostic (2.80e-1)	unprognostic (1.74e-1)	unprognostic (8.55e-2)	unprognostic (5.86e-2)	unprognostic (1.80e-4)	unprognostic (5.21e-2)	unprognostic (8.87e-2)	unprognostic (2.84e-4)	unprognostic (1.33e-1)	Inhibitory neurons
ENTPD3	CD39L3, HB6, NTPDase-3	ENSG00000168032	Ectonucleoside triphosphate diphosphohydrolase 3	O75355	3	40387184-40428744	Enzymes, Metabolic proteins, Predicted membrane proteins		Hydrolase		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		brain: 20.8;cervix: 21.3;salivary gland: 22.4	Cell type enriched	Detected in many	4	Inhibitory neurons: 90.5	Low cancer specificity	Detected in many			Low region specificity	Detected in all			Immune cell enriched	Detected in single	7	plasmacytoid DC: 3.5	Lineage enriched	Detected in single	7	dendritic cells: 3.5	Cancer enhanced	Detected in many		Gallbladder cancer: 18.0;Neuroblastoma: 11.3	Colon - Colon enteroendocrine cells, Lung - Alveolar cells type 2	Low region specificity	Detected in all			Low region specificity	Detected in all													Cluster 3: Plasmacytoid DCs - Unknown function	Cluster 24: Salivary gland - Salivary secretion	Cluster 21: Neuroblastoma - Neuronal signaling	Cluster 37: Neurons - Neuronal signaling				unprognostic (1.00e-1)	unprognostic (1.54e-2)	unprognostic (2.75e-2)	unprognostic (9.84e-3)	unprognostic (2.27e-2)	unprognostic (2.04e-1)	unprognostic (1.80e-1)	unprognostic (1.18e-2)	unprognostic (8.40e-2)	unprognostic (9.88e-3)	unprognostic (4.72e-2)	unprognostic (2.08e-1)	unprognostic (3.25e-1)	unprognostic (6.53e-2)	unprognostic (5.99e-2)	unprognostic (1.68e-1)	unprognostic (1.23e-1)	Inhibitory neurons
GPR149	IEDA, PGR10, R35	ENSG00000174948	G protein-coupled receptor 149	Q86SP6	3	154334943-154430190	G-protein coupled receptors, Predicted membrane proteins		G-protein coupled receptor, Receptor, Transducer		Evidence at protein level	Evidence at transcript level	Evidence at transcript level	Evidence at protein level	Tissue enriched	Detected in some	5	brain: 6.9	Cell type enriched	Detected in some	5	Inhibitory neurons: 47.4	Not detected	Not detected			Low region specificity	Detected in many			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	6	prostate cancer: 1.1		Region enhanced	Detected in many		basal ganglia: 15.0	Low region specificity	Detected in many			HPA018020	Uncertain										Cluster 73: Brain - Neuropeptide signaling	Cluster 24: Prostate cancer - Lipid metabolism	Cluster 37: Neurons - Neuronal signaling			HPA018020: AB_1849334																		Inhibitory neurons
NHS		ENSG00000188158	NHS actin remodeling regulator	Q6T4R5	X	17375200-17735994	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins			Cataract	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in many			Cell type enriched	Detected in many	6	Inhibitory neurons: 258.9	Low cancer specificity	Detected in many			Low region specificity	Detected in many			Immune cell enhanced	Detected in single		neutrophil: 1.3	Low lineage specificity	Detected in single			Low cancer specificity	Detected in many				Low region specificity	Detected in many			Low region specificity	Detected in all			HPA031497, HPA076257	Uncertain		Supported	Cell Junctions						Cluster 9: Neutrophils - Innate immune response	Cluster 42: Ciliated cells - Cilium & Cell projection	Cluster 68: Kidney - Mixed function	Cluster 37: Neurons - Neuronal signaling	Cell Junctions		HPA031497: AB_10610144, HPA076257: AB_2686789	unprognostic (1.39e-2)	unprognostic (3.34e-1)	unprognostic (1.17e-1)	prognostic favorable (1.68e-4)	unprognostic (2.58e-1)	unprognostic (1.69e-1)	unprognostic (9.92e-3)	unprognostic (3.27e-3)	unprognostic (1.08e-1)	unprognostic (1.78e-1)	unprognostic (1.61e-3)	unprognostic (2.54e-1)	unprognostic (1.72e-2)	unprognostic (1.07e-2)	unprognostic (1.21e-1)	unprognostic (8.83e-3)	unprognostic (1.83e-3)	Inhibitory neurons
RELN	PRO1598, RL	ENSG00000189056	Reelin	P78509	7	103471381-103989658	Disease related genes, Human disease related genes, Plasma proteins, Predicted secreted proteins	Cell adhesion	Developmental protein, Hydrolase, Protease, Serine protease	Disease variant, Epilepsy, Lissencephaly	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	5	brain: 64.4	Cell type enriched	Detected in many	4	Inhibitory neurons: 364.2	Cancer enhanced	Detected in many		liver cancer: 5.7	Region enriched	Detected in many	10	cerebellum: 64.4	Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		Kidney cancer: 17.6;liver cancer: 11.0;Myeloma: 10.7	Pancreas - Fibroblasts, Testis - Late spermatids	Low region specificity	Detected in all			Region enhanced	Detected in all		cerebellum: 110.0	HPA077891			Approved	Golgi apparatus,Vesicles	Secreted in brain				30000000		Cluster 69: Cerebellum - Gene expression regulation	Cluster 68: Kidney - Mixed function	Cluster 37: Neurons - Neuronal signaling	Golgi apparatus	Vesicles	HPA077891: 	unprognostic (1.42e-1)	unprognostic (2.93e-3)	unprognostic (4.31e-2)	unprognostic (1.29e-4)	unprognostic (1.30e-1)	unprognostic (6.95e-2)	unprognostic (1.85e-1)	unprognostic (8.35e-2)	unprognostic (1.54e-1)	unprognostic (1.48e-2)	unprognostic (3.31e-3)	unprognostic (3.86e-1)	unprognostic (2.02e-2)	unprognostic (1.43e-2)	unprognostic (3.03e-1)	unprognostic (1.35e-1)	unprognostic (3.06e-2)	Inhibitory neurons
GRIN3A	GluN3A	ENSG00000198785	Glutamate ionotropic receptor NMDA type subunit 3A	Q8TCU5	9	101569352-101738647	FDA approved drug targets, Predicted membrane proteins	Ion transport, Transport	Ion channel, Ligand-gated ion channel, Receptor	FDA approved drug targets	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in some		brain: 5.8	Cell type enriched	Detected in some	5	Inhibitory neurons: 215.0	Cancer enriched	Detected in single	7	prostate cancer: 3.4	Low region specificity	Detected in many			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		Gastric cancer: 3.2;prostate cancer: 3.5		Low region specificity	Detected in all			Low region specificity	Detected in all													Cluster 7: Monocytes - Unknown function	Cluster 65: Brain - Ion transport	Cluster 41: Non-specific - Cilium assembly	Cluster 32: Neurons - Synaptic function				unprognostic (1.29e-1)	unprognostic (7.10e-3)	unprognostic (3.01e-5)	unprognostic (3.39e-2)	unprognostic (6.32e-2)	unprognostic (7.06e-4)	unprognostic (1.74e-1)	unprognostic (2.59e-1)	unprognostic (7.56e-2)	unprognostic (7.34e-3)	unprognostic (1.16e-2)	unprognostic (1.38e-1)	unprognostic (1.75e-1)	unprognostic (1.80e-1)	unprognostic (1.42e-1)	unprognostic (4.87e-1)	unprognostic (9.41e-2)	Inhibitory neurons
SP9	ZNF990	ENSG00000217236	Sp9 transcription factor	P0CG40	2	174334954-174338500	Predicted intracellular proteins, Transcription factors	Transcription, Transcription regulation	DNA-binding		Evidence at protein level	Evidence at transcript level	No human protein/transcript evidence	Evidence at protein level	Tissue enhanced	Detected in single		brain: 3.2	Cell type enriched	Detected in some	5	Inhibitory neurons: 10.8	Cancer enhanced	Detected in some		endometrial cancer: 1.0	Low region specificity	Detected in many			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		Rhabdoid: 2.5		Group enriched	Detected in many	6	basal ganglia: 5.8;olfactory bulb: 11.7	Group enriched	Detected in many	4	basal ganglia: 5.6;olfactory bulb: 21.6	HPA062616	Uncertain		Approved	Mitochondria							Cluster 10: Brain - Neuronal signaling	Cluster 34: Rabdoid cancer - Embryonic development	Cluster 32: Neurons - Synaptic function	Mitochondria		HPA062616: AB_2684808	unprognostic (2.04e-2)	unprognostic (6.94e-3)		unprognostic (1.44e-1)	unprognostic (3.95e-1)	unprognostic (7.55e-3)		unprognostic (8.54e-2)	unprognostic (3.12e-1)						unprognostic (1.01e-1)			Inhibitory neurons
TENM3	KIAA1455, ODZ3, Ten-M3, TEN3	ENSG00000218336	Teneurin transmembrane protein 3	Q9P273	4	182143987-182803024	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	Cell adhesion, Differentiation		Disease variant, Microphthalmia	Evidence at protein level	Evidence at transcript level	Evidence at transcript level	Evidence at protein level	Tissue enhanced	Detected in many		brain: 21.8;placenta: 13.1	Cell type enriched	Detected in many	4	Inhibitory neurons: 621.5	Low cancer specificity	Detected in many			Low region specificity	Detected in many			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in many			Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Lung - Fibroblast_2, Prostate - Smooth muscle cells, Testis - Spermatocytes, Thyroid - Thyroid glandular cells	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA047043	Approved		Approved	Nucleoplasm							Cluster 10: Brain - Neuronal signaling	Cluster 34: Rabdoid cancer - Embryonic development	Cluster 37: Neurons - Neuronal signaling	Nucleoplasm		HPA047043: AB_2679914	unprognostic (5.79e-2)	unprognostic (3.01e-2)	unprognostic (6.62e-2)	unprognostic (4.43e-2)	unprognostic (1.46e-2)	unprognostic (1.08e-1)	unprognostic (8.28e-2)	unprognostic (8.68e-3)	unprognostic (1.82e-1)	unprognostic (2.31e-2)	unprognostic (4.85e-2)	unprognostic (2.54e-1)	unprognostic (4.10e-2)	unprognostic (1.47e-3)	unprognostic (8.59e-2)	unprognostic (1.07e-2)	unprognostic (5.25e-4)	Inhibitory neurons
AKAIN1	C18orf42	ENSG00000231824	A-kinase anchor inhibitor 1	P0CW23	18	5142911-5197503	Predicted intracellular proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in some		adrenal gland: 10.2;brain: 22.9	Cell type enriched	Detected in some	4	Inhibitory neurons: 12.6	Not detected	Not detected			Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		lung cancer: 1.7;Neuroblastoma: 2.9	Pancreas - Alpha cells, Thyroid - Parafollicular cells	Low region specificity	Detected in all							HPA049365	Uncertain										Cluster 6: Brain - Smell perception	Cluster 7: Neuronal cell lines - Stereocilium	Cluster 37: Neurons - Neuronal signaling			HPA049365: AB_2680729					unprognostic (4.86e-1)						unprognostic (1.49e-3)				unprognostic (7.05e-2)			Inhibitory neurons
PTCHD4	C6orf138, dJ402H5.2, FLJ41841, PTCH53	ENSG00000244694	Patched domain containing 4	Q6ZW05	6	47856673-48111197	Predicted membrane proteins				Evidence at protein level	Evidence at transcript level	Evidence at transcript level	Evidence at protein level	Low tissue specificity	Detected in some			Cell type enriched	Detected in some	5	Inhibitory neurons: 467.6	Group enriched	Detected in some	6	melanoma: 1.1;renal cancer: 1.6;thyroid cancer: 4.0	Low region specificity	Detected in some			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in some	5	testis cancer: 20.1		Low region specificity	Detected in many			Low region specificity	Detected in many			HPA041276	Uncertain		Approved	Plasma membrane,Cytosol							Cluster 68: Epididymis - Unknown function	Cluster 33: Skin cancer - Membrane components	Cluster 32: Neurons - Synaptic function	Plasma membrane, Cytosol		HPA041276: AB_10796570	unprognostic (1.35e-4)	unprognostic (1.66e-2)	unprognostic (3.25e-1)	unprognostic (3.11e-3)	unprognostic (1.07e-2)	unprognostic (1.57e-3)	unprognostic (7.94e-2)	unprognostic (3.59e-3)	unprognostic (2.80e-1)	unprognostic (1.50e-1)	unprognostic (2.55e-1)	unprognostic (1.92e-1)	prognostic favorable (1.49e-6)	unprognostic (5.03e-4)	unprognostic (9.84e-2)	unprognostic (1.57e-2)	unprognostic (5.56e-3)	Inhibitory neurons
