Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Cell line expression cluster	Single cell expression cluster	Subcellular main location	Subcellular additional location	Antibody RRID	Pathology prognostics - Breast cancer	Pathology prognostics - Cervical cancer	Pathology prognostics - Colorectal cancer	Pathology prognostics - Endometrial cancer	Pathology prognostics - Glioma	Pathology prognostics - Head and neck cancer	Pathology prognostics - Liver cancer	Pathology prognostics - Lung cancer	Pathology prognostics - Melanoma	Pathology prognostics - Ovarian cancer	Pathology prognostics - Pancreatic cancer	Pathology prognostics - Prostate cancer	Pathology prognostics - Renal cancer	Pathology prognostics - Stomach cancer	Pathology prognostics - Testis cancer	Pathology prognostics - Thyroid cancer	Pathology prognostics - Urothelial cancer	RNAsingleCellTypeSpecific
ABCB10	EST20237, M-ABC2, MTABC2	ENSG00000135776	ATP binding cassette subfamily B member 10	Q9NRK6	1	229516582-229558707	Plasma proteins, Predicted membrane proteins, Transporters	Transport			Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		bone marrow: 60.1	Cell type enriched	Detected in many	4	Erythroid cells: 148.5	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in some			Low lineage specificity	Detected in single			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			CAB044063, CAB044065, HPA055175	Uncertain									Cluster 32: T-cells - Unknown function	Cluster 67: Neutrophils - Humoral immune response	Cluster 34: Rabdoid cancer - Embryonic development	Cluster 71: Erythroid cells - Oxygen transport			CAB044063: AB_353262, CAB044065: AB_2220666, HPA055175: AB_2682727	unprognostic (1.00e-1)	unprognostic (1.29e-2)	unprognostic (5.56e-3)	unprognostic (5.64e-2)	unprognostic (2.04e-1)	unprognostic (8.06e-3)	unprognostic (9.38e-2)	unprognostic (2.05e-1)	unprognostic (4.15e-2)	unprognostic (5.61e-2)	unprognostic (2.81e-1)	unprognostic (3.13e-1)	unprognostic (8.32e-2)	unprognostic (2.58e-1)	unprognostic (3.83e-1)	unprognostic (5.29e-2)	unprognostic (3.37e-2)	Erythroid cells
ALAS2	ASB	ENSG00000158578	5'-aminolevulinate synthase 2	P22557	X	55009055-55030977	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	Heme biosynthesis	Acyltransferase, Transferase	Disease variant	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	13	bone marrow: 606.2	Cell type enriched	Detected in some	80	Erythroid cells: 1181.8	Cancer enhanced	Detected in single		renal cancer: 0.6	Low region specificity	Detected in many			Immune cell enriched	Detected in single	6	plasmacytoid DC: 1.6	Lineage enriched	Detected in single	6	dendritic cells: 1.6	Cancer enriched	Detected in single	61	Leukemia: 34.5	Liver - Erythroid cells	Low region specificity	Detected in all			Low region specificity	Detected in all													Cluster 47: Plasmacytoid DCs - Protein folding	Cluster 67: Neutrophils - Humoral immune response	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport				unprognostic (7.82e-2)	unprognostic (2.01e-1)	unprognostic (6.41e-2)	unprognostic (1.14e-2)	unprognostic (2.98e-3)	unprognostic (5.59e-2)	unprognostic (1.37e-1)	unprognostic (1.47e-1)	unprognostic (8.68e-2)	unprognostic (4.07e-2)	unprognostic (2.72e-1)	unprognostic (3.45e-1)	unprognostic (2.32e-2)	unprognostic (6.63e-3)	unprognostic (4.39e-1)	unprognostic (1.23e-1)	unprognostic (1.89e-1)	Erythroid cells
ANKLE1	ANKRD41, FLJ39369, LEMD6	ENSG00000160117	Ankyrin repeat and LEM domain containing 1	Q8NAG6	19	17281645-17287646	Predicted intracellular proteins, Predicted membrane proteins	DNA damage, DNA repair	Endonuclease, Hydrolase, Nuclease		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in many	4	bone marrow: 25.6;brain: 8.8	Cell type enriched	Detected in some	8	Erythroid cells: 55.5	Low cancer specificity	Detected in many			Low region specificity	Detected in many			Low immune cell specificity	Detected in some			Low lineage specificity	Detected in many			Cancer enhanced	Detected in all		Leukemia: 25.7;lymphoma: 31.2		Not detected	Not detected			Low region specificity	Detected in many			HPA026789, HPA073498	Approved		Supported	Nucleoplasm,Cytosol						Cluster 7: Monocytes - Unknown function	Cluster 76: Brain & Bone marrow - Chromatin organization	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport	Nucleoplasm, Cytosol		HPA026789: AB_10611675, HPA073498: AB_2686612	unprognostic (5.66e-2)	unprognostic (2.21e-1)	unprognostic (6.90e-2)	prognostic unfavorable (4.86e-5)	unprognostic (2.73e-1)	unprognostic (1.72e-3)	unprognostic (2.19e-2)	unprognostic (2.09e-2)	unprognostic (1.31e-2)	unprognostic (2.28e-1)	unprognostic (7.89e-4)	unprognostic (5.86e-2)	unprognostic (0.00e+0)	unprognostic (2.03e-1)	unprognostic (1.61e-1)	unprognostic (2.00e-3)	unprognostic (4.30e-2)	Erythroid cells
TRIM58	BIA2	ENSG00000162722	Tripartite motif containing 58	Q8NG06	1	247857187-247880138	Enzymes, Predicted intracellular proteins	Ubl conjugation pathway	Transferase		Evidence at protein level	Evidence at transcript level	Evidence at transcript level	Evidence at protein level	Group enriched	Detected in some	4	bone marrow: 32.2;thyroid gland: 15.2	Cell type enriched	Detected in many	10	Erythroid cells: 154.5	Cancer enhanced	Detected in many		thyroid cancer: 2.7	Low region specificity	Detected in many			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in many			Liver - Erythroid cells, Testis - Early spermatids, Testis - Late spermatids, Thyroid - Thyroid glandular cells	Not detected	Not detected			Low region specificity	Detected in many			HPA023637	Uncertain									Cluster 37: B-cells - Transcription	Cluster 67: Neutrophils - Humoral immune response	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport			HPA023637: AB_1858309	unprognostic (3.85e-1)	unprognostic (5.24e-3)	unprognostic (7.00e-2)	unprognostic (6.52e-4)	unprognostic (1.46e-1)	unprognostic (3.47e-2)	unprognostic (1.10e-1)	unprognostic (4.14e-5)	unprognostic (3.59e-1)	unprognostic (2.07e-1)	unprognostic (1.27e-1)	unprognostic (5.00e-2)	unprognostic (3.31e-1)	unprognostic (1.08e-2)	unprognostic (3.34e-1)	unprognostic (1.00e-2)	unprognostic (2.57e-2)	Erythroid cells
SPTA1	EL2	ENSG00000163554	Spectrin alpha, erythrocytic 1	P02549	1	158610704-158686715	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	Cell shape	Actin capping, Actin-binding	Disease variant, Elliptocytosis, Hereditary hemolytic anemia, Pyropoikilocytosis	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	44	bone marrow: 75.7	Cell type enriched	Detected in some	13	Erythroid cells: 133.6	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	14	Leukemia: 10.2	Liver - Erythroid cells, Lung - Neutrophil_1, Testis - Early spermatids, Testis - Late spermatids	Not detected	Not detected			Not detected	Not detected			CAB016193, HPA028048, HPA028253, CAB037246	Enhanced								11000000		Cluster 67: Neutrophils - Humoral immune response	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport			CAB016193: AB_669050, CAB037246: AB_261445, HPA028048: AB_10603341, HPA028253: AB_2672537	unprognostic (3.39e-1)	unprognostic (1.03e-1)	unprognostic (2.25e-2)	unprognostic (1.94e-1)	unprognostic (2.99e-1)	unprognostic (1.34e-1)	unprognostic (3.65e-3)	unprognostic (1.50e-3)	unprognostic (9.08e-2)	unprognostic (2.58e-2)	unprognostic (2.29e-1)	unprognostic (9.09e-2)	unprognostic (6.73e-8)	unprognostic (6.08e-2)	unprognostic (6.33e-2)	unprognostic (1.76e-2)	unprognostic (5.85e-3)	Erythroid cells
EPB42	MGC116735, MGC116737, PA	ENSG00000166947	Erythrocyte membrane protein band 4.2	P16452	15	43197227-43221018	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	Cell shape, Erythrocyte maturation		Disease variant, Hereditary hemolytic anemia	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	30	bone marrow: 98.9	Cell type enriched	Detected in some	62	Erythroid cells: 180.6	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	91	Leukemia: 9.1	Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Liver - Erythroid cells	Not detected	Not detected			Low region specificity	Detected in all			HPA040261	Supported		Uncertain	Nucleoplasm,Cytosol					1400000		Cluster 67: Neutrophils - Humoral immune response	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport	Nucleoplasm, Cytosol		HPA040261: AB_10673441	unprognostic (8.45e-2)	unprognostic (4.66e-1)	unprognostic (4.15e-1)	unprognostic (1.13e-1)	unprognostic (2.28e-1)	unprognostic (1.99e-1)	unprognostic (1.54e-1)	unprognostic (1.59e-3)	unprognostic (2.95e-1)	unprognostic (6.05e-2)	unprognostic (5.27e-3)	unprognostic (1.31e-1)	unprognostic (1.48e-5)	unprognostic (1.70e-2)	unprognostic (1.20e-1)	unprognostic (5.88e-2)	unprognostic (3.47e-3)	Erythroid cells
FAM178B	LOC51252	ENSG00000168754	Family with sequence similarity 178 member B	Q8IXR5	2	96875882-96986580	Predicted intracellular proteins				Evidence at protein level	Evidence at transcript level	Evidence at transcript level	Evidence at protein level	Group enriched	Detected in many	5	bone marrow: 18.9;brain: 10.5;epididymis: 5.5;lymphoid tissue: 12.1;testis: 8.2	Cell type enriched	Detected in some	7	Erythroid cells: 160.0	Cancer enriched	Detected in many	5	melanoma: 8.1	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		Myeloma: 6.9;skin cancer: 9.9	Prostate - Smooth muscle cells	Not detected	Not detected			Region enhanced	Detected in some		spinal cord: 2.4	HPA042516, HPA062110	Uncertain		Approved	Nuclear speckles,Golgi apparatus						Cluster 36: GdT-cells - Adaptive immune response	Cluster 76: Brain & Bone marrow - Chromatin organization	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport	Nuclear speckles	Golgi apparatus	HPA042516: AB_10806241, HPA062110: 	unprognostic (2.47e-2)	unprognostic (1.76e-1)	unprognostic (1.08e-2)	unprognostic (8.04e-4)	unprognostic (1.39e-1)	unprognostic (1.28e-2)	unprognostic (9.02e-4)	unprognostic (4.70e-2)	unprognostic (8.55e-2)	unprognostic (6.49e-3)	unprognostic (1.49e-1)	unprognostic (5.13e-2)	unprognostic (9.82e-11)	unprognostic (6.93e-2)	unprognostic (1.57e-1)	unprognostic (9.63e-3)	unprognostic (1.08e-1)	Erythroid cells
AHSP	EDRF, ERAF	ENSG00000169877	Alpha hemoglobin stabilizing protein	Q9NZD4	16	31527900-31528803	Plasma proteins, Predicted intracellular proteins		Chaperone		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	62	bone marrow: 1669.9	Cell type enriched	Detected in some	194	Erythroid cells: 6240.6	Not detected	Not detected			Low region specificity	Detected in single			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in some	14	Leukemia: 34.9	Liver - Erythroid cells, Skin - Sebaceous gland cells					Low region specificity	Detected in some			HPA040940	Enhanced								5300000	Cluster 1: Neutrophils - Mixed function	Cluster 67: Neutrophils - Humoral immune response	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport			HPA040940: AB_10796231		unprognostic (3.00e-1)			unprognostic (2.01e-1)	unprognostic (8.44e-2)	unprognostic (3.76e-1)	unprognostic (1.53e-1)		unprognostic (3.10e-1)	unprognostic (2.16e-1)		unprognostic (3.70e-3)	unprognostic (2.04e-2)	unprognostic (9.02e-2)	unprognostic (3.25e-2)		Erythroid cells
GYPA	CD235a, GPA, MN, MNS	ENSG00000170180	Glycophorin A (MNS blood group)	P02724	4	144109303-144140751	Blood group antigen proteins, CD markers, Predicted membrane proteins	Host-virus interaction	Blood group antigen, Host cell receptor for virus entry, Receptor		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	38	bone marrow: 156.3	Cell type enriched	Detected in some	308	Erythroid cells: 1211.6	Not detected	Not detected			Region enriched	Detected in single	5	cerebral cortex: 1.7	Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in some	19	Leukemia: 33.3	Kidney - Proximal tubular cells, Liver - Erythroid cells, Lung - Neutrophil_1									CAB002658, HPA014811	Enhanced		Approved	Nucleoplasm,Plasma membrane,Cytosol					15000000		Cluster 67: Neutrophils - Humoral immune response	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport	Nucleoplasm, Plasma membrane, Cytosol		CAB002658: , HPA014811: AB_1849827					unprognostic (1.60e-1)								unprognostic (2.47e-2)					Erythroid cells
RFESD		ENSG00000175449	Rieske Fe-S domain containing	Q8TAC1	5	95646754-95684773	Predicted intracellular proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		bone marrow: 26.9	Cell type enriched	Detected in many	4	Erythroid cells: 165.2	Low cancer specificity	Detected in some			Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in many			Low cancer specificity	Detected in many			Skin - Keratinocyte (other), Testis - Early spermatids	Low region specificity	Detected in all			Low region specificity	Detected in all			CAB016546	Uncertain		Approved	Nucleoplasm					48000	Cluster 32: T-cells - Unknown function	Cluster 75: Bone marrow - mRNA splicing & Cell cycle	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport	Nucleoplasm		CAB016546: AB_630417	unprognostic (1.15e-1)	unprognostic (5.40e-2)	unprognostic (1.06e-1)	unprognostic (1.37e-2)	unprognostic (6.07e-3)	unprognostic (2.72e-1)	unprognostic (1.33e-3)	unprognostic (1.04e-1)	unprognostic (1.14e-1)	unprognostic (9.91e-2)	unprognostic (8.24e-3)	unprognostic (4.89e-2)	unprognostic (5.83e-3)	unprognostic (6.78e-2)	unprognostic (9.03e-2)	unprognostic (9.35e-2)	unprognostic (1.09e-1)	Erythroid cells
FOXD4L1	FOXD5	ENSG00000184492	Forkhead box D4 like 1	Q9NU39	2	113498665-113501155	Plasma proteins, Predicted intracellular proteins, Transcription factors	Transcription, Transcription regulation	DNA-binding		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in single		testis: 1.1	Cell type enriched	Detected in single	8	Erythroid cells: 3.5	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in single			Testis - Early spermatids									HPA012836, HPA069839	Uncertain		Approved	Nucleoplasm,Cytosol						Cluster 24: B-cells - Unknown function	Cluster 23: Testis - Cell cycle regulation	Cluster 12: Lymphoid cancers - Adaptive immune response	Cluster 23: Langerhans cells - Immune response	Nucleoplasm	Cytosol	HPA012836: AB_2105429, HPA069839: 	unprognostic (3.48e-1)	unprognostic (3.66e-2)	unprognostic (3.02e-2)	unprognostic (6.61e-2)	unprognostic (3.22e-1)	unprognostic (6.41e-4)	unprognostic (2.54e-1)	unprognostic (5.77e-3)	unprognostic (5.93e-2)	unprognostic (4.21e-2)	unprognostic (9.54e-4)	unprognostic (3.98e-2)	unprognostic (1.18e-8)	unprognostic (1.57e-2)	unprognostic (4.14e-2)	unprognostic (9.57e-2)	unprognostic (5.91e-4)	Erythroid cells
PRSS57	PRSSL1, UNQ782	ENSG00000185198	Serine protease 57	Q6UWY2	19	685546-695498	Enzymes, Predicted secreted proteins		Heparin-binding, Hydrolase, Protease, Serine protease		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	102	bone marrow: 165.3	Cell type enriched	Detected in some	6	Erythroid cells: 70.2	Cancer enriched	Detected in single	10	pancreatic cancer: 2.2	Not detected	Not detected			Immune cell enhanced	Detected in some		basophil: 5.9	Low lineage specificity	Detected in many			Cancer enriched	Detected in some	177	Leukemia: 199.8	Lung - Neutrophil_1	Not detected	Not detected			Not detected	Not detected								Secreted to blood					Cluster 46: Basophils - DNA binding	Cluster 67: Neutrophils - Humoral immune response	Cluster 66: Myeloid cells - Innate immune response	Cluster 71: Erythroid cells - Oxygen transport				unprognostic (2.89e-1)	unprognostic (1.43e-1)		unprognostic (2.10e-1)		unprognostic (3.99e-4)	unprognostic (3.07e-1)	unprognostic (1.33e-2)	unprognostic (3.50e-2)	unprognostic (4.04e-2)	unprognostic (7.70e-2)	unprognostic (3.80e-1)	unprognostic (1.11e-1)	unprognostic (3.46e-2)	unprognostic (8.16e-2)	unprognostic (2.56e-2)		Erythroid cells
RHD	CD240D, DIIIc, RH, Rh30a, Rh4, RhII, RhPI	ENSG00000187010	Rh blood group D antigen	Q02161	1	25272393-25330445	Blood group antigen proteins, CD markers, Predicted membrane proteins, Transporters		Blood group antigen		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	4	bone marrow: 15.8	Cell type enriched	Detected in some	15	Erythroid cells: 105.1	Not detected	Not detected			Low region specificity	Detected in some			Immune cell enhanced	Detected in many		neutrophil: 6.3	Lineage enriched	Detected in many	5	granulocytes: 6.3	Cancer enhanced	Detected in some		Leukemia: 3.3										HPA060951, HPA077385	Supported		Uncertain	Nucleoplasm,Plasma membrane						Cluster 33: Neutrophils - Chromatin organization	Cluster 67: Neutrophils - Humoral immune response	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport	Nucleoplasm, Plasma membrane		HPA060951: , HPA077385: 	unprognostic (4.75e-3)	unprognostic (7.70e-2)	unprognostic (1.34e-1)	unprognostic (1.38e-1)	unprognostic (1.09e-2)	unprognostic (4.84e-2)	unprognostic (1.11e-2)	unprognostic (5.25e-2)	unprognostic (1.11e-2)	unprognostic (1.91e-1)	unprognostic (1.27e-2)	unprognostic (1.89e-1)	unprognostic (4.96e-3)	unprognostic (1.93e-1)	unprognostic (8.09e-2)	unprognostic (5.53e-2)	unprognostic (4.92e-3)	Erythroid cells
C17orf99	GLPG464, UNQ464	ENSG00000187997	Chromosome 17 open reading frame 99	Q6UX52	17	78146353-78166177	Predicted intracellular proteins, Predicted secreted proteins	Adaptive immunity, Immunity	Cytokine		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	7	bone marrow: 9.0	Cell type enriched	Detected in some	10	Erythroid cells: 20.9	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in single		Leukemia: 1.2		Not detected	Not detected							HPA029655	Uncertain				Secreted to blood						Cluster 67: Neutrophils - Humoral immune response	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport			HPA029655: AB_10601691	unprognostic (3.55e-5)	unprognostic (1.87e-2)	unprognostic (2.06e-1)	unprognostic (1.22e-1)	unprognostic (1.88e-1)	unprognostic (1.45e-3)	unprognostic (1.47e-3)	unprognostic (2.39e-1)	unprognostic (3.86e-1)	unprognostic (9.77e-2)	unprognostic (2.05e-2)	unprognostic (5.13e-2)	unprognostic (1.38e-4)	unprognostic (6.58e-2)	unprognostic (4.72e-2)	unprognostic (2.66e-1)	unprognostic (5.78e-3)	Erythroid cells
HBA2	HBA-T2	ENSG00000188536	Hemoglobin subunit alpha 2	P69905	16	172876-173710	Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transporters	Oxygen transport, Transport		Disease variant, FDA approved drug targets, Hereditary hemolytic anemia	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in all	5	bone marrow: 38218.6	Cell type enriched	Detected in many	6	Erythroid cells: 56157.2	Cancer enhanced	Detected in all		glioma: 59.7	Low region specificity	Detected in all			Group enriched	Detected in all	5	eosinophil: 315.1;neutrophil: 955.3;plasmacytoid DC: 486.7	Group enriched	Detected in all	7	dendritic cells: 486.7;granulocytes: 955.3	Cancer enriched	Detected in many	35	Leukemia: 1086.8	Liver - Erythroid cells									CAB038417, HPA043780	Enhanced								14000000000	Cluster 1: Neutrophils - Mixed function	Cluster 67: Neutrophils - Humoral immune response	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport			CAB038417: , HPA043780: AB_2678667	unprognostic (1.57e-1)	unprognostic (7.02e-2)	unprognostic (2.59e-2)	unprognostic (2.13e-1)	unprognostic (3.59e-1)	unprognostic (3.18e-1)	unprognostic (3.39e-2)	unprognostic (2.12e-1)	unprognostic (4.99e-2)	unprognostic (4.43e-1)	unprognostic (1.09e-2)	unprognostic (1.19e-2)	unprognostic (1.72e-3)	unprognostic (1.36e-1)	unprognostic (2.11e-1)	unprognostic (4.73e-2)	unprognostic (8.92e-2)	Erythroid cells
RHCE	CD240CE, RH	ENSG00000188672	Rh blood group CcEe antigens	P18577	1	25362249-25430192	Blood group antigen proteins, CD markers, Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters		Blood group antigen		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	9	bone marrow: 48.5	Cell type enriched	Detected in some	33	Erythroid cells: 256.1	Low cancer specificity	Detected in many			Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in some	5	Leukemia: 5.6		Not detected	Not detected			Low region specificity	Detected in many			HPA060951, HPA077385	Supported		Uncertain	Nucleoplasm,Plasma membrane						Cluster 46: Basophils - DNA binding	Cluster 67: Neutrophils - Humoral immune response	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport	Nucleoplasm, Plasma membrane		HPA060951: , HPA077385: 	unprognostic (1.37e-1)	unprognostic (3.53e-1)	unprognostic (2.38e-1)	unprognostic (6.75e-2)	unprognostic (1.41e-2)	unprognostic (4.91e-2)	unprognostic (7.01e-2)	unprognostic (3.12e-2)	unprognostic (3.81e-2)	unprognostic (1.35e-1)	unprognostic (6.08e-2)	unprognostic (4.61e-2)	unprognostic (5.77e-5)	unprognostic (1.38e-1)	unprognostic (3.94e-2)	unprognostic (7.15e-3)	unprognostic (1.63e-1)	Erythroid cells
GYPE	GPE, MNS	ENSG00000197465	Glycophorin E (MNS blood group)	P15421	4	143870864-143905563	Predicted membrane proteins				Evidence at transcript level	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level	Tissue enriched	Detected in some	4	bone marrow: 13.3	Cell type enriched	Detected in some	22	Erythroid cells: 128.1	Not detected	Not detected			Region enhanced	Detected in single		cerebral cortex: 1.4	Immune cell enhanced	Detected in single		memory B-cell: 1.2	Low lineage specificity	Detected in single			Cancer enriched	Detected in some	4	Leukemia: 9.3	Heart muscle - Fibroblasts																			Cluster 37: B-cells - Transcription	Cluster 40: Neutrophils - Inflammatory response	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport				unprognostic (2.17e-1)	unprognostic (6.03e-2)	unprognostic (2.66e-1)	unprognostic (1.00e-2)	unprognostic (4.71e-2)	unprognostic (1.09e-4)	unprognostic (2.05e-2)	unprognostic (1.29e-1)	unprognostic (6.77e-2)	unprognostic (1.10e-1)	unprognostic (1.53e-2)	unprognostic (2.81e-3)	unprognostic (1.10e-4)	unprognostic (7.81e-3)	unprognostic (1.76e-1)	unprognostic (2.97e-1)	unprognostic (3.49e-2)	Erythroid cells
CR1L		ENSG00000197721	Complement C3b/C4b receptor 1 like	Q2VPA4	1	207645113-207738416	Predicted secreted proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in single	9	bone marrow: 1.5	Cell type enriched	Detected in some	8	Erythroid cells: 83.5	Cancer enhanced	Detected in some		testis cancer: 1.6	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected												HPA049348	Approved				Secreted in other tissues						Cluster 67: Neutrophils - Humoral immune response	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport			HPA049348: AB_2680723	unprognostic (2.35e-2)	unprognostic (8.27e-2)	unprognostic (1.99e-1)	unprognostic (8.89e-2)	unprognostic (1.31e-2)	unprognostic (5.50e-2)	unprognostic (2.01e-1)	unprognostic (7.45e-2)	unprognostic (5.27e-2)	unprognostic (8.21e-3)	unprognostic (7.94e-2)	unprognostic (3.02e-1)	unprognostic (6.33e-2)	unprognostic (2.02e-1)	unprognostic (8.90e-2)	unprognostic (1.31e-2)	unprognostic (9.68e-2)	Erythroid cells
OR10Z1		ENSG00000198967	Olfactory receptor family 10 subfamily Z member 1	Q8NGY1	1	158605268-158612514	G-protein coupled receptors, Predicted membrane proteins	Olfaction, Sensory transduction	G-protein coupled receptor, Receptor, Transducer		Evidence at transcript level	Evidence at transcript level	No human protein/transcript evidence	Evidence at transcript level	Tissue enriched	Detected in single	10	bone marrow: 7.6	Cell type enriched	Detected in single	20	Erythroid cells: 2.3	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected				Not detected	Not detected			Not detected	Not detected														Cluster 67: Neutrophils - Humoral immune response	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 71: Erythroid cells - Oxygen transport																					Erythroid cells
