Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Cell line expression cluster	Single cell expression cluster	Subcellular main location	Subcellular additional location	Antibody RRID	Pathology prognostics - Breast cancer	Pathology prognostics - Cervical cancer	Pathology prognostics - Colorectal cancer	Pathology prognostics - Endometrial cancer	Pathology prognostics - Glioma	Pathology prognostics - Head and neck cancer	Pathology prognostics - Liver cancer	Pathology prognostics - Lung cancer	Pathology prognostics - Melanoma	Pathology prognostics - Ovarian cancer	Pathology prognostics - Pancreatic cancer	Pathology prognostics - Prostate cancer	Pathology prognostics - Renal cancer	Pathology prognostics - Stomach cancer	Pathology prognostics - Testis cancer	Pathology prognostics - Thyroid cancer	Pathology prognostics - Urothelial cancer	RNAsingleCellTypeSpecific
LRRC4C	KIAA1580, NGL-1	ENSG00000148948	Leucine rich repeat containing 4C	Q9HCJ2	11	40114203-41459773	Predicted intracellular proteins, Predicted membrane proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		brain: 15.4;retina: 17.1	Cell type enriched	Detected in many	4	Oligodendrocyte precursor cells: 5264.5	Cancer enhanced	Detected in some		glioma: 3.6	Low region specificity	Detected in many			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in some	4	Bone cancer: 9.2;Neuroblastoma: 2.4	Colon - Enteric glia cells, Heart muscle - Fibroblasts, Liver - Hepatic stellate cells, Skeletal muscle - Fibroblasts	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA054800, HPA075816	Supported		Approved	Cytosol						Cluster 24: B-cells - Unknown function	Cluster 58: Brain - Synaptic function	Cluster 14: Bone cancer - Transcription	Cluster 10: Neurons & Oligodendrocytes - Nervous system development	Cytosol		HPA054800: AB_2682603, HPA075816: 	unprognostic (4.86e-3)	unprognostic (3.43e-2)	unprognostic (7.62e-3)	unprognostic (4.87e-3)	unprognostic (6.48e-2)	unprognostic (1.42e-1)	unprognostic (2.84e-1)	unprognostic (4.64e-2)	unprognostic (1.93e-1)	unprognostic (2.22e-1)	unprognostic (2.44e-1)	unprognostic (1.49e-1)	unprognostic (4.90e-13)	unprognostic (5.05e-4)	unprognostic (5.21e-1)	unprognostic (1.12e-1)	unprognostic (6.45e-3)	Oligodendrocyte precursor cells
PCDH15	CDHR15, DFNB23, USH1F	ENSG00000150275	Protocadherin related 15	Q96QU1	10	53802771-55627942	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	Cell adhesion, Hearing		Deafness, Disease variant, Non-syndromic deafness, Retinitis pigmentosa, Usher syndrome	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	4	adrenal gland: 19.0;brain: 21.2;retina: 61.7	Cell type enriched	Detected in some	13	Oligodendrocyte precursor cells: 2839.5	Cancer enriched	Detected in single	9	glioma: 0.7	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		Rhabdoid: 6.1	Kidney - Proximal tubular cells, Testis - Early spermatids, Testis - Late spermatids	Low region specificity	Detected in many			Low region specificity	Detected in all			HPA074437		Supported			Intracellular and membrane				22000		Cluster 77: Retina - Visual perception	Cluster 26: NCI-H716 - Unknown function	Cluster 10: Neurons & Oligodendrocytes - Nervous system development			HPA074437: 	unprognostic (1.38e-1)	unprognostic (3.39e-1)		unprognostic (8.15e-5)	unprognostic (3.07e-3)	unprognostic (2.79e-1)		unprognostic (9.15e-4)	unprognostic (2.02e-1)	unprognostic (3.89e-2)	unprognostic (1.12e-3)		unprognostic (1.31e-3)	unprognostic (1.19e-1)	unprognostic (1.34e-1)	unprognostic (3.27e-1)	unprognostic (7.66e-3)	Oligodendrocyte precursor cells
KLHL1	FLJ30047, KIAA1490, MRP2	ENSG00000150361	Kelch like family member 1	Q9NR64	13	69700594-70108493	Predicted intracellular proteins		Actin-binding		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	21	brain: 31.4	Cell type enriched	Detected in some	7	Oligodendrocyte precursor cells: 197.4	Cancer enriched	Detected in single	7	breast cancer: 0.7	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in single		prostate cancer: 1.7	Colon - Colon enteroendocrine cells, Testis - Spermatogonia	Low region specificity	Detected in many			Low region specificity	Detected in many			HPA021196	Uncertain										Cluster 73: Brain - Neuropeptide signaling	Cluster 41: Non-specific - Cilium assembly	Cluster 10: Neurons & Oligodendrocytes - Nervous system development			HPA021196: AB_1852567					unprognostic (5.81e-2)					unprognostic (7.40e-3)	unprognostic (2.43e-1)	unprognostic (1.41e-1)						Oligodendrocyte precursor cells
CA10	CA-RPX, CARPX, HUCEP-15	ENSG00000154975	Carbonic anhydrase 10	Q9NS85	17	51630313-52160017	Predicted intracellular proteins, Predicted secreted proteins				Evidence at protein level	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Tissue enhanced	Detected in some		brain: 54.9;cervix: 21.8;retina: 44.5	Cell type enriched	Detected in some	4	Oligodendrocyte precursor cells: 1539.4	Cancer enriched	Detected in some	4	glioma: 4.1	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		prostate cancer: 1.7;thyroid cancer: 4.1	Colon - Colon enteroendocrine cells, Kidney - Podocytes, Testis - Early spermatids, Testis - Late spermatids	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA054825, HPA057837	Supported		Approved	Vesicles	Secreted in brain						Cluster 77: Retina - Visual perception	Cluster 7: Neuronal cell lines - Stereocilium	Cluster 38: Neurons - Neuronal signaling	Vesicles		HPA054825: AB_2682617, HPA057837: AB_2683542		unprognostic (2.66e-1)	unprognostic (1.76e-1)	unprognostic (6.06e-2)	unprognostic (2.10e-1)	unprognostic (3.43e-1)	unprognostic (8.22e-2)	unprognostic (4.43e-3)	unprognostic (1.02e-3)	unprognostic (1.01e-1)	unprognostic (5.91e-2)	unprognostic (1.46e-1)	unprognostic (7.21e-3)	unprognostic (9.18e-5)	unprognostic (1.60e-1)	unprognostic (1.51e-1)		Oligodendrocyte precursor cells
MMP16	C8orf57, DKFZp761D112, MT3-MMP	ENSG00000156103	Matrix metallopeptidase 16	P51512	8	88032011-88328025	Cancer-related genes, Enzymes, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins	Collagen degradation	Hydrolase, Metalloprotease, Protease	Cancer-related genes	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in some		brain: 5.8	Cell type enriched	Detected in some	5	Oligodendrocyte precursor cells: 2300.4	Cancer enhanced	Detected in many		glioma: 4.8	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		skin cancer: 11.5	Heart muscle - Fibroblasts, Lung - Fibroblast_2, Prostate - Fibroblasts, Skeletal muscle - Fibroblasts, Skin - Fibroblast_1	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA023693	Uncertain		Approved	Vesicles,Cytosol	Secreted to extracellular matrix						Cluster 10: Brain - Neuronal signaling	Cluster 33: Skin cancer - Membrane components	Cluster 38: Neurons - Neuronal signaling	Cytosol	Vesicles	HPA023693: AB_1854025	unprognostic (2.58e-1)	unprognostic (2.42e-2)	unprognostic (1.38e-1)	unprognostic (1.87e-1)	unprognostic (7.09e-2)	unprognostic (3.31e-2)	unprognostic (2.39e-3)	unprognostic (1.45e-3)	unprognostic (2.46e-1)	unprognostic (2.61e-1)	unprognostic (9.42e-2)	unprognostic (2.92e-1)	unprognostic (2.09e-8)	unprognostic (6.90e-3)	unprognostic (1.16e-1)	unprognostic (3.62e-1)	unprognostic (2.19e-3)	Oligodendrocyte precursor cells
USP24	KIAA1057	ENSG00000162402	Ubiquitin specific peptidase 24	Q9UPU5	1	55066359-55215364	Enzymes, Metabolic proteins, Predicted intracellular proteins	Host-virus interaction, Ubl conjugation pathway	Hydrolase, Protease, Thiol protease		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enriched	Detected in many	4	Oligodendrocyte precursor cells: 529.0	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all				Low region specificity	Detected in all			Low region specificity	Detected in all			HPA026723, HPA028428, HPA067124	Approved		Supported	Nucleoplasm,Cytosol						Cluster 41: Basophils - Cellular respiration	Cluster 55: Non-specific - Mitochondria & Proteasome	Cluster 38: Non-specific - mRNA processing	Cluster 10: Neurons & Oligodendrocytes - Nervous system development	Nucleoplasm	Cytosol	HPA026723: AB_10599851, HPA028428: AB_10600991, HPA067124: AB_2685785	unprognostic (2.28e-1)	unprognostic (9.81e-3)	unprognostic (4.70e-3)	unprognostic (4.86e-3)	unprognostic (9.31e-3)	unprognostic (4.84e-3)	prognostic unfavorable (1.34e-7)	unprognostic (2.04e-1)	unprognostic (6.93e-2)	unprognostic (2.98e-1)	unprognostic (5.08e-2)	unprognostic (1.86e-1)	unprognostic (8.12e-2)	unprognostic (1.79e-1)	unprognostic (6.42e-2)	unprognostic (4.12e-2)	unprognostic (1.64e-1)	Oligodendrocyte precursor cells
STK32A	MGC22688, YANK1	ENSG00000169302	Serine/threonine kinase 32A	Q8WU08	5	147234963-147387855	Enzymes, Predicted intracellular proteins		Kinase, Serine/threonine-protein kinase, Transferase		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		adrenal gland: 11.2;brain: 24.4	Cell type enriched	Detected in many	11	Oligodendrocyte precursor cells: 293.6	Group enriched	Detected in many	5	glioma: 4.3;melanoma: 11.9;thyroid cancer: 9.0	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		skin cancer: 8.9	Breast - Fibroblasts, Colon - Enteric glia cells, Liver - Hepatic stellate cells, Skeletal muscle - Fibroblasts, Skin - Eccrine sweat gland cells	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA040236			Approved	Centrosome							Cluster 73: Brain - Neuropeptide signaling	Cluster 16: Skin cancer - Melanocyte processes	Cluster 10: Neurons & Oligodendrocytes - Nervous system development	Centrosome		HPA040236: AB_10795416	unprognostic (1.90e-1)	unprognostic (4.71e-4)	unprognostic (5.32e-2)	unprognostic (3.49e-2)	unprognostic (7.62e-2)	unprognostic (6.82e-2)	unprognostic (2.66e-2)	unprognostic (2.96e-3)	unprognostic (4.85e-2)	unprognostic (2.36e-2)	unprognostic (3.87e-1)	unprognostic (8.38e-2)	unprognostic (2.50e-3)	unprognostic (5.53e-5)	unprognostic (2.48e-1)	unprognostic (3.20e-2)	unprognostic (3.67e-3)	Oligodendrocyte precursor cells
AMZ1	KIAA1950	ENSG00000174945	Archaelysin family metallopeptidase 1	Q400G9	7	2679522-2775500	Enzymes, Predicted intracellular proteins		Hydrolase, Metalloprotease, Protease		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in single	8	brain: 7.5	Cell type enriched	Detected in some	5	Oligodendrocyte precursor cells: 100.1	Low cancer specificity	Detected in some			Low region specificity	Detected in many			Immune cell enhanced	Detected in single		memory B-cell: 1.2	Low lineage specificity	Detected in single			Cancer enhanced	Detected in some		thyroid cancer: 5.2	Testis - Late spermatids	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA020233	Uncertain									Cluster 43: B-cells - Humoral immune response	Cluster 65: Brain - Ion transport	Cluster 65: Breast cancer - Unknown function	Cluster 10: Neurons & Oligodendrocytes - Nervous system development			HPA020233: AB_1844818	unprognostic (9.08e-3)	unprognostic (1.66e-1)	unprognostic (3.23e-3)	unprognostic (1.81e-1)	unprognostic (5.72e-2)	unprognostic (7.79e-2)	unprognostic (2.02e-2)	unprognostic (3.42e-1)	unprognostic (1.98e-1)	unprognostic (7.16e-3)	unprognostic (1.08e-1)	unprognostic (1.21e-1)	unprognostic (3.64e-9)	unprognostic (1.60e-3)	unprognostic (1.60e-1)	unprognostic (1.44e-1)	unprognostic (1.13e-1)	Oligodendrocyte precursor cells
LRRN1	FIGLER3	ENSG00000175928	Leucine rich repeat neuronal 1	Q6UXK5	3	3799431-3849834	Predicted membrane proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		brain: 18.2	Cell type enriched	Detected in many	6	Oligodendrocyte precursor cells: 400.5	Cancer enhanced	Detected in many		glioma: 20.2	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in many	12	testis cancer: 104.4	Adipose visceral - Mesothelial cells, Testis - Sertoli cells	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA011071	Enhanced								2400000	Cluster 49: Eosinophils - Unknown function	Cluster 70: Brain - Nervous system development	Cluster 6: BEWO - Unknown function	Cluster 10: Neurons & Oligodendrocytes - Nervous system development			HPA011071: AB_1853355	unprognostic (1.27e-2)	unprognostic (4.87e-1)	unprognostic (1.32e-2)	unprognostic (3.30e-3)	unprognostic (2.01e-2)	unprognostic (3.02e-2)	unprognostic (2.10e-1)	unprognostic (1.98e-2)	unprognostic (3.34e-1)	unprognostic (2.96e-1)	unprognostic (2.85e-2)	unprognostic (2.70e-1)	unprognostic (1.39e-3)	unprognostic (1.86e-3)	unprognostic (1.67e-1)	unprognostic (1.75e-1)	unprognostic (7.25e-2)	Oligodendrocyte precursor cells
LUZP2		ENSG00000187398	Leucine zipper protein 2	Q86TE4	11	24496970-25082638	Predicted intracellular proteins, Predicted secreted proteins				Evidence at protein level	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Tissue enriched	Detected in some	5	brain: 30.6	Cell type enriched	Detected in some	4	Oligodendrocyte precursor cells: 1809.9	Group enriched	Detected in some	7	glioma: 3.5;prostate cancer: 4.5	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		prostate cancer: 4.4	Testis - Early spermatids, Testis - Late spermatids	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA039007, HPA046161	Enhanced	Supported	Approved	Nucleoplasm,Plasma membrane,Cytosol	Secreted in brain						Cluster 70: Brain - Nervous system development	Cluster 24: Prostate cancer - Lipid metabolism	Cluster 10: Neurons & Oligodendrocytes - Nervous system development	Nucleoplasm, Cytosol	Plasma membrane	HPA039007: AB_2676307, HPA046161: AB_2679564	unprognostic (4.49e-2)	unprognostic (2.74e-2)	unprognostic (8.63e-2)	unprognostic (3.50e-1)	unprognostic (5.22e-3)	unprognostic (3.38e-1)	unprognostic (4.88e-2)	unprognostic (5.67e-4)	unprognostic (2.40e-1)	unprognostic (5.66e-2)	unprognostic (6.16e-3)	unprognostic (4.09e-2)	unprognostic (5.18e-3)	unprognostic (9.41e-3)	unprognostic (4.18e-2)	unprognostic (2.17e-1)	unprognostic (9.64e-2)	Oligodendrocyte precursor cells
LHFPL3	LHFPL4	ENSG00000187416	LHFPL tetraspan subfamily member 3	Q86UP9	7	104328700-104907232	Predicted membrane proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	8	brain: 30.5;retina: 23.6	Cell type enriched	Detected in some	19	Oligodendrocyte precursor cells: 4587.3	Cancer enriched	Detected in some	12	glioma: 27.2	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		Gastric cancer: 1.1;skin cancer: 1.2	Lung - Alveolar cells type 2	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA069691			Approved	Vesicles		No					Cluster 77: Retina - Visual perception	Cluster 47: Retina - Visual perception	Cluster 10: Neurons & Oligodendrocytes - Nervous system development	Vesicles		HPA069691: AB_2686171		unprognostic (1.20e-2)	unprognostic (6.91e-2)	unprognostic (4.59e-3)	unprognostic (5.03e-2)			unprognostic (2.27e-2)	unprognostic (2.22e-1)	unprognostic (1.07e-1)	unprognostic (6.96e-2)	unprognostic (5.81e-2)	unprognostic (5.99e-3)	unprognostic (8.50e-3)	unprognostic (3.07e-1)		unprognostic (1.33e-1)	Oligodendrocyte precursor cells
PLPP4	DPPL2, PPAPDC1, PPAPDC1A	ENSG00000203805	Phospholipid phosphatase 4	Q5VZY2	10	120457227-120592065	Enzymes, Metabolic proteins, Predicted membrane proteins	Lipid metabolism	Hydrolase		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in single	13	brain: 12.2	Cell type enriched	Detected in some	6	Oligodendrocyte precursor cells: 144.9	Low cancer specificity	Detected in many			Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in some			Adipose visceral - Mesothelial cells, Colon - Colon enteroendocrine cells, Liver - Hepatic stellate cells	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA045188	Approved		Approved	Nucleoplasm,Nucleoli,Nucleoli rim						Cluster 11: Basophils - Unknown function	Cluster 70: Brain - Nervous system development	Cluster 3: HUVEC & TIME - Signal transduction	Cluster 10: Neurons & Oligodendrocytes - Nervous system development	Nucleoli, Nucleoli rim	Nucleoplasm	HPA045188: AB_2679246	unprognostic (8.19e-2)	unprognostic (2.94e-2)	unprognostic (8.86e-2)	unprognostic (1.90e-3)	unprognostic (3.45e-1)	unprognostic (2.92e-2)	unprognostic (2.69e-1)	unprognostic (2.26e-3)	unprognostic (1.55e-1)	unprognostic (8.62e-3)	unprognostic (2.70e-3)	unprognostic (1.89e-1)	unprognostic (2.40e-3)	unprognostic (3.49e-2)	unprognostic (3.75e-2)	unprognostic (1.11e-1)	unprognostic (1.21e-3)	Oligodendrocyte precursor cells
