Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Cell line expression cluster	Single cell expression cluster	Subcellular main location	Subcellular additional location	Antibody RRID	Pathology prognostics - Breast cancer	Pathology prognostics - Cervical cancer	Pathology prognostics - Colorectal cancer	Pathology prognostics - Endometrial cancer	Pathology prognostics - Glioma	Pathology prognostics - Head and neck cancer	Pathology prognostics - Liver cancer	Pathology prognostics - Lung cancer	Pathology prognostics - Melanoma	Pathology prognostics - Ovarian cancer	Pathology prognostics - Pancreatic cancer	Pathology prognostics - Prostate cancer	Pathology prognostics - Renal cancer	Pathology prognostics - Stomach cancer	Pathology prognostics - Testis cancer	Pathology prognostics - Thyroid cancer	Pathology prognostics - Urothelial cancer	RNAsingleCellTypeSpecific
INSL6	RIF1	ENSG00000120210	Insulin like 6	Q9Y581	9	5123880-5185647	Predicted secreted proteins		Hormone		Evidence at protein level	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Group enriched	Detected in some	7	retina: 6.8;testis: 14.9	Cell type enriched	Detected in some	4	Early spermatids: 152.4	Not detected	Not detected			Low region specificity	Detected in some			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in some			Testis - Early spermatids, Testis - Late spermatids	Low region specificity	Detected in many			Low region specificity	Detected in all			HPA021364	Enhanced				Secreted to blood					Cluster 46: Basophils - DNA binding	Cluster 77: Retina - Visual perception	Cluster 44: Myeloma - Humoral immune response	Cluster 57: Early spermatids - Flagellum & Golgi organization			HPA021364: AB_1851807	unprognostic (3.85e-4)	unprognostic (7.41e-4)						unprognostic (1.28e-1)		unprognostic (1.94e-1)	unprognostic (2.22e-1)	unprognostic (6.92e-2)	unprognostic (2.31e-2)	unprognostic (3.82e-2)	unprognostic (2.30e-1)		unprognostic (2.52e-3)	Early spermatids
ZNF391	dJ153G14.3	ENSG00000124613	Zinc finger protein 391	Q9UJN7	6	27374615-27403908	Predicted intracellular proteins, Transcription factors	Transcription, Transcription regulation	DNA-binding		Evidence at protein level	Evidence at transcript level	Evidence at transcript level	Evidence at protein level	Low tissue specificity	Detected in many			Cell type enriched	Detected in many	5	Early spermatids: 62.6	Low cancer specificity	Detected in many			Group enriched	Detected in many	5	amygdala: 2.1;basal ganglia: 3.1;cerebral cortex: 3.3;hippocampal formation: 2.8;white matter: 2.2	Low immune cell specificity	Detected in some			Low lineage specificity	Detected in many			Low cancer specificity	Detected in many			Testis - Early spermatids					Low region specificity	Detected in all			HPA050886	Uncertain									Cluster 30: Non-specific - Translation	Cluster 68: Epididymis - Unknown function	Cluster 4: Non-specific - Transcription	Cluster 57: Early spermatids - Flagellum & Golgi organization			HPA050886: AB_2681262	unprognostic (1.59e-1)	unprognostic (4.97e-2)	unprognostic (1.85e-1)	unprognostic (1.41e-1)	unprognostic (1.88e-1)	unprognostic (4.68e-3)	unprognostic (6.27e-5)	unprognostic (2.18e-2)	unprognostic (2.50e-1)	prognostic favorable (1.89e-4)	unprognostic (5.62e-2)	unprognostic (3.02e-1)	unprognostic (3.73e-2)	unprognostic (2.39e-2)	unprognostic (3.40e-1)	unprognostic (1.08e-1)	unprognostic (2.82e-2)	Early spermatids
POLR1B	FLJ10816, FLJ21921, RPA135, RPA2, Rpo1-2	ENSG00000125630	RNA polymerase I subunit B	Q9H9Y6	2	112541915-112579818	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, RNA polymerase related proteins	Transcription	Nucleotidyltransferase, Transferase	Disease variant	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enriched	Detected in many	4	Early spermatids: 215.4	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Testis - Early spermatids	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA037528			Supported	Nucleoli fibrillar center,Cytosol						Cluster 22: NK-cells - Unknown function	Cluster 23: Testis - Cell cycle regulation	Cluster 45: Non-specific - Cell proliferation	Cluster 57: Early spermatids - Flagellum & Golgi organization	Nucleoli fibrillar center	Cytosol	HPA037528: AB_10671627	unprognostic (1.66e-1)	unprognostic (3.17e-2)	unprognostic (2.55e-1)	prognostic unfavorable (2.71e-5)	unprognostic (2.07e-1)	unprognostic (1.16e-2)	unprognostic (1.98e-3)	unprognostic (1.98e-1)	unprognostic (2.05e-1)	unprognostic (1.13e-1)	prognostic unfavorable (5.52e-4)	unprognostic (6.12e-2)	unprognostic (1.29e-2)	unprognostic (1.18e-1)	unprognostic (2.19e-1)	unprognostic (1.08e-1)	unprognostic (3.56e-2)	Early spermatids
BMP15	GDF9B	ENSG00000130385	Bone morphogenetic protein 15	O95972	X	50910735-50916641	Disease related genes, Human disease related genes, Predicted secreted proteins		Cytokine, Growth factor	Disease variant, Premature ovarian failure	Evidence at protein level	No human protein/transcript evidence	Evidence at protein level	Evidence at protein level	Not detected	Not detected			Cell type enriched	Detected in single	13	Early spermatids: 1.3	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected				Not detected	Not detected			Not detected	Not detected								Secreted in other tissues								Cluster 57: Early spermatids - Flagellum & Golgi organization																					Early spermatids
EMC8	C16orf2, C16orf4, COX4NB, FAM158B, NOC4	ENSG00000131148	ER membrane protein complex subunit 8	O43402	16	85771758-85799608	Predicted intracellular proteins, Transporters				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enriched	Detected in all	4	Early spermatids: 260.5	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Testis - Early spermatids, Testis - Late spermatids	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA049476	Approved		Supported	Endoplasmic reticulum,Golgi apparatus						Cluster 26: Non-specific - Mitochondria	Cluster 39: Non-specific - Mitochondria	Cluster 36: Non-specific - Unknown function	Cluster 57: Early spermatids - Flagellum & Golgi organization	Endoplasmic reticulum	Golgi apparatus	HPA049476: AB_2680784	unprognostic (2.69e-1)	unprognostic (2.62e-2)	unprognostic (4.21e-1)	unprognostic (1.07e-1)	unprognostic (1.88e-1)	unprognostic (2.41e-3)	prognostic unfavorable (8.49e-4)	unprognostic (1.30e-1)	unprognostic (2.41e-1)	unprognostic (2.67e-3)	unprognostic (1.03e-1)	unprognostic (6.91e-3)	prognostic favorable (6.39e-4)	unprognostic (9.06e-2)	unprognostic (1.20e-1)	unprognostic (1.80e-1)	unprognostic (1.24e-1)	Early spermatids
RXFP2	GPR106, GREAT, INSL3R, LGR8, RXFPR2	ENSG00000133105	Relaxin family peptide receptor 2	Q8WXD0	13	31739526-31803389	Disease related genes, G-protein coupled receptors, Potential drug targets, Predicted membrane proteins		G-protein coupled receptor, Receptor, Transducer	Disease variant	Evidence at protein level	No human protein/transcript evidence	Evidence at protein level	Evidence at protein level	Not detected	Not detected			Cell type enriched	Detected in single	15	Early spermatids: 10.8	Not detected	Not detected			Not detected	Not detected			Immune cell enriched	Detected in single	10	classical monocyte: 1.7	Lineage enriched	Detected in single	18	monocytes: 1.7	Cancer enhanced	Detected in some		Leukemia: 1.0;Sarcoma: 1.0	Testis - Early spermatids	Not detected	Not detected			Region enriched	Detected in single	10	basal ganglia: 2.6											Cluster 25: Monocytes - Inflammatory response		Cluster 66: Myeloid cells - Innate immune response	Cluster 57: Early spermatids - Flagellum & Golgi organization																			unprognostic (1.77e-2)		Early spermatids
AFG1L	AFG1, LACE1	ENSG00000135537	AFG1 like ATPase	Q8WV93	6	108294991-108526796	Predicted intracellular proteins		Hydrolase		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enriched	Detected in all	4	Early spermatids: 687.6	Low cancer specificity	Detected in many			Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Testis - Early spermatids, Testis - Late spermatids, Thyroid - Thyroid glandular cells	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA030154, HPA030155, HPA030659	Approved				Intracellular and membrane					Cluster 27: Non-specific - Gene expression	Cluster 48: Parathyroid gland - membrane proteins	Cluster 15: Non-specific - Protein binding	Cluster 57: Early spermatids - Flagellum & Golgi organization			HPA030154: AB_10600769, HPA030155: AB_10601232, HPA030659: AB_10602415	unprognostic (9.76e-5)	unprognostic (1.72e-1)	unprognostic (1.68e-1)	unprognostic (3.76e-2)	unprognostic (1.62e-1)	unprognostic (7.04e-2)	unprognostic (2.57e-1)	unprognostic (5.53e-2)	unprognostic (2.35e-3)	unprognostic (1.48e-1)	unprognostic (2.73e-2)	unprognostic (9.61e-2)	unprognostic (8.40e-8)	unprognostic (2.03e-2)	unprognostic (2.03e-1)	unprognostic (1.41e-1)	unprognostic (1.23e-1)	Early spermatids
USP44	FLJ14528	ENSG00000136014	Ubiquitin specific peptidase 44	Q9H0E7	12	95516560-95551476	Enzymes, Metabolic proteins, Predicted intracellular proteins	Cell cycle, Cell division, Mitosis, Ubl conjugation pathway	Hydrolase, Protease, Thiol protease		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in many	4	brain: 7.1;testis: 24.2	Cell type enriched	Detected in many	4	Early spermatids: 576.4	Cancer enhanced	Detected in some		testis cancer: 3.0	Region enriched	Detected in many	6	cerebellum: 7.1	Immune cell enhanced	Detected in many		naive CD4 T-cell: 6.1	Group enriched	Detected in many	41	B-cells: 4.6;T-cells: 6.1	Cancer enhanced	Detected in many		Leukemia: 11.1;testis cancer: 13.2	Lung - Alveolar cells type 2, Testis - Early spermatids	Not detected	Not detected			Low region specificity	Detected in single			HPA026543			Approved	Nucleoli fibrillar center,Microtubules						Cluster 30: Non-specific - Translation	Cluster 78: Testis - Spermatogenesis	Cluster 6: BEWO - Unknown function	Cluster 57: Early spermatids - Flagellum & Golgi organization	Nucleoli fibrillar center, Microtubules		HPA026543: AB_1858692	unprognostic (2.12e-2)	unprognostic (1.14e-1)	unprognostic (4.68e-2)	unprognostic (1.01e-3)	unprognostic (1.83e-4)	unprognostic (7.18e-4)	unprognostic (5.55e-2)	unprognostic (1.85e-2)	unprognostic (2.16e-1)	unprognostic (3.73e-2)	unprognostic (6.88e-2)	unprognostic (2.97e-2)	unprognostic (8.12e-2)	unprognostic (1.41e-2)	unprognostic (1.08e-1)	unprognostic (7.41e-2)	unprognostic (7.07e-2)	Early spermatids
MMP20		ENSG00000137674	Matrix metallopeptidase 20	O60882	11	102576832-102625332	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted secreted proteins		Hydrolase, Metalloprotease, Protease	Amelogenesis imperfecta	Evidence at protein level	No human protein/transcript evidence	Evidence at protein level	Evidence at protein level	Not detected	Not detected			Cell type enriched	Detected in some	16	Early spermatids: 115.2	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		lymphoma: 1.1;prostate cancer: 2.9	Testis - Early spermatids, Testis - Late spermatids	Not detected	Not detected			Not detected	Not detected								Secreted to extracellular matrix							Cluster 54: Lymphoma - Cytokine signaling	Cluster 57: Early spermatids - Flagellum & Golgi organization				unprognostic (4.62e-3)		unprognostic (2.61e-2)	unprognostic (1.68e-3)		unprognostic (1.75e-1)		unprognostic (2.13e-1)		unprognostic (3.06e-1)	unprognostic (2.97e-2)	unprognostic (6.75e-2)	unprognostic (9.58e-5)	unprognostic (6.10e-2)		unprognostic (2.35e-1)		Early spermatids
SULT6B1		ENSG00000138068	Sulfotransferase family 6B member 1	Q6IMI4	2	37167820-37196598	Enzymes, Predicted intracellular proteins		Transferase		Evidence at transcript level	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level	Tissue enhanced	Detected in some		brain: 1.6;testis: 2.4	Cell type enriched	Detected in some	4	Early spermatids: 5.0	Not detected	Not detected			Region enhanced	Detected in single		cerebral cortex: 1.6	Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Testis - Early spermatids	Not detected	Not detected			Low region specificity	Detected in single													Cluster 34: Basophils - Unknown function	Cluster 78: Testis - Spermatogenesis	Cluster 54: Lymphoma - Cytokine signaling	Cluster 57: Early spermatids - Flagellum & Golgi organization								unprognostic (1.86e-1)										unprognostic (8.98e-2)			Early spermatids
SLC35A5	FLJ20730	ENSG00000138459	Solute carrier family 35 member A5	Q9BS91	3	112561709-112585579	Predicted membrane proteins, Transporters	Sugar transport, Transport			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enriched	Detected in many	4	Early spermatids: 171.4	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Thyroid - Thyroid glandular cells	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA035519, HPA057964	Uncertain		Approved	Golgi apparatus						Cluster 7: Monocytes - Unknown function	Cluster 68: Epididymis - Unknown function	Cluster 43: Non-specific - Mitochondria	Cluster 49: Early spermatids - Spermatogenesis	Golgi apparatus		HPA035519: AB_10601487, HPA057964: AB_2683566	unprognostic (7.89e-2)	unprognostic (2.33e-1)	unprognostic (7.17e-2)	unprognostic (1.11e-1)	unprognostic (1.89e-1)	unprognostic (7.09e-2)	unprognostic (1.45e-1)	unprognostic (4.78e-2)	unprognostic (8.60e-3)	unprognostic (2.60e-1)	unprognostic (8.21e-2)	unprognostic (3.51e-1)	prognostic favorable (4.10e-5)	unprognostic (2.26e-1)	unprognostic (1.97e-1)	unprognostic (8.05e-2)	unprognostic (3.42e-1)	Early spermatids
C4orf17	DKFZP434G072	ENSG00000138813	Chromosome 4 open reading frame 17	Q53FE4	4	99511012-99542303	Predicted intracellular proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in single	201	testis: 20.1	Cell type enriched	Detected in some	37	Early spermatids: 314.2	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Testis - Early spermatids, Testis - Late spermatids	Not detected	Not detected			Low region specificity	Detected in all			HPA060374, HPA060564	Uncertain										Cluster 36: Testis - Spermatogenesis		Cluster 57: Early spermatids - Flagellum & Golgi organization			HPA060374: AB_2684268, HPA060564: AB_2684319																unprognostic (1.34e-1)		Early spermatids
SMIM2	C13orf44, MGC5590	ENSG00000139656	Small integral membrane protein 2	Q9BVW6	13	44143150-44161257	Predicted membrane proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	5	testis: 23.4	Cell type enriched	Detected in some	5	Early spermatids: 65.4	Not detected	Not detected			Low region specificity	Detected in single			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in some			Testis - Early spermatids, Testis - Late spermatids					Low region specificity	Detected in single			HPA026891, HPA077071	Enhanced		Uncertain	Nucleoplasm,Nuclear bodies							Cluster 23: Testis - Cell cycle regulation	Cluster 61: Liver - Metabolism	Cluster 57: Early spermatids - Flagellum & Golgi organization	Nucleoplasm, Nuclear bodies		HPA026891: AB_10602924, HPA077071: 	unprognostic (4.34e-2)	unprognostic (8.70e-2)	unprognostic (1.07e-1)	unprognostic (4.87e-5)	unprognostic (2.40e-1)	unprognostic (1.68e-1)	unprognostic (3.26e-1)	unprognostic (1.26e-1)	unprognostic (2.32e-1)	unprognostic (1.85e-2)	unprognostic (2.75e-2)	unprognostic (3.11e-1)	unprognostic (1.00e-1)	unprognostic (2.10e-1)	unprognostic (4.80e-2)	unprognostic (2.39e-2)	unprognostic (1.05e-2)	Early spermatids
DIAPH3	AN, AUNA1, DRF3, FLJ34705, NSDAN	ENSG00000139734	Diaphanous related formin 3	Q9NSV4	13	59665583-60163928	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins			Cancer-related genes, Deafness, Neuropathy, Non-syndromic deafness	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in some		bone marrow: 7.1;testis: 18.9	Cell type enriched	Detected in many	5	Early spermatids: 453.6	Low cancer specificity	Detected in many			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in all			Colon - Mitotic cells (Colon), Heart muscle - Mitotic cells (Heart), Skin - Mitotic cells (Skin), Testis - Early spermatids, Testis - Late spermatids, Thyroid - Mitotic cells (Thyroid)	Low region specificity	Detected in all			Low region specificity	Detected in many			HPA032151			Supported	Plasma membrane,Microtubules			Yes				Cluster 23: Testis - Cell cycle regulation	Cluster 45: Non-specific - Cell proliferation	Cluster 57: Early spermatids - Flagellum & Golgi organization	Plasma membrane, Microtubules		HPA032151: AB_2674181	unprognostic (3.78e-2)	unprognostic (1.28e-2)	prognostic favorable (9.04e-4)	prognostic unfavorable (4.18e-4)	unprognostic (2.78e-1)	unprognostic (4.69e-2)	unprognostic (1.27e-4)	prognostic unfavorable (3.72e-4)	unprognostic (1.74e-2)	unprognostic (2.19e-1)	unprognostic (5.22e-5)	unprognostic (3.59e-3)	unprognostic (5.31e-5)	unprognostic (4.30e-2)	unprognostic (2.37e-1)	unprognostic (4.07e-1)	unprognostic (2.74e-3)	Early spermatids
TSSK4	C14orf20, STK22E	ENSG00000139908	Testis specific serine kinase 4	Q6SA08	14	24205696-24208362	Enzymes, Predicted intracellular proteins, Predicted membrane proteins	Differentiation, Spermatogenesis	Developmental protein, Kinase, Serine/threonine-protein kinase, Transferase		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	9	testis: 38.1	Cell type enriched	Detected in some	9	Early spermatids: 309.4	Low cancer specificity	Detected in many			Low region specificity	Detected in single			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in many			Testis - Early spermatids, Testis - Late spermatids	Not detected	Not detected			Low region specificity	Detected in all			HPA060660, HPA077103	Approved		Approved	Cell Junctions						Cluster 33: Neutrophils - Chromatin organization	Cluster 83: Testis - Spermatogenesis	Cluster 46: Non-specific - Unknown function	Cluster 57: Early spermatids - Flagellum & Golgi organization	Cell Junctions		HPA060660: AB_2684339, HPA077103: AB_2732332	unprognostic (1.95e-1)	unprognostic (4.30e-2)	unprognostic (1.52e-1)	unprognostic (5.69e-2)	unprognostic (2.36e-1)	unprognostic (3.38e-5)	unprognostic (1.06e-1)	unprognostic (6.25e-3)	unprognostic (1.64e-1)	unprognostic (3.39e-1)	unprognostic (7.03e-3)	unprognostic (1.27e-3)	unprognostic (3.42e-1)	unprognostic (4.30e-2)	unprognostic (6.28e-2)	unprognostic (8.98e-2)	unprognostic (7.26e-2)	Early spermatids
GOLGA6D		ENSG00000140478	Golgin A6 family member D	P0CG33	15	75282835-75295807	Predicted intracellular proteins				Evidence at protein level	Evidence at protein level	No human protein/transcript evidence	Evidence at protein level	Tissue enriched	Detected in some	6	testis: 12.1	Cell type enriched	Detected in some	6	Early spermatids: 17.0	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Liver - Hepatocytes, Testis - Early spermatids, Testis - Late spermatids									HPA044978, HPA050087, HPA072134	Supported		Approved	Nucleoplasm,Vesicles,Centrosome							Cluster 83: Testis - Spermatogenesis	Cluster 6: BEWO - Unknown function	Cluster 57: Early spermatids - Flagellum & Golgi organization	Vesicles	Nucleoplasm, Centrosome	HPA044978: AB_2679165, HPA050087: AB_2681010, HPA072134: 															unprognostic (7.95e-3)			Early spermatids
ZMYND15	DKFZp434N127	ENSG00000141497	Zinc finger MYND-type containing 15	Q9H091	17	4739833-4746119	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	Differentiation, Spermatogenesis, Transcription, Transcription regulation			Evidence at protein level	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Tissue enriched	Detected in many	5	testis: 28.3	Cell type enriched	Detected in many	5	Early spermatids: 219.1	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in some			Skeletal muscle - Fibroblasts, Testis - Early spermatids, Testis - Late spermatids, Thyroid - T-cells	Not detected	Not detected			Not detected	Not detected			HPA023286			Approved	Nuclear speckles,Cytosol							Cluster 83: Testis - Spermatogenesis	Cluster 30: Non-specific - Antiviral immune response	Cluster 57: Early spermatids - Flagellum & Golgi organization	Nuclear speckles	Cytosol	HPA023286: AB_1859076	unprognostic (2.30e-3)	unprognostic (1.63e-2)	unprognostic (1.61e-2)	unprognostic (7.49e-3)	unprognostic (3.62e-2)	unprognostic (7.86e-2)	unprognostic (4.97e-2)	unprognostic (1.59e-2)	unprognostic (1.33e-2)	unprognostic (3.49e-1)	unprognostic (6.72e-3)	unprognostic (4.02e-1)	unprognostic (5.47e-2)	unprognostic (4.62e-2)	unprognostic (9.24e-3)	unprognostic (2.69e-1)	unprognostic (2.07e-1)	Early spermatids
CPXCR1	CT77	ENSG00000147183	CPX chromosome region candidate 1	Q8N123	X	88747225-88754785	Predicted intracellular proteins				Evidence at transcript level	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level	Tissue enriched	Detected in single	52	testis: 6.4	Cell type enriched	Detected in some	9	Early spermatids: 100.4	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Testis - Early spermatids	Not detected	Not detected																		Cluster 74: Testis - Spermatogenesis	Cluster 19: Stomach & Colon cancer - Absorption	Cluster 57: Early spermatids - Flagellum & Golgi organization																					Early spermatids
MMAA	cblA	ENSG00000151611	Metabolism of cobalamin associated A	Q8IVH4	4	145599042-145660033	Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins		Chaperone, Hydrolase	Disease variant	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		liver: 24.5	Cell type enriched	Detected in many	7	Early spermatids: 234.1	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Liver - Hepatocytes, Skin - Keratinocyte (other)	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA037361, HPA058187	Supported		Supported	Cytosol		No	No			Cluster 27: Non-specific - Gene expression	Cluster 41: Intestine & Liver - Lipid metabolism	Cluster 23: B-cell cancers - Adaptive immune response	Cluster 49: Early spermatids - Spermatogenesis	Cytosol		HPA037361: AB_10672107, HPA058187: 	unprognostic (1.20e-1)	unprognostic (5.07e-2)	prognostic favorable (3.38e-4)	unprognostic (1.97e-3)	unprognostic (1.44e-1)	unprognostic (4.83e-3)	unprognostic (1.31e-3)	unprognostic (3.98e-1)	unprognostic (7.03e-2)	unprognostic (7.26e-2)	unprognostic (3.19e-3)	unprognostic (1.46e-1)	prognostic favorable (2.23e-5)	unprognostic (3.40e-2)	unprognostic (1.45e-1)	unprognostic (1.14e-1)	prognostic favorable (3.21e-4)	Early spermatids
SUV39H2	FLJ23414, KMT1B	ENSG00000152455	Suppressor of variegation 3-9 homolog 2	Q9H5I1	10	14878820-14904315	Enzymes, Metabolic proteins, Predicted intracellular proteins	Biological rhythms, Cell cycle, Differentiation, Transcription, Transcription regulation	Chromatin regulator, Methyltransferase, Repressor, Transferase		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in all	5	testis: 39.3	Cell type enriched	Detected in many	4	Early spermatids: 507.5	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in many			Low cancer specificity	Detected in all			Testis - Early spermatids	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA045901, HPA057554	Enhanced		Uncertain	Mitochondria						Cluster 48: NK-cells - Unknown function	Cluster 23: Testis - Cell cycle regulation	Cluster 67: Non-specific - Mitochondria & RNA binding	Cluster 57: Early spermatids - Flagellum & Golgi organization	Mitochondria		HPA045901: AB_10960702, HPA057554: AB_2683466	prognostic unfavorable (5.55e-4)	unprognostic (1.45e-1)	unprognostic (2.98e-2)	unprognostic (8.78e-3)	unprognostic (6.80e-2)	unprognostic (1.23e-3)	prognostic unfavorable (2.01e-6)	unprognostic (1.06e-1)	unprognostic (9.15e-2)	unprognostic (3.59e-3)	unprognostic (2.42e-1)	unprognostic (4.13e-3)	prognostic unfavorable (5.71e-5)	unprognostic (2.71e-2)	unprognostic (1.40e-1)	unprognostic (5.55e-2)	unprognostic (1.39e-1)	Early spermatids
OLAH	FLJ11106, SAST, THEDC1	ENSG00000152463	Oleoyl-ACP hydrolase	Q9NV23	10	15032227-15073853	Enzymes, Metabolic proteins, Predicted intracellular proteins	Fatty acid biosynthesis, Fatty acid metabolism, Lipid biosynthesis, Lipid metabolism	Hydrolase		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		lymphoid tissue: 9.0;testis: 27.0	Cell type enriched	Detected in some	5	Early spermatids: 673.9	Cancer enriched	Detected in some	4	testis cancer: 3.6	Low region specificity	Detected in many			Immune cell enhanced	Detected in single		neutrophil: 2.6	Lineage enriched	Detected in single	5	granulocytes: 2.6	Low cancer specificity	Detected in some			Adipose visceral - Neutrophils, Skin - Sebaceous gland cells, Testis - Early spermatids, Testis - Late spermatids	Not detected	Not detected			Not detected	Not detected			HPA037947, HPA037948	Enhanced									Cluster 1: Neutrophils - Mixed function	Cluster 83: Testis - Spermatogenesis	Cluster 54: Lymphoma - Cytokine signaling	Cluster 30: Breast - Lactation			HPA037947: AB_10795028, HPA037948: AB_10805352	unprognostic (2.01e-1)	unprognostic (6.12e-2)	unprognostic (8.20e-3)	unprognostic (4.04e-3)	unprognostic (1.92e-1)	unprognostic (8.09e-2)	unprognostic (7.12e-2)	unprognostic (5.12e-2)	unprognostic (4.55e-1)	unprognostic (3.74e-2)	unprognostic (4.70e-1)	unprognostic (1.69e-1)	unprognostic (5.22e-10)	unprognostic (4.55e-2)	unprognostic (2.09e-1)	unprognostic (5.11e-2)	unprognostic (9.78e-2)	Early spermatids
