Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Cell line expression cluster	Single cell expression cluster	Subcellular main location	Subcellular additional location	Antibody RRID	Pathology prognostics - Breast cancer	Pathology prognostics - Cervical cancer	Pathology prognostics - Colorectal cancer	Pathology prognostics - Endometrial cancer	Pathology prognostics - Glioma	Pathology prognostics - Head and neck cancer	Pathology prognostics - Liver cancer	Pathology prognostics - Lung cancer	Pathology prognostics - Melanoma	Pathology prognostics - Ovarian cancer	Pathology prognostics - Pancreatic cancer	Pathology prognostics - Prostate cancer	Pathology prognostics - Renal cancer	Pathology prognostics - Stomach cancer	Pathology prognostics - Testis cancer	Pathology prognostics - Thyroid cancer	Pathology prognostics - Urothelial cancer	RNAsingleCellTypeSpecific
PLA2G4D	cPLA2delta	ENSG00000159337	Phospholipase A2 group IVD	Q86XP0	15	42067009-42094562	Enzymes, Metabolic proteins, Predicted intracellular proteins, RAS pathway related proteins	Lipid degradation, Lipid metabolism	Hydrolase		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in some		prostate: 19.1;skin 1: 16.1;vagina: 22.5	Cell type enriched	Detected in some	6	Suprabasal keratinocytes: 14.1	Group enriched	Detected in some	4	cervical cancer: 1.1;head and neck cancer: 2.0;melanoma: 1.8;prostate cancer: 1.3;urothelial cancer: 0.6	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in single		Gastric cancer: 1.0		Not detected	Not detected			Not detected	Not detected			HPA074206			Approved	Plasma membrane,Cytosol							Cluster 31: Skin - Epidermis development	Cluster 54: Lymphoma - Cytokine signaling	Cluster 3: Suprabasal keratinocytes - Cornification	Cytosol	Plasma membrane	HPA074206: 	unprognostic (1.16e-1)	unprognostic (1.10e-2)	unprognostic (2.91e-2)	unprognostic (9.16e-3)	unprognostic (9.33e-3)	unprognostic (4.35e-2)		unprognostic (5.39e-2)	unprognostic (2.37e-1)	unprognostic (1.84e-1)	unprognostic (1.28e-2)	unprognostic (2.75e-1)	unprognostic (2.64e-7)	unprognostic (2.54e-2)	unprognostic (2.34e-1)	unprognostic (3.47e-2)	unprognostic (4.32e-2)	Suprabasal keratinocytes
LCE2B	LEP10, SPRL1B, XP5	ENSG00000159455	Late cornified envelope 2B	O14633	1	152686123-152687397	Predicted intracellular proteins	Keratinization			Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	17	skin 1: 719.8	Cell type enriched	Detected in single	141	Suprabasal keratinocytes: 14.1	Cancer enriched	Detected in some	5	melanoma: 11.5	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	30	head and neck cancer: 3.2	Skin - Keratinocyte (granular)																				Cluster 61: Skin - Cornification	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 22: Squamous epithelial cells - Keratinization									unprognostic (3.04e-2)			unprognostic (1.36e-1)									Suprabasal keratinocytes
CSTB	CST6, EPM1, PME, STFB	ENSG00000160213	Cystatin B	P04080	21	43772511-43776330	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters		Protease inhibitor, Thiol protease inhibitor	Cancer-related genes, Disease variant, Epilepsy, Neurodegeneration	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in all	8	esophagus: 11304.7	Cell type enriched	Detected in all	4	Suprabasal keratinocytes: 27723.5	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Adipose subcutaneous - Macrophages, Lung - Macrophages	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA017380, CAB047320, HPA058557	Enhanced		Supported	Nucleoli,Cytosol					8700000	Cluster 51: Monocytes - Innate immune response	Cluster 84: Esophagus - Epithelial cell function	Cluster 16: Skin cancer - Melanocyte processes	Cluster 3: Suprabasal keratinocytes - Cornification	Cytosol	Nucleoli	CAB047320: , HPA017380: AB_1847414, HPA058557: AB_2683755	unprognostic (1.69e-1)	unprognostic (3.35e-1)	unprognostic (2.09e-1)	unprognostic (3.05e-2)	unprognostic (3.05e-2)	unprognostic (5.92e-2)	prognostic unfavorable (6.66e-5)	unprognostic (1.90e-1)	unprognostic (1.32e-1)	unprognostic (2.14e-1)	unprognostic (1.27e-2)	unprognostic (1.79e-1)	prognostic unfavorable (2.10e-4)	unprognostic (3.63e-1)	unprognostic (4.88e-1)	unprognostic (4.24e-2)	unprognostic (1.24e-1)	Suprabasal keratinocytes
DMKN	ZD52F10	ENSG00000161249	Dermokine	Q6E0U4	19	35497220-35513658	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	13	skin 1: 4799.0	Cell type enriched	Detected in many	8	Suprabasal keratinocytes: 4521.3	Low cancer specificity	Detected in many			Low region specificity	Detected in all			Immune cell enhanced	Detected in many		NK-cell: 11.7	Group enriched	Detected in many	5	NK-cells: 11.7;T-cells: 6.4	Low cancer specificity	Detected in many			Adipose visceral - Mesothelial cells, Lung - Alveolar cells type 2	Region enhanced	Detected in all		basal ganglia: 51.9	Low region specificity	Detected in all			HPA029406, HPA071641	Enhanced		Approved	Nucleoplasm,Cytosol	Secreted in other tissues				47000000	Cluster 22: NK-cells - Unknown function	Cluster 61: Skin - Cornification	Cluster 29: TT & NCI-H1385 - Synaptic signal transduction	Cluster 22: Squamous epithelial cells - Keratinization	Nucleoplasm, Cytosol		HPA029406: AB_10603661, HPA071641: 	unprognostic (5.70e-2)	unprognostic (2.36e-2)	unprognostic (3.64e-2)	unprognostic (1.03e-1)	unprognostic (1.28e-2)	unprognostic (2.48e-2)	unprognostic (3.82e-2)	unprognostic (3.23e-1)	unprognostic (1.03e-1)	unprognostic (8.82e-2)	unprognostic (2.54e-1)	unprognostic (9.93e-2)	prognostic favorable (5.37e-6)	unprognostic (3.50e-1)	unprognostic (1.58e-1)	unprognostic (1.29e-1)	unprognostic (2.08e-1)	Suprabasal keratinocytes
KRT84	Hb-4, KRTHB4	ENSG00000161849	Keratin 84	Q9NSB2	12	52377812-52385652	Plasma proteins, Predicted intracellular proteins				Evidence at protein level	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Group enriched	Detected in some	7	lymphoid tissue: 1.5;skin 1: 1.9	Cell type enriched	Detected in single	34	Suprabasal keratinocytes: 16.2	Cancer enhanced	Detected in single		head and neck cancer: 1.1	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in some	7	cervical cancer: 15.7;head and neck cancer: 7.4		Not detected	Not detected			Not detected	Not detected			HPA039714	Supported								67000000		Cluster 31: Skin - Epidermis development	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 22: Squamous epithelial cells - Keratinization			HPA039714: AB_2676641		unprognostic (1.08e-1)				unprognostic (1.65e-2)		unprognostic (1.65e-1)	unprognostic (3.47e-1)					unprognostic (1.59e-1)				Suprabasal keratinocytes
LCE3D	LEP16, SPRL6A, SPRL6B	ENSG00000163202	Late cornified envelope 3D	Q9BYE3	1	152579381-152580516	Predicted intracellular proteins	Keratinization			Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in some		cervix: 272.5;lymphoid tissue: 84.8;skin 1: 84.1;vagina: 229.7	Cell type enriched	Detected in some	9	Suprabasal keratinocytes: 15.2	Group enriched	Detected in many	9	head and neck cancer: 126.9;melanoma: 47.1	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in some	7	head and neck cancer: 27.8																					Cluster 11: Squamous epithelial cells - Epithelial cell function	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 3: Suprabasal keratinocytes - Cornification					unprognostic (1.34e-1)				unprognostic (1.09e-1)			unprognostic (2.87e-1)									Suprabasal keratinocytes
IVL		ENSG00000163207	Involucrin	P07476	1	152908546-152911886	Plasma proteins, Predicted intracellular proteins	Keratinization			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	5	cervix: 162.3;esophagus: 298.3;salivary gland: 94.5;skin 1: 160.9;vagina: 235.2	Cell type enriched	Detected in some	10	Suprabasal keratinocytes: 1010.6	Group enriched	Detected in many	5	cervical cancer: 44.0;head and neck cancer: 145.4;melanoma: 50.9;urothelial cancer: 47.7	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in many	4	Bladder cancer: 44.6;breast cancer: 13.5;cervical cancer: 23.1;head and neck cancer: 54.0	Prostate - Urothelial cells					Not detected	Not detected			CAB002243, HPA055211	Enhanced		Supported	Nuclear bodies,Centrosome,Cytosol					4700000		Cluster 11: Squamous epithelial cells - Epithelial cell function	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 3: Suprabasal keratinocytes - Cornification	Cytosol	Nuclear bodies, Centrosome	CAB002243: AB_563785, HPA055211: AB_2682739	unprognostic (3.29e-4)	unprognostic (1.91e-1)		unprognostic (2.92e-2)		unprognostic (2.31e-2)		unprognostic (7.60e-2)	unprognostic (2.22e-1)		unprognostic (4.82e-2)	unprognostic (3.11e-1)		unprognostic (3.66e-1)		unprognostic (1.22e-2)	unprognostic (1.32e-1)	Suprabasal keratinocytes
SPRR3		ENSG00000163209	Small proline rich protein 3	Q9UBC9	1	153001747-153003856	Cancer-related genes, Predicted intracellular proteins	Keratinization		Cancer-related genes	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		cervix: 4257.2;esophagus: 19480.4;vagina: 6062.0	Cell type enriched	Detected in some	12	Suprabasal keratinocytes: 21062.6	Group enriched	Detected in many	4	cervical cancer: 206.3;head and neck cancer: 423.4;stomach cancer: 113.8	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in many	4	Bladder cancer: 50.4;cervical cancer: 110.1		Not detected	Not detected							HPA044467	Enhanced								5200		Cluster 84: Esophagus - Epithelial cell function	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 3: Suprabasal keratinocytes - Cornification			HPA044467: AB_2678952		unprognostic (2.78e-2)	unprognostic (3.54e-1)	unprognostic (8.77e-2)		unprognostic (7.50e-3)		unprognostic (9.67e-3)	unprognostic (2.36e-1)		prognostic unfavorable (6.27e-5)			unprognostic (9.70e-2)	unprognostic (4.66e-2)		unprognostic (1.58e-2)	Suprabasal keratinocytes
RAET1E	bA350J20.7, LETAL, ULBP4	ENSG00000164520	Retinoic acid early transcript 1E	Q8TD07	6	149883375-149898102	Predicted intracellular proteins, Predicted membrane proteins	Immunity			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		cervix: 21.9;esophagus: 62.8;skin 1: 21.6;vagina: 27.5	Cell type enriched	Detected in some	4	Suprabasal keratinocytes: 93.5	Cancer enhanced	Detected in many		head and neck cancer: 3.9	Low region specificity	Detected in single			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		cervical cancer: 28.1	Adipose visceral - Mesothelial cells, Kidney - Podocytes, Skin - Keratinocyte (other), Testis - Late spermatids									HPA054022			Supported	Focal adhesion sites,Cytosol	Intracellular and membrane						Cluster 84: Esophagus - Epithelial cell function	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 3: Suprabasal keratinocytes - Cornification	Focal adhesion sites	Cytosol	HPA054022: AB_2797250	unprognostic (1.67e-2)	unprognostic (2.10e-1)	unprognostic (3.49e-3)	unprognostic (1.26e-1)	unprognostic (1.36e-1)	unprognostic (2.71e-2)	unprognostic (1.36e-3)	unprognostic (4.80e-4)	unprognostic (1.11e-1)	unprognostic (3.39e-1)	unprognostic (1.02e-1)	unprognostic (1.69e-1)	unprognostic (7.47e-5)	unprognostic (2.41e-2)	unprognostic (3.18e-2)	unprognostic (3.17e-2)	unprognostic (1.06e-1)	Suprabasal keratinocytes
SERPINA12	OL-64, Vaspin	ENSG00000165953	Serpin family A member 12	Q8IW75	14	94487274-94517844	Predicted secreted proteins		Protease inhibitor, Serine protease inhibitor		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	14	skin 1: 396.4	Cell type enriched	Detected in some	5	Suprabasal keratinocytes: 11.0	Group enriched	Detected in some	5	liver cancer: 1.8;melanoma: 2.0	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected				Not detected	Not detected			Not detected	Not detected								Secreted in other tissues				6500000		Cluster 61: Skin - Cornification	Cluster 35: Liver cancer - Metabolism	Cluster 22: Squamous epithelial cells - Keratinization				unprognostic (1.82e-3)				unprognostic (6.44e-2)	unprognostic (3.25e-1)	unprognostic (1.00e-2)		unprognostic (5.98e-2)	unprognostic (2.97e-2)	unprognostic (7.64e-3)				unprognostic (6.67e-2)			Suprabasal keratinocytes
KRT1	EHK1, KRT1A	ENSG00000167768	Keratin 1	P04264	12	52674736-52680407	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins			Disease variant, Ichthyosis, Palmoplantar keratoderma	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	10	skin 1: 13006.6	Cell type enriched	Detected in some	11	Suprabasal keratinocytes: 6421.5	Group enriched	Detected in many	5	head and neck cancer: 313.8;melanoma: 478.9	Not detected	Not detected			Immune cell enhanced	Detected in single		memory CD4 T-cell: 2.3	Lineage enriched	Detected in single	23	T-cells: 2.3	Group enriched	Detected in some	5	Bladder cancer: 10.7;cervical cancer: 8.6;Esophageal cancer: 22.3;head and neck cancer: 15.0	Skin - Keratinocyte (other)	Low region specificity	Detected in all			Not detected	Not detected			CAB002153, HPA017917, HPA062908	Enhanced								35000000000	Cluster 32: T-cells - Unknown function	Cluster 61: Skin - Cornification	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 22: Squamous epithelial cells - Keratinization			CAB002153: AB_563790, HPA017917: AB_1852192, HPA062908: AB_2684901	unprognostic (8.05e-2)	unprognostic (8.49e-3)	unprognostic (5.06e-3)	unprognostic (6.44e-2)	unprognostic (1.25e-2)	unprognostic (1.53e-1)	unprognostic (2.07e-1)	unprognostic (3.24e-1)	unprognostic (1.30e-1)	unprognostic (2.16e-1)	unprognostic (9.24e-2)	unprognostic (6.63e-2)	unprognostic (3.23e-4)	unprognostic (1.58e-1)	unprognostic (3.40e-2)	unprognostic (1.36e-1)	unprognostic (1.09e-2)	Suprabasal keratinocytes
ACER1	ASAH3	ENSG00000167769	Alkaline ceramidase 1	Q8TDN7	19	6306142-6333612	Enzymes, Metabolic proteins, Predicted membrane proteins	Lipid metabolism, Sphingolipid metabolism	Hydrolase		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	7	skin 1: 88.1	Cell type enriched	Detected in some	6	Suprabasal keratinocytes: 16.2	Group enriched	Detected in some	7	head and neck cancer: 1.0;melanoma: 2.2;prostate cancer: 0.6	Not detected	Not detected			Low immune cell specificity	Detected in some			Lineage enriched	Detected in single	4	T-cells: 1.2	Cancer enhanced	Detected in single		prostate cancer: 1.3	Prostate - Prostate glandular cells, Skin - Keratinocyte (granular)	Not detected	Not detected			Low region specificity	Detected in all													Cluster 35: T-regs - Unknown function	Cluster 61: Skin - Cornification	Cluster 24: Prostate cancer - Lipid metabolism	Cluster 3: Suprabasal keratinocytes - Cornification				unprognostic (1.13e-2)	unprognostic (2.87e-4)		unprognostic (5.04e-2)	unprognostic (6.18e-2)	unprognostic (8.16e-4)	unprognostic (7.27e-4)	unprognostic (2.17e-2)	unprognostic (1.61e-1)	unprognostic (1.99e-1)	unprognostic (1.02e-4)	unprognostic (1.02e-1)	unprognostic (1.30e-5)	unprognostic (2.11e-1)	unprognostic (4.44e-2)	unprognostic (4.22e-1)	unprognostic (2.24e-1)	Suprabasal keratinocytes
SPRR1A		ENSG00000169474	Small proline rich protein 1A	P35321	1	152985231-152985500	Predicted intracellular proteins	Keratinization			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	5	esophagus: 8971.2	Cell type enriched	Detected in some	4	Suprabasal keratinocytes: 209.6	Cancer enriched	Detected in many	4	head and neck cancer: 1736.0	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		cervical cancer: 79.3;Esophageal cancer: 84.6;head and neck cancer: 171.2										CAB011237	Enhanced										Cluster 84: Esophagus - Epithelial cell function	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 3: Suprabasal keratinocytes - Cornification			CAB011237: 		unprognostic (1.39e-1)	unprognostic (5.45e-2)	unprognostic (2.64e-2)		unprognostic (1.19e-2)		unprognostic (1.25e-2)	unprognostic (2.92e-1)		prognostic unfavorable (1.03e-4)			unprognostic (1.96e-1)			unprognostic (1.04e-1)	Suprabasal keratinocytes
CRCT1	C1orf42, NICE-1	ENSG00000169509	Cysteine rich C-terminal 1	Q9UGL9	1	152514482-152516008	Predicted intracellular proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in some		cervix: 579.1;esophagus: 1822.3;vagina: 867.6	Cell type enriched	Detected in some	10	Suprabasal keratinocytes: 1021.8	Cancer enriched	Detected in many	4	head and neck cancer: 68.9	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in some	5	Bladder cancer: 6.3;head and neck cancer: 9.0	Skin - Keratinocyte (granular)																				Cluster 84: Esophagus - Epithelial cell function	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 3: Suprabasal keratinocytes - Cornification					unprognostic (3.01e-2)				unprognostic (6.92e-2)		unprognostic (2.86e-2)	unprognostic (3.30e-1)		prognostic unfavorable (7.03e-4)			unprognostic (1.56e-2)			unprognostic (1.46e-1)	Suprabasal keratinocytes
KRT78	K5B	ENSG00000170423	Keratin 78	Q8N1N4	12	52837804-52849092	Plasma proteins, Predicted intracellular proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	4	esophagus: 972.7	Cell type enriched	Detected in some	7	Suprabasal keratinocytes: 270.9	Cancer enhanced	Detected in many		head and neck cancer: 16.1	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		cervical cancer: 2.8;Gallbladder cancer: 1.7		Not detected	Not detected			Not detected	Not detected			HPA039724	Enhanced								70000000		Cluster 84: Esophagus - Epithelial cell function	Cluster 46: Non-specific - Unknown function	Cluster 3: Suprabasal keratinocytes - Cornification			HPA039724: AB_10795255		unprognostic (5.36e-2)		unprognostic (5.89e-2)		unprognostic (2.95e-2)		unprognostic (3.25e-2)	unprognostic (1.88e-1)	unprognostic (2.18e-2)	unprognostic (3.01e-3)		unprognostic (8.88e-16)	unprognostic (3.50e-2)	unprognostic (6.92e-1)	unprognostic (7.55e-2)	unprognostic (1.25e-1)	Suprabasal keratinocytes
SDR9C7	RDHS, SDR-O	ENSG00000170426	Short chain dehydrogenase/reductase family 9C member 7	Q8NEX9	12	56923133-56934408	Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins		Oxidoreductase	Disease variant, Ichthyosis	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in some		esophagus: 14.5;skin 1: 58.5;vagina: 21.3	Cell type enriched	Detected in some	10	Suprabasal keratinocytes: 29.7	Group enriched	Detected in some	6	cervical cancer: 3.0;head and neck cancer: 11.0;melanoma: 3.5	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Testis - Late spermatids	Not detected	Not detected			Not detected	Not detected														Cluster 31: Skin - Epidermis development	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 3: Suprabasal keratinocytes - Cornification				unprognostic (6.75e-2)	unprognostic (1.42e-1)		unprognostic (7.90e-5)	unprognostic (7.93e-2)	unprognostic (4.20e-3)	unprognostic (1.26e-1)	unprognostic (4.74e-2)	unprognostic (9.31e-2)	unprognostic (3.78e-2)	unprognostic (3.08e-1)	unprognostic (2.46e-1)		unprognostic (1.36e-1)	unprognostic (1.10e-1)	unprognostic (3.27e-1)	unprognostic (1.74e-3)	Suprabasal keratinocytes
MAL	MVP17, VIP17	ENSG00000172005	Mal, T cell differentiation protein	P21145	2	95025677-95053992	Predicted membrane proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		esophagus: 2817.9;vagina: 863.2	Cell type enriched	Detected in many	4	Suprabasal keratinocytes: 1696.8	Cancer enhanced	Detected in many		renal cancer: 101.2	Low region specificity	Detected in all			Group enriched	Detected in many	6	memory CD4 T-cell: 217.6;naive CD4 T-cell: 293.3;naive CD8 T-cell: 138.1;T-reg: 233.6	Lineage enriched	Detected in many	38	T-cells: 293.3	Cancer enhanced	Detected in many		Leukemia: 36.0;ovarian cancer: 67.9;Uterine cancer: 47.3	Adipose subcutaneous - Smooth muscle cells, Lung - Fibroblast_1, Skin - Eccrine sweat gland cells	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA065691			Approved	Golgi apparatus,Centrosome						Cluster 20: T-cells - T-cell receptor	Cluster 84: Esophagus - Epithelial cell function	Cluster 68: Kidney - Mixed function	Cluster 3: Suprabasal keratinocytes - Cornification	Golgi apparatus	Centrosome	HPA065691: AB_2685533	unprognostic (1.57e-3)	unprognostic (2.64e-2)	unprognostic (1.08e-2)	prognostic unfavorable (5.18e-6)	unprognostic (1.67e-1)	unprognostic (2.30e-2)	unprognostic (5.13e-2)	unprognostic (2.35e-2)	unprognostic (1.06e-1)	unprognostic (3.59e-1)	unprognostic (4.61e-2)	unprognostic (3.89e-2)	prognostic favorable (3.96e-9)	unprognostic (1.91e-1)	unprognostic (2.84e-2)	unprognostic (5.35e-2)	unprognostic (1.57e-1)	Suprabasal keratinocytes
PRSS27	CAPH2, MPN	ENSG00000172382	Serine protease 27	Q9BQR3	16	2712419-2720551	Enzymes, Predicted secreted proteins		Hydrolase, Protease, Serine protease		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		cervix: 83.5;esophagus: 388.6;vagina: 134.2	Cell type enriched	Detected in many	5	Suprabasal keratinocytes: 79.0	Cancer enhanced	Detected in many		head and neck cancer: 5.4	Low region specificity	Detected in many			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		breast cancer: 4.9		Not detected	Not detected			Low region specificity	Detected in some			CAB024920, HPA028848	Approved		Approved	Vesicles	Secreted to digestive system				8700000	Cluster 28: Myeloid DCs - Unknown function	Cluster 84: Esophagus - Epithelial cell function	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 3: Suprabasal keratinocytes - Cornification	Vesicles		CAB024920: , HPA028848: 	unprognostic (2.10e-2)	unprognostic (2.15e-1)	unprognostic (3.46e-3)	unprognostic (5.35e-2)	unprognostic (5.25e-2)	unprognostic (2.48e-2)	unprognostic (2.56e-1)	unprognostic (3.12e-1)	unprognostic (4.66e-1)	unprognostic (1.08e-1)	unprognostic (3.79e-2)	unprognostic (4.40e-3)	unprognostic (4.03e-3)	unprognostic (2.40e-1)	unprognostic (2.26e-1)	unprognostic (2.04e-2)	unprognostic (1.28e-2)	Suprabasal keratinocytes
KRT2	KRT2A, KRTE	ENSG00000172867	Keratin 2	P35908	12	52644558-52652211	Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins			Disease variant, FDA approved drug targets, Ichthyosis	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	57	skin 1: 4660.3	Cell type enriched	Detected in some	27	Suprabasal keratinocytes: 132.3	Cancer enriched	Detected in some	5	melanoma: 23.4	Not detected	Not detected			Immune cell enhanced	Detected in single		naive CD4 T-cell: 1.4	Lineage enriched	Detected in single	14	T-cells: 1.4	Not detected	Not detected			Skin - Keratinocyte (other)	Group enriched	Detected in some	6	amygdala: 1.7;hippocampal formation: 2.7	Not detected	Not detected			CAB037321	Enhanced								9700000000	Cluster 32: T-cells - Unknown function	Cluster 61: Skin - Cornification	Cluster 56: Neurons - Neuronal signaling	Cluster 22: Squamous epithelial cells - Keratinization			CAB037321: 	unprognostic (1.22e-1)	unprognostic (1.60e-1)	unprognostic (1.34e-1)	unprognostic (2.56e-1)	unprognostic (8.47e-3)	unprognostic (1.69e-2)		unprognostic (1.84e-1)	unprognostic (3.59e-1)		unprognostic (2.12e-1)	unprognostic (4.76e-2)	unprognostic (3.56e-7)	unprognostic (6.43e-2)	unprognostic (5.98e-3)	unprognostic (6.69e-2)	unprognostic (3.46e-1)	Suprabasal keratinocytes
KCNK7	K2p7.1	ENSG00000173338	Potassium two pore domain channel subfamily K member 7	Q9Y2U2	11	65592836-65595996	Predicted intracellular proteins, Predicted membrane proteins, Voltage-gated ion channels	Ion transport, Potassium transport, Transport	Ion channel, Potassium channel, Voltage-gated channel		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	5	skin 1: 90.0	Cell type enriched	Detected in some	5	Suprabasal keratinocytes: 129.4	Cancer enhanced	Detected in many		head and neck cancer: 4.4	Low region specificity	Detected in all			Group enriched	Detected in some	15	basophil: 2.1;naive B-cell: 2.2;neutrophil: 1.5	Group enriched	Detected in many	16	B-cells: 2.2;granulocytes: 2.1	Cancer enhanced	Detected in some		Esophageal cancer: 3.0	Skin - Keratinocyte (other)	Not detected	Not detected			Low region specificity	Detected in single			HPA077577			Approved	Plasma membrane						Cluster 24: B-cells - Unknown function	Cluster 31: Skin - Epidermis development	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 3: Suprabasal keratinocytes - Cornification	Plasma membrane		HPA077577: AB_2686845	unprognostic (1.12e-2)	unprognostic (1.21e-1)	unprognostic (6.08e-2)	unprognostic (5.71e-2)	unprognostic (8.59e-2)	unprognostic (1.34e-1)	unprognostic (1.68e-3)	unprognostic (8.53e-2)	unprognostic (1.69e-1)	unprognostic (2.87e-1)	unprognostic (6.90e-2)	unprognostic (4.88e-2)	unprognostic (1.49e-2)	unprognostic (2.65e-1)	unprognostic (3.57e-1)	unprognostic (1.16e-1)	unprognostic (8.11e-2)	Suprabasal keratinocytes
