Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Cell line expression cluster	Single cell expression cluster	Subcellular main location	Subcellular additional location	Antibody RRID	Pathology prognostics - Breast cancer	Pathology prognostics - Cervical cancer	Pathology prognostics - Colorectal cancer	Pathology prognostics - Endometrial cancer	Pathology prognostics - Glioma	Pathology prognostics - Head and neck cancer	Pathology prognostics - Liver cancer	Pathology prognostics - Lung cancer	Pathology prognostics - Melanoma	Pathology prognostics - Ovarian cancer	Pathology prognostics - Pancreatic cancer	Pathology prognostics - Prostate cancer	Pathology prognostics - Renal cancer	Pathology prognostics - Stomach cancer	Pathology prognostics - Testis cancer	Pathology prognostics - Thyroid cancer	Pathology prognostics - Urothelial cancer	RNAsingleCellTypeSpecific
MEP1A	PPHA	ENSG00000112818	Meprin A subunit alpha	Q16819	6	46793389-46839778	Enzymes, Plasma proteins, Predicted membrane proteins		Hydrolase, Metalloprotease, Protease		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	101	intestine: 467.7	Cell type enriched	Detected in some	5	Proximal enterocytes: 811.3	Cancer enriched	Detected in many	5	colorectal cancer: 38.6	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in some	16	colorectal cancer: 6.7;Gastric cancer: 2.4;liver cancer: 9.5	Colon - Colon enterocytes, Testis - Late spermatids									CAB025163, HPA029416	Enhanced								2100000		Cluster 56: Intestine - Transmembrane transport	Cluster 19: Stomach & Colon cancer - Absorption	Cluster 59: Proximal enterocytes - Transmembrane transport			CAB025163: , HPA029416: AB_10600823	unprognostic (1.83e-1)	unprognostic (2.81e-4)	unprognostic (2.03e-1)	unprognostic (8.53e-2)	unprognostic (8.73e-2)	unprognostic (1.13e-1)	unprognostic (2.43e-2)	unprognostic (5.27e-4)	unprognostic (2.05e-1)	unprognostic (2.35e-2)	unprognostic (1.42e-1)	unprognostic (2.11e-1)	unprognostic (1.11e-3)	unprognostic (1.45e-1)	unprognostic (1.91e-2)	unprognostic (4.70e-3)	unprognostic (1.68e-1)	Proximal enterocytes
RBP2	CRABP-II, CRBP2, CRBPII, RBPC2	ENSG00000114113	Retinol binding protein 2	P50120	3	139452884-139480747	Metabolic proteins, Predicted intracellular proteins, Transporters	Transport			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	294	intestine: 2713.5	Cell type enriched	Detected in some	41	Proximal enterocytes: 7177.3	Group enriched	Detected in many	4	colorectal cancer: 7.1;pancreatic cancer: 4.5;stomach cancer: 8.4;testis cancer: 2.9	Low region specificity	Detected in many			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		liver cancer: 13.1;ovarian cancer: 25.7	Lung - Alveolar cells type 1	Low region specificity	Detected in many			Not detected	Not detected			HPA035866	Enhanced		Approved	Golgi apparatus					140000		Cluster 56: Intestine - Transmembrane transport	Cluster 61: Liver - Metabolism	Cluster 59: Proximal enterocytes - Transmembrane transport	Golgi apparatus		HPA035866: AB_10672232	unprognostic (1.74e-1)	unprognostic (2.66e-2)	unprognostic (3.34e-2)	unprognostic (6.72e-6)	unprognostic (2.33e-1)	unprognostic (4.10e-2)	unprognostic (1.56e-2)	unprognostic (2.24e-1)	unprognostic (8.51e-3)	unprognostic (3.92e-2)	unprognostic (7.35e-2)	unprognostic (1.24e-3)	unprognostic (5.57e-3)	unprognostic (1.10e-1)	unprognostic (9.23e-2)	unprognostic (1.78e-2)	unprognostic (2.21e-1)	Proximal enterocytes
SLC5A9	SGLT4	ENSG00000117834	Solute carrier family 5 member 9	Q2M3M2	1	48222685-48248644	Metabolic proteins, Predicted membrane proteins, Transporters	Ion transport, Sodium transport, Transport			Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	6	intestine: 43.3	Cell type enriched	Detected in some	5	Proximal enterocytes: 75.9	Cancer enhanced	Detected in many		liver cancer: 4.1;renal cancer: 3.6	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	4	liver cancer: 3.4	Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Skin - Outer root sheath cells, Testis - Late spermatids	Not detected	Not detected			Not detected	Not detected			HPA050263			Approved	Actin filaments,Cytosol							Cluster 56: Intestine - Transmembrane transport	Cluster 35: Liver cancer - Metabolism	Cluster 59: Proximal enterocytes - Transmembrane transport	Actin filaments	Cytosol	HPA050263: 	unprognostic (3.09e-3)	unprognostic (1.89e-1)	unprognostic (6.75e-2)	unprognostic (5.66e-2)	unprognostic (2.36e-1)	unprognostic (1.35e-3)	unprognostic (3.64e-2)	unprognostic (4.59e-2)	unprognostic (3.60e-2)	unprognostic (1.59e-1)	unprognostic (7.42e-2)	unprognostic (1.97e-1)	prognostic unfavorable (1.84e-5)	unprognostic (4.56e-1)	unprognostic (2.11e-1)	unprognostic (4.30e-3)	unprognostic (1.06e-2)	Proximal enterocytes
XPNPEP2		ENSG00000122121	X-prolyl aminopeptidase 2	O43895	X	129738949-129769536	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins		Aminopeptidase, Hydrolase, Metalloprotease, Protease		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in many	7	intestine: 166.6;kidney: 156.0	Cell type enriched	Detected in some	9	Proximal enterocytes: 420.8	Cancer enhanced	Detected in many		liver cancer: 18.3	Not detected	Not detected			Group enriched	Detected in many	4	gdT-cell: 4.3;intermediate monocyte: 1.4;MAIT T-cell: 1.2;memory CD4 T-cell: 1.3;memory CD8 T-cell: 2.8;naive CD8 T-cell: 2.0;non-classical monocyte: 2.8;T-reg: 1.4	Group enriched	Detected in many	7	monocytes: 2.8;T-cells: 4.3	Cancer enhanced	Detected in single		Leukemia: 1.0	Breast - Macrophages, Heart muscle - Fibroblasts, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Lung - Fibroblast_2, Skin - Fibroblast_2	Not detected	Not detected			Low region specificity	Detected in many			HPA000339, CAB025136, CAB025269, HPA064568	Enhanced		Approved	Plasma membrane,Cytosol	Intracellular and membrane				13000000	Cluster 36: GdT-cells - Adaptive immune response	Cluster 87: Intestine & Kidney - Transmembrane transport	Cluster 59: Fibroblasts - Metabolism	Cluster 59: Proximal enterocytes - Transmembrane transport	Plasma membrane, Cytosol		CAB025136: , CAB025269: , HPA000339: AB_1858894, HPA064568: 	unprognostic (7.95e-2)	unprognostic (5.73e-2)	unprognostic (2.56e-1)	unprognostic (6.21e-3)	unprognostic (3.54e-2)	unprognostic (1.54e-1)	unprognostic (4.04e-1)	unprognostic (3.26e-1)	unprognostic (3.01e-1)	unprognostic (2.41e-2)	unprognostic (3.07e-1)	unprognostic (9.28e-3)	unprognostic (2.77e-2)	unprognostic (6.53e-2)	unprognostic (3.18e-2)	unprognostic (1.39e-2)	unprognostic (3.26e-3)	Proximal enterocytes
SLC10A2	ASBT, ISBT	ENSG00000125255	Solute carrier family 10 member 2	Q12908	13	103043998-103066417	Disease related genes, Human disease related genes, Metabolic proteins, Predicted membrane proteins, Transporters	Ion transport, Sodium transport, Symport, Transport		Disease variant	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	5	intestine: 80.8	Cell type enriched	Detected in some	20	Proximal enterocytes: 353.3	Cancer enriched	Detected in single	11	renal cancer: 4.3	Low region specificity	Detected in single			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in single		ovarian cancer: 1.6	Kidney - Proximal tubular cells	Not detected	Not detected			Not detected	Not detected			HPA004795	Approved										Cluster 56: Intestine - Transmembrane transport	Cluster 37: Ovarian cancer RMG-I - Cellular stress response	Cluster 59: Proximal enterocytes - Transmembrane transport			HPA004795: AB_1856953											unprognostic (2.82e-2)		prognostic favorable (5.78e-5)	unprognostic (1.64e-2)	unprognostic (1.29e-1)			Proximal enterocytes
ACE2		ENSG00000130234	Angiotensin I converting enzyme 2	Q9BYF1	X	15494566-15607236	Enzymes, Metabolic proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters	Host-virus interaction	Carboxypeptidase, Host cell receptor for virus entry, Hydrolase, Metalloprotease, Protease, Receptor		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		gallbladder: 65.5;intestine: 242.2;kidney: 87.6	Cell type enriched	Detected in some	5	Proximal enterocytes: 204.8	Group enriched	Detected in many	4	colorectal cancer: 13.9;renal cancer: 26.9	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		ovarian cancer: 6.8	Kidney - Proximal tubular cells, Liver - Hepatocytes	Low region specificity	Detected in all			Not detected	Not detected			HPA000288, CAB026174, CAB026213, CAB080024, CAB080025, CAB080027, CAB080028	Enhanced				Secreted to blood			4530000	400000		Cluster 87: Intestine & Kidney - Transmembrane transport	Cluster 39: Non-specific - Unknown function	Cluster 59: Proximal enterocytes - Transmembrane transport			CAB026174: , CAB026213: , CAB080024: AB_10864415, CAB080025: AB_2809589, CAB080027: AB_2665870, CAB080028: AB_2665871, HPA000288: AB_1078160	unprognostic (1.40e-1)	unprognostic (7.26e-2)	unprognostic (2.76e-2)	unprognostic (5.71e-2)	unprognostic (2.51e-1)	unprognostic (5.26e-2)	prognostic favorable (4.21e-4)	unprognostic (2.34e-2)	unprognostic (6.74e-3)	unprognostic (2.54e-3)	unprognostic (1.00e-1)	unprognostic (1.74e-1)	prognostic favorable (2.12e-5)	unprognostic (1.94e-1)	unprognostic (9.62e-2)	unprognostic (2.11e-1)	unprognostic (7.10e-2)	Proximal enterocytes
SLX1A	GIYD1	ENSG00000132207	SLX1 homolog A, structure-specific endonuclease subunit	Q9BQ83	16	30193875-30197561	Predicted intracellular proteins	DNA damage, DNA recombination, DNA repair	Endonuclease, Hydrolase, Nuclease		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in all			Cell type enriched	Detected in many	4	Proximal enterocytes: 30.0	Not detected	Not detected			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all												HPA047038	Uncertain		Supported	Nucleoplasm						Cluster 45: Eosinophils - Innate immune response	Cluster 41: Intestine & Liver - Lipid metabolism	Cluster 8: Non-specific - Transcription	Cluster 59: Proximal enterocytes - Transmembrane transport	Nucleoplasm		HPA047038: AB_2679913	unprognostic (3.46e-2)	unprognostic (1.00e-1)	unprognostic (1.05e-1)	unprognostic (1.62e-1)	unprognostic (1.84e-1)	unprognostic (5.60e-2)	unprognostic (6.04e-2)	unprognostic (1.88e-1)	unprognostic (1.41e-1)	unprognostic (1.75e-1)	unprognostic (2.67e-1)		unprognostic (1.26e-6)	unprognostic (2.52e-1)	unprognostic (3.21e-1)	unprognostic (1.53e-1)	unprognostic (3.86e-1)	Proximal enterocytes
ALDOB		ENSG00000136872	Aldolase, fructose-bisphosphate B	P05062	9	101420560-101449664	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	Glycolysis	Lyase	Cancer-related genes, Disease variant	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in many	27	intestine: 5736.6;kidney: 7181.0;liver: 11160.8	Cell type enriched	Detected in many	4	Proximal enterocytes: 21834.2	Cancer enriched	Detected in many	31	liver cancer: 1414.0	Low region specificity	Detected in some			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		Gastric cancer: 6.4	Kidney - Proximal tubular cells, Liver - Hepatocytes, Stomach - Parietal cells	Not detected	Not detected			Low region specificity	Detected in some			HPA002198, CAB020827, HPA073201	Enhanced								560000000		Cluster 41: Intestine & Liver - Lipid metabolism	Cluster 19: Stomach & Colon cancer - Absorption	Cluster 59: Proximal enterocytes - Transmembrane transport			CAB020827: , HPA002198: AB_1078129, HPA073201: 	unprognostic (6.58e-3)	unprognostic (2.83e-1)	unprognostic (1.43e-3)	unprognostic (1.03e-1)	unprognostic (8.10e-2)	unprognostic (1.96e-2)	unprognostic (1.44e-3)	unprognostic (4.34e-2)	unprognostic (4.57e-2)	unprognostic (2.66e-1)	unprognostic (5.79e-2)	unprognostic (7.48e-2)	unprognostic (1.66e-2)	unprognostic (2.02e-1)	unprognostic (2.58e-1)	unprognostic (5.19e-2)	unprognostic (1.96e-2)	Proximal enterocytes
ENPEP	CD249, gp160	ENSG00000138792	Glutamyl aminopeptidase	Q07075	4	110365733-110565285	CD markers, Enzymes, Plasma proteins, Predicted membrane proteins		Aminopeptidase, Hydrolase, Metalloprotease, Protease		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		intestine: 163.6;kidney: 90.0	Cell type enriched	Detected in many	4	Proximal enterocytes: 607.5	Cancer enriched	Detected in many	8	renal cancer: 41.0	Low region specificity	Detected in single			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		Bone cancer: 5.5;Kidney cancer: 12.5;testis cancer: 5.3	Adipose subcutaneous - Endothelial cells, Breast - Endothelial cells, Kidney - Proximal tubular cells, Liver - Hepatocytes, Prostate - Fibroblasts	Low region specificity	Detected in all			Low region specificity	Detected in many			HPA005128	Enhanced								55000000		Cluster 87: Intestine & Kidney - Transmembrane transport	Cluster 68: Kidney - Mixed function	Cluster 59: Proximal enterocytes - Transmembrane transport			HPA005128: AB_1844795	unprognostic (2.73e-3)	unprognostic (2.84e-3)	unprognostic (5.16e-3)	unprognostic (3.48e-1)	unprognostic (2.90e-1)	unprognostic (8.74e-2)	unprognostic (3.34e-2)	unprognostic (1.03e-1)	unprognostic (1.35e-2)	unprognostic (1.22e-1)	unprognostic (1.93e-1)	unprognostic (9.47e-2)	unprognostic (4.49e-3)	unprognostic (3.43e-3)	unprognostic (1.52e-2)	unprognostic (8.46e-2)	unprognostic (2.49e-3)	Proximal enterocytes
SLC39A5		ENSG00000139540	Solute carrier family 39 member 5	Q6ZMH5	12	56230049-56237846	Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Ion transport, Transport, Zinc transport		Disease variant	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	32	intestine: 237.4;kidney: 110.0;liver: 171.1;pancreas: 306.8	Cell type enriched	Detected in some	4	Proximal enterocytes: 814.4	Cancer enhanced	Detected in many		colorectal cancer: 30.6;liver cancer: 36.3	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in some	11	colorectal cancer: 19.1;Gastric cancer: 13.9;liver cancer: 21.7	Colon - Colon enterocytes, Kidney - Proximal tubular cells, Kidney - Proximal tubular cells, Liver - Hepatocytes	Region enhanced	Detected in single		basal ganglia: 1.1	Not detected	Not detected			HPA018423			Approved	Nucleoplasm,Vesicles							Cluster 29: Non-specific - Vesicular transport	Cluster 19: Stomach & Colon cancer - Absorption	Cluster 59: Proximal enterocytes - Transmembrane transport	Vesicles	Nucleoplasm	HPA018423: AB_1857154	unprognostic (5.94e-3)	unprognostic (8.29e-2)	unprognostic (1.82e-2)	unprognostic (2.19e-7)	unprognostic (1.73e-1)	unprognostic (7.79e-2)	unprognostic (1.56e-1)	unprognostic (1.36e-1)	unprognostic (1.08e-1)	unprognostic (1.32e-1)	unprognostic (7.33e-2)	unprognostic (2.93e-3)	prognostic favorable (5.05e-4)	unprognostic (2.75e-1)	unprognostic (1.15e-1)	unprognostic (1.23e-1)	unprognostic (1.96e-4)	Proximal enterocytes
MEP1B		ENSG00000141434	Meprin A subunit beta	Q16820	18	32185069-32220404	Enzymes, Predicted membrane proteins, Predicted secreted proteins, Transporters	Inflammatory response	Hydrolase, Metalloprotease, Protease		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	55	intestine: 363.9	Cell type enriched	Detected in some	50	Proximal enterocytes: 202.6	Cancer enriched	Detected in some	5	pancreatic cancer: 3.0	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in some	5	colorectal cancer: 1.7;Myeloma: 2.7	Liver - Hepatocytes	Low region specificity	Detected in all			Low region specificity	Detected in some			HPA029119	Enhanced				Secreted to digestive system				310000		Cluster 56: Intestine - Transmembrane transport	Cluster 44: Myeloma - Humoral immune response	Cluster 59: Proximal enterocytes - Transmembrane transport			HPA029119: AB_2672913	unprognostic (1.33e-1)	unprognostic (6.72e-2)	unprognostic (2.79e-2)	unprognostic (1.00e-1)	unprognostic (3.50e-4)	unprognostic (1.27e-1)	unprognostic (1.74e-2)	unprognostic (4.30e-1)	unprognostic (1.73e-1)	unprognostic (1.24e-2)	unprognostic (1.55e-1)	unprognostic (8.31e-4)	unprognostic (4.74e-2)	unprognostic (3.39e-1)	unprognostic (2.71e-1)	unprognostic (3.39e-2)	unprognostic (3.75e-2)	Proximal enterocytes
CPO		ENSG00000144410	Carboxypeptidase O	Q8IVL8	2	206939518-206969474	Enzymes, Predicted intracellular proteins		Carboxypeptidase, Hydrolase, Metalloprotease, Protease		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	15	intestine: 111.8	Cell type enriched	Detected in some	8	Proximal enterocytes: 349.8	Not detected	Not detected			Low region specificity	Detected in all			Immune cell enriched	Detected in single	30	basophil: 12.0	Lineage enriched	Detected in single	84	granulocytes: 12.0	Not detected	Not detected			Testis - Late spermatids					Not detected	Not detected								Intracellular and membrane					Cluster 34: Basophils - Unknown function	Cluster 56: Intestine - Transmembrane transport	Cluster 68: Kidney - Mixed function	Cluster 59: Proximal enterocytes - Transmembrane transport				unprognostic (9.39e-2)	unprognostic (2.64e-1)	unprognostic (2.95e-2)	unprognostic (5.21e-2)	unprognostic (2.28e-1)	unprognostic (1.27e-2)	unprognostic (1.16e-1)	unprognostic (9.06e-2)	unprognostic (4.03e-1)	unprognostic (1.33e-1)	unprognostic (3.75e-3)	unprognostic (1.22e-1)	unprognostic (3.60e-2)	unprognostic (2.52e-1)	unprognostic (6.56e-2)	unprognostic (4.03e-2)	unprognostic (4.89e-2)	Proximal enterocytes
FABP2	I-FABP	ENSG00000145384	Fatty acid binding protein 2	P12104	4	119317250-119322138	Cancer-related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	Transport		Cancer-related genes	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	173	intestine: 550.0	Cell type enriched	Detected in some	13	Proximal enterocytes: 6853.4	Group enriched	Detected in some	9	colorectal cancer: 3.2;pancreatic cancer: 1.6;stomach cancer: 2.7	Not detected	Not detected			Group enriched	Detected in some	6	basophil: 1.6;neutrophil: 4.2	Lineage enriched	Detected in single	9	granulocytes: 4.2	Cancer enhanced	Detected in some		Bile duct cancer: 1.9;colorectal cancer: 1.5	Colon - Colon enterocytes	Not detected	Not detected			Low region specificity	Detected in many			HPA034607, CAB047325, CAB047326	Enhanced		Approved	Plasma membrane,Actin filaments,Cytosol					61000	Cluster 1: Neutrophils - Mixed function	Cluster 56: Intestine - Transmembrane transport	Cluster 19: Stomach & Colon cancer - Absorption	Cluster 59: Proximal enterocytes - Transmembrane transport	Actin filaments, Cytosol	Plasma membrane	CAB047325: , CAB047326: , HPA034607: AB_10601317		unprognostic (3.94e-2)	unprognostic (1.10e-1)	unprognostic (1.05e-1)				unprognostic (4.58e-1)		unprognostic (1.51e-2)	unprognostic (2.61e-2)		unprognostic (1.69e-4)	unprognostic (1.93e-1)	unprognostic (1.02e-1)			Proximal enterocytes
ADIRF	AFRO, APM2, C10orf116	ENSG00000148671	Adipogenesis regulatory factor	Q15847	10	86968432-86983934	Plasma proteins, Predicted intracellular proteins	Differentiation, Transcription, Transcription regulation			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		adipose tissue: 1238.9	Cell type enriched	Detected in many	5	Proximal enterocytes: 11856.9	Not detected	Not detected			Low region specificity	Detected in all			Immune cell enhanced	Detected in some		naive CD4 T-cell: 2.5;naive CD8 T-cell: 1.9	Lineage enriched	Detected in single	8	T-cells: 2.5	Cancer enhanced	Detected in many		Gallbladder cancer: 815.5						Low region specificity	Detected in all			HPA026810	Approved		Supported	Nucleoplasm,Cytosol					760000	Cluster 32: T-cells - Unknown function	Cluster 57: Non-specific - Angiogenesis	Cluster 65: Breast cancer - Unknown function	Cluster 59: Proximal enterocytes - Transmembrane transport	Nucleoplasm, Cytosol		HPA026810: AB_2672003																		Proximal enterocytes
TKFC	DAK, DKFZP586B1621, NET45	ENSG00000149476	Triokinase and FMN cyclase	Q3LXA3	11	61333220-61353295	Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins		Kinase, Lyase, Multifunctional enzyme, Transferase	Cataract	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		intestine: 192.8;liver: 115.8	Cell type enriched	Detected in many	4	Proximal enterocytes: 452.7	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Liver - Hepatocytes, Testis - Early spermatids, Thyroid - Thyroid glandular cells	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA039486, HPA048186	Enhanced		Approved	Nucleoplasm,Cytosol					6800000	Cluster 28: Myeloid DCs - Unknown function	Cluster 41: Intestine & Liver - Lipid metabolism	Cluster 58: Non-specific - Basic cellular processes	Cluster 59: Proximal enterocytes - Transmembrane transport	Cytosol	Nucleoplasm	HPA039486: AB_10795402, HPA048186: AB_2680305	unprognostic (4.00e-1)	unprognostic (3.13e-1)	unprognostic (7.42e-2)	prognostic favorable (1.32e-5)	unprognostic (1.07e-1)	unprognostic (1.19e-1)	unprognostic (3.02e-2)	unprognostic (2.81e-3)	unprognostic (1.49e-1)	unprognostic (2.47e-1)	unprognostic (1.51e-1)	unprognostic (2.15e-1)	prognostic favorable (8.38e-5)	unprognostic (2.07e-2)	unprognostic (8.96e-2)	unprognostic (3.30e-1)	unprognostic (4.02e-1)	Proximal enterocytes
TMPRSS15	ENTK, MGC133046, PRSS7	ENSG00000154646	Transmembrane serine protease 15	P98073	21	18269116-18485879	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins		Hydrolase, Protease, Serine protease		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	512	intestine: 979.8	Cell type enriched	Detected in some	5	Proximal enterocytes: 27.7	Group enriched	Detected in some	12	liver cancer: 0.7;pancreatic cancer: 1.5;stomach cancer: 1.5	Low region specificity	Detected in some			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		Rhabdoid: 54.7		Not detected	Not detected			Group enriched	Detected in some	5	olfactory bulb: 5.0;spinal cord: 1.8	HPA015611, HPA034857, HPA072934	Enhanced		Approved	Plasma membrane							Cluster 56: Intestine - Transmembrane transport	Cluster 22: Rhabdoid cancers - Neuronal signaling	Cluster 59: Proximal enterocytes - Transmembrane transport	Plasma membrane		HPA015611: AB_1855791, HPA034857: , HPA072934: AB_2732214					unprognostic (9.26e-2)	unprognostic (4.14e-1)		unprognostic (3.52e-1)	unprognostic (8.33e-2)	unprognostic (1.19e-1)	unprognostic (7.20e-2)	unprognostic (4.70e-2)		unprognostic (6.35e-2)	unprognostic (5.92e-2)			Proximal enterocytes
FAM151A	C1orf179, MGC27169	ENSG00000162391	Family with sequence similarity 151 member A	Q8WW52	1	54609181-54623556	Predicted intracellular proteins				Evidence at protein level	Evidence at transcript level	Evidence at transcript level	Evidence at protein level	Group enriched	Detected in some	7	intestine: 66.3;kidney: 174.5	Cell type enriched	Detected in some	4	Proximal enterocytes: 630.5	Group enriched	Detected in many	5	liver cancer: 2.3;renal cancer: 3.2;testis cancer: 5.2	Low region specificity	Detected in many			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		colorectal cancer: 2.7;liver cancer: 2.9	Adipose visceral - Adipocytes (Visceral), Heart muscle - Cardiomyocytes, Kidney - Proximal tubular cells, Liver - Hepatocytes, Testis - Early spermatids, Testis - Late spermatids	Not detected	Not detected			Not detected	Not detected			HPA016840	Approved								10000		Cluster 7: Kidney - Transmembrane transport	Cluster 35: Liver cancer - Metabolism	Cluster 59: Proximal enterocytes - Transmembrane transport			HPA016840: AB_2669461	unprognostic (1.89e-1)	unprognostic (6.90e-3)	unprognostic (3.73e-2)	unprognostic (1.97e-6)	unprognostic (1.71e-2)	unprognostic (4.84e-3)	unprognostic (1.02e-1)	unprognostic (3.46e-2)	unprognostic (2.87e-1)	unprognostic (1.05e-2)	unprognostic (4.91e-3)	unprognostic (9.99e-2)	prognostic favorable (4.09e-5)	unprognostic (5.85e-2)	unprognostic (8.97e-2)	unprognostic (1.13e-1)	unprognostic (1.40e-3)	Proximal enterocytes
ALPI	IAP	ENSG00000163295	Alkaline phosphatase, intestinal	P09923	2	232456125-232460753	Enzymes, Metabolic proteins, Predicted intracellular proteins		Hydrolase		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	138	intestine: 141.2	Cell type enriched	Detected in some	11	Proximal enterocytes: 296.0	Cancer enhanced	Detected in many		liver cancer: 4.7;renal cancer: 3.6	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Colon - Colon enterocytes									HPA038764, HPA038765, HPA051699	Supported		Approved	Plasma membrane	Intracellular and membrane				130000		Cluster 56: Intestine - Transmembrane transport	Cluster 6: BEWO - Unknown function	Cluster 59: Proximal enterocytes - Transmembrane transport	Plasma membrane		HPA038764: AB_2676194, HPA038765: AB_2676195, HPA051699: AB_2681577			unprognostic (1.01e-1)	unprognostic (7.71e-2)			unprognostic (4.14e-2)			unprognostic (1.47e-1)	unprognostic (9.57e-4)		unprognostic (8.07e-2)	unprognostic (1.71e-1)	unprognostic (9.99e-2)			Proximal enterocytes
