Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Cell line expression cluster	Single cell expression cluster	Subcellular main location	Subcellular additional location	Antibody RRID	Pathology prognostics - Breast cancer	Pathology prognostics - Cervical cancer	Pathology prognostics - Colorectal cancer	Pathology prognostics - Endometrial cancer	Pathology prognostics - Glioma	Pathology prognostics - Head and neck cancer	Pathology prognostics - Liver cancer	Pathology prognostics - Lung cancer	Pathology prognostics - Melanoma	Pathology prognostics - Ovarian cancer	Pathology prognostics - Pancreatic cancer	Pathology prognostics - Prostate cancer	Pathology prognostics - Renal cancer	Pathology prognostics - Stomach cancer	Pathology prognostics - Testis cancer	Pathology prognostics - Thyroid cancer	Pathology prognostics - Urothelial cancer	RNAsingleCellTypeSpecific
PITX3	ASMD	ENSG00000107859	Paired like homeodomain 3	O75364	10	102230186-102241512	Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors	Transcription, Transcription regulation	Activator, Developmental protein, DNA-binding	Cataract, Disease variant	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	6	brain: 5.5;skeletal muscle: 16.5;tongue: 6.0	Cell type enriched	Detected in some	4	Skeletal myocytes: 20.8	Not detected	Not detected			Region enriched	Detected in single	14	midbrain: 5.5	Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	13	Sarcoma: 11.4	Breast - Adipocytes (Breast), Testis - Late spermatids	Not detected	Not detected			Region enhanced	Detected in some		midbrain: 9.1												Cluster 80: Striated muscle - Unknown function	Cluster 42: Sarcoma - Muscle contraction	Cluster 11: Non-specific - Transcription				unprognostic (8.13e-2)	unprognostic (4.07e-1)		unprognostic (5.15e-3)	unprognostic (6.30e-2)	unprognostic (1.06e-1)		unprognostic (6.04e-5)	unprognostic (6.30e-3)	unprognostic (2.02e-1)	unprognostic (6.36e-2)		unprognostic (2.67e-2)	unprognostic (3.73e-2)	unprognostic (1.76e-2)	unprognostic (6.76e-3)	unprognostic (4.13e-2)	Skeletal myocytes
CACNG1	CACNLG	ENSG00000108878	Calcium voltage-gated channel auxiliary subunit gamma 1	Q06432	17	67044554-67056797	FDA approved drug targets, Predicted membrane proteins, Transporters	Calcium transport, Ion transport, Transport	Calcium channel, Ion channel, Voltage-gated channel	FDA approved drug targets	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	55	skeletal muscle: 327.7;tongue: 121.8	Cell type enriched	Detected in single	323	Skeletal myocytes: 141.5	Cancer enhanced	Detected in some		breast cancer: 1.6;head and neck cancer: 1.8	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Breast - Breast glandular cells	Region enriched	Detected in single	6	basal ganglia: 3.4	Not detected	Not detected														Cluster 33: Striated muscle - Muscle contraction	Cluster 65: Breast cancer - Unknown function	Cluster 27: Skeletal myocytes - Muscle contraction				unprognostic (1.76e-1)	unprognostic (9.83e-3)		unprognostic (1.75e-5)	unprognostic (2.60e-1)	unprognostic (6.72e-3)	unprognostic (2.85e-1)	unprognostic (1.44e-2)		unprognostic (4.84e-3)	unprognostic (1.07e-1)	unprognostic (4.20e-2)		unprognostic (1.60e-1)	unprognostic (2.31e-1)	unprognostic (3.03e-1)	unprognostic (1.94e-1)	Skeletal myocytes
MYH1	MGC133384, MYHa, MyHC-2X/D, MYHSA1	ENSG00000109061	Myosin heavy chain 1	P12882	17	10492307-10518542	Plasma proteins, Predicted intracellular proteins		Actin-binding, Calmodulin-binding, Motor protein, Muscle protein, Myosin		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	137	skeletal muscle: 7882.0	Cell type enriched	Detected in some	94	Skeletal myocytes: 776.9	Cancer enriched	Detected in single	45	head and neck cancer: 8.3	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Skeletal muscle - Skeletal myocytes, Testis - Early spermatids	Not detected	Not detected							HPA001349, CAB010759	Enhanced		Uncertain	Focal adhesion sites					98000000		Cluster 33: Striated muscle - Muscle contraction	Cluster 20: Connective tissue cells - ECM organization	Cluster 27: Skeletal myocytes - Muscle contraction	Focal adhesion sites		CAB010759: AB_477248, HPA001349: AB_1079437	unprognostic (2.87e-2)					unprognostic (3.27e-3)		unprognostic (1.91e-1)	unprognostic (8.95e-3)	unprognostic (4.49e-2)	unprognostic (7.31e-2)		unprognostic (5.63e-3)	unprognostic (9.85e-4)	unprognostic (1.92e-1)		unprognostic (4.58e-2)	Skeletal myocytes
MYF6	bHLHc4, MRF4	ENSG00000111046	Myogenic factor 6	P23409	12	80707634-80709474	Human disease related genes, Predicted intracellular proteins, Transcription factors	Differentiation, Myogenesis	Developmental protein, DNA-binding	Disease variant	Evidence at protein level	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Group enriched	Detected in some	42	skeletal muscle: 440.0;tongue: 207.6	Cell type enriched	Detected in some	203	Skeletal myocytes: 754.2	Cancer enriched	Detected in some	5	head and neck cancer: 3.0	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in single		Sarcoma: 1.9		Not detected	Not detected			Not detected	Not detected			HPA065102			Supported	Nucleoplasm,Mitotic spindle,Cytosol		Yes					Cluster 33: Striated muscle - Muscle contraction	Cluster 34: Rabdoid cancer - Embryonic development	Cluster 27: Skeletal myocytes - Muscle contraction	Nucleoplasm	Mitotic spindle, Cytosol	HPA065102: 					unprognostic (2.20e-2)	prognostic unfavorable (2.05e-4)		unprognostic (9.88e-2)							unprognostic (6.64e-1)			Skeletal myocytes
PRKAG3		ENSG00000115592	Protein kinase AMP-activated non-catalytic subunit gamma 3	Q9UGI9	2	218822383-218832086	FDA approved drug targets, Predicted intracellular proteins	Fatty acid biosynthesis, Fatty acid metabolism, Lipid biosynthesis, Lipid metabolism		FDA approved drug targets	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	30	skeletal muscle: 70.4;tongue: 17.9	Cell type enriched	Detected in some	27	Skeletal myocytes: 28.7	Not detected	Not detected			Region enhanced	Detected in single		basal ganglia: 1.4	Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected				Not detected	Not detected			Low region specificity	Detected in some														Cluster 33: Striated muscle - Muscle contraction	Cluster 44: Myeloma - Humoral immune response	Cluster 27: Skeletal myocytes - Muscle contraction				unprognostic (3.51e-1)	unprognostic (4.41e-3)		unprognostic (2.05e-1)	unprognostic (1.53e-1)	unprognostic (2.47e-2)	unprognostic (1.80e-1)	unprognostic (1.86e-3)	unprognostic (7.74e-2)	unprognostic (3.44e-2)	unprognostic (5.85e-2)	unprognostic (3.27e-1)	unprognostic (9.04e-2)	unprognostic (9.95e-2)	unprognostic (1.49e-1)	unprognostic (2.97e-1)	unprognostic (7.69e-2)	Skeletal myocytes
AMPD1	MAD, MADA	ENSG00000116748	Adenosine monophosphate deaminase 1	P23109	1	114673090-114695618	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	Nucleotide metabolism	Hydrolase	Disease variant	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	23	skeletal muscle: 559.2;tongue: 211.4	Cell type enriched	Detected in some	4	Skeletal myocytes: 157.4	Cancer enhanced	Detected in single		head and neck cancer: 0.8	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in some	18	Myeloma: 63.1	Breast - Plasma cells, Lung - Plasma cells, Pancreas - Plasma cells, Prostate - Plasma cells, Skeletal muscle - Skeletal myocytes, Stomach - Plasma cells, Thyroid - Plasma cells	Not detected	Not detected			Not detected	Not detected			HPA026478, HPA028080	Enhanced				Intracellular and membrane				38000	Cluster 37: B-cells - Transcription	Cluster 33: Striated muscle - Muscle contraction	Cluster 44: Myeloma - Humoral immune response	Cluster 45: Plasma cells - Humoral immune response			HPA026478: AB_10599969, HPA028080: AB_10600776	unprognostic (1.98e-3)	unprognostic (1.43e-3)	unprognostic (8.75e-3)	unprognostic (8.03e-2)		unprognostic (1.95e-2)		unprognostic (5.61e-3)	unprognostic (8.21e-2)	unprognostic (4.29e-3)	unprognostic (2.48e-1)	unprognostic (2.26e-1)	unprognostic (1.36e-5)	unprognostic (1.68e-1)	unprognostic (3.70e-1)	unprognostic (3.36e-1)	unprognostic (4.02e-1)	Skeletal myocytes
MYOT	LGMD1, LGMD1A, TTID	ENSG00000120729	Myotilin	Q9UBF9	5	137867858-137887851	Disease related genes, Human disease related genes, Predicted intracellular proteins		Actin-binding, Muscle protein	Disease variant, Limb-girdle muscular dystrophy, Myofibrillar myopathy	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in many	61	skeletal muscle: 2183.8;tongue: 2038.6	Cell type enriched	Detected in some	5	Skeletal myocytes: 412.7	Cancer enhanced	Detected in some		head and neck cancer: 3.7	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in some	7	Sarcoma: 13.8	Colon - Enteric glia cells, Skeletal muscle - Skeletal myocytes, Skeletal muscle - Skeletal myocytes	Not detected	Not detected			Not detected	Not detected			HPA037733, HPA037734	Enhanced								9100		Cluster 13: Striated muscle - Muscle contraction	Cluster 22: Rhabdoid cancers - Neuronal signaling	Cluster 27: Skeletal myocytes - Muscle contraction			HPA037733: AB_10697082, HPA037734: AB_2675638	unprognostic (5.85e-2)	unprognostic (2.38e-2)	unprognostic (6.93e-2)	unprognostic (3.08e-1)	unprognostic (1.27e-1)	prognostic unfavorable (8.85e-4)	unprognostic (8.03e-2)	unprognostic (1.17e-2)	unprognostic (1.54e-2)	unprognostic (2.02e-2)	unprognostic (6.44e-2)	unprognostic (1.14e-1)	unprognostic (7.56e-4)	unprognostic (1.72e-2)	unprognostic (2.42e-1)	unprognostic (2.10e-1)	unprognostic (1.40e-1)	Skeletal myocytes
MYOG	bHLHc3, MYF4	ENSG00000122180	Myogenin	P15173	1	203083129-203086012	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors	Cell cycle, Differentiation, Myogenesis, Transcription, Transcription regulation	Activator, Developmental protein, DNA-binding	Cancer-related genes	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	18	skeletal muscle: 101.0;tongue: 46.7	Cell type enriched	Detected in single	463	Skeletal myocytes: 77.2	Group enriched	Detected in some	6	head and neck cancer: 3.9;testis cancer: 1.7	Region enriched	Detected in single	5	cerebellum: 2.5	Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	89	Sarcoma: 45.1		Not detected	Not detected			Low region specificity	Detected in some			HPA028336			Supported	Nucleoplasm							Cluster 33: Striated muscle - Muscle contraction	Cluster 42: Sarcoma - Muscle contraction	Cluster 27: Skeletal myocytes - Muscle contraction	Nucleoplasm		HPA028336: AB_2672562	unprognostic (1.71e-1)				unprognostic (1.64e-1)	unprognostic (1.05e-3)				unprognostic (2.22e-1)			unprognostic (2.79e-9)	unprognostic (3.96e-1)	unprognostic (2.56e-1)			Skeletal myocytes
MYH2	IBM3, MYH2A, MYHas8, MyHC-2A, MyHC-IIa, MYHSA2	ENSG00000125414	Myosin heavy chain 2	Q9UKX2	17	10521148-10549700	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins		Actin-binding, Calmodulin-binding, Motor protein, Muscle protein, Myosin	Disease variant	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	84	skeletal muscle: 12790.2;tongue: 6140.2	Cell type enriched	Detected in some	1048	Skeletal myocytes: 1464.8	Cancer enriched	Detected in single	60	head and neck cancer: 27.6	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in some	5	Rhabdoid: 2.1;testis cancer: 1.7	Skeletal muscle - Skeletal myocytes									HPA001349, CAB010760	Enhanced		Uncertain	Focal adhesion sites					81000000		Cluster 33: Striated muscle - Muscle contraction	Cluster 22: Rhabdoid cancers - Neuronal signaling	Cluster 27: Skeletal myocytes - Muscle contraction	Focal adhesion sites		CAB010760: AB_477190, HPA001349: AB_1079437	unprognostic (6.50e-2)					unprognostic (1.86e-2)		unprognostic (4.76e-2)	unprognostic (1.92e-2)	unprognostic (1.05e-4)	unprognostic (2.89e-1)	unprognostic (9.51e-2)	unprognostic (2.03e-2)	unprognostic (1.09e-2)	unprognostic (4.30e-2)			Skeletal myocytes
MYOD1	bHLHc1, MYF3, MYOD, PUM	ENSG00000129152	Myogenic differentiation 1	P15172	11	17719571-17722136	Cancer-related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors	Differentiation, Myogenesis, Transcription, Transcription regulation	Activator, Developmental protein, DNA-binding	Cancer-related genes, Disease variant	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	10	skeletal muscle: 36.1	Cell type enriched	Detected in some	21	Skeletal myocytes: 77.2	Cancer enhanced	Detected in single		ovarian cancer: 0.7	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	259	Sarcoma: 74.1		Not detected	Not detected			Low region specificity	Detected in many			HPA055436, HPA078647			Enhanced	Nucleoplasm							Cluster 33: Striated muscle - Muscle contraction	Cluster 42: Sarcoma - Muscle contraction	Cluster 27: Skeletal myocytes - Muscle contraction	Nucleoplasm		HPA055436: , HPA078647: 						unprognostic (1.07e-3)				unprognostic (2.10e-1)					unprognostic (1.01e-1)			Skeletal myocytes
CDH15	CDH14, CDH3	ENSG00000129910	Cadherin 15	P55291	16	89171748-89195492	Disease related genes, Human disease related genes, Predicted membrane proteins	Cell adhesion		Disease variant, Intellectual disability	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	8	brain: 24.4;skeletal muscle: 57.0	Cell type enriched	Detected in some	5	Skeletal myocytes: 67.3	Low cancer specificity	Detected in some			Region enriched	Detected in some	15	cerebellum: 24.4	Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in some	24	Sarcoma: 32.2		Region enriched	Detected in many	7	cerebellum: 15.7	Region enriched	Detected in some	17	cerebellum: 18.7	HPA009139, HPA070961	Enhanced	Supported	Enhanced	Golgi apparatus,Plasma membrane					870000		Cluster 80: Striated muscle - Unknown function	Cluster 42: Sarcoma - Muscle contraction	Cluster 11: Non-specific - Transcription	Golgi apparatus, Plasma membrane		HPA009139: AB_1078372, HPA070961: AB_2686328	unprognostic (1.26e-1)	unprognostic (7.70e-3)	unprognostic (6.64e-3)	unprognostic (2.81e-1)	unprognostic (7.79e-3)	unprognostic (2.70e-3)	unprognostic (2.84e-3)	unprognostic (4.37e-2)	unprognostic (2.30e-3)	unprognostic (7.66e-2)	unprognostic (4.05e-2)	unprognostic (1.73e-1)	unprognostic (1.14e-7)	unprognostic (3.09e-2)	unprognostic (3.13e-1)	unprognostic (5.50e-2)	unprognostic (2.64e-2)	Skeletal myocytes
TNNT3	AMCD2B, DA2B, DKFZp779M2348, FSSV	ENSG00000130595	Troponin T3, fast skeletal type	P45378	11	1919703-1938706	Disease related genes, Human disease related genes, Predicted intracellular proteins		Muscle protein	Disease variant	Evidence at protein level	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Group enriched	Detected in many	43	skeletal muscle: 13906.8;tongue: 4507.7	Cell type enriched	Detected in many	67	Skeletal myocytes: 7524.0	Group enriched	Detected in many	9	head and neck cancer: 28.8;urothelial cancer: 19.0	Not detected	Not detected			Immune cell enriched	Detected in single	17	basophil: 5.3	Lineage enriched	Detected in single	17	granulocytes: 5.3	Cancer enhanced	Detected in some		Bladder cancer: 16.2;Rhabdoid: 15.9	Skeletal muscle - Skeletal myocytes, Stomach - Fibroblasts, Thyroid - Fibroblasts	Region enhanced	Detected in some		olfactory bulb: 5.1	Low region specificity	Detected in single			CAB002451, HPA037810, HPA056909	Enhanced								470000	Cluster 34: Basophils - Unknown function	Cluster 33: Striated muscle - Muscle contraction	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 27: Skeletal myocytes - Muscle contraction			CAB002451: AB_564151, HPA037810: AB_10966217, HPA056909: AB_2683273	unprognostic (1.01e-2)	prognostic favorable (7.37e-4)	unprognostic (2.17e-2)	unprognostic (2.30e-3)	unprognostic (1.23e-2)	unprognostic (1.29e-2)	unprognostic (4.53e-3)	unprognostic (1.20e-1)	unprognostic (5.88e-2)	unprognostic (4.29e-3)	unprognostic (3.53e-2)	unprognostic (4.34e-1)	unprognostic (1.42e-5)	unprognostic (2.99e-2)	unprognostic (1.61e-1)	unprognostic (1.79e-2)	unprognostic (2.90e-2)	Skeletal myocytes
TNNI2	AMCD2B, DA2B, FSSV	ENSG00000130598	Troponin I2, fast skeletal type	P48788	11	1838981-1841680	Disease related genes, Human disease related genes, Predicted intracellular proteins		Actin-binding, Muscle protein	Disease variant	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in many	25	skeletal muscle: 7969.8;tongue: 2622.3	Cell type enriched	Detected in many	16	Skeletal myocytes: 9387.7	Group enriched	Detected in many	10	cervical cancer: 12.7;head and neck cancer: 33.6;pancreatic cancer: 12.9;urothelial cancer: 39.8	Not detected	Not detected			Immune cell enhanced	Detected in many		plasmacytoid DC: 86.4	Low lineage specificity	Detected in many			Cancer enhanced	Detected in many		Bladder cancer: 7.9	Skeletal muscle - Skeletal myocytes	Region enriched	Detected in single	6	olfactory bulb: 5.1	Not detected	Not detected			CAB018697, HPA055938	Enhanced		Approved	Plasma membrane,Intermediate filaments					110000	Cluster 52: Eosinophils - Transcription	Cluster 33: Striated muscle - Muscle contraction	Cluster 12: Lymphoid cancers - Adaptive immune response	Cluster 27: Skeletal myocytes - Muscle contraction	Plasma membrane	Intermediate filaments	CAB018697: AB_628400, HPA055938: AB_2682976	unprognostic (2.03e-2)	unprognostic (1.13e-1)	unprognostic (1.29e-2)	unprognostic (3.70e-1)	unprognostic (1.85e-1)	unprognostic (1.02e-2)	unprognostic (9.99e-3)	unprognostic (1.01e-1)	unprognostic (1.73e-1)	unprognostic (1.51e-1)	unprognostic (1.10e-1)	unprognostic (2.70e-1)	unprognostic (1.23e-3)	unprognostic (5.92e-3)	unprognostic (5.62e-2)	unprognostic (1.77e-1)	unprognostic (2.79e-2)	Skeletal myocytes
FBP2		ENSG00000130957	Fructose-bisphosphatase 2	O00757	9	94558720-94593824	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	Carbohydrate metabolism, Gluconeogenesis	Allosteric enzyme, Hydrolase		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in many	8	skeletal muscle: 753.6;tongue: 385.3	Cell type enriched	Detected in some	9	Skeletal myocytes: 93.0	Cancer enhanced	Detected in some		stomach cancer: 1.2	Region enriched	Detected in some	4	hippocampal formation: 6.1	Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in many			Skeletal muscle - Skeletal myocytes, Skeletal muscle - Skeletal myocytes, Skin - Sebaceous gland cells	Not detected	Not detected			Not detected	Not detected			HPA012513, HPA077371	Enhanced		Approved	Plasma membrane,Cytosol					960000		Cluster 13: Striated muscle - Muscle contraction	Cluster 23: B-cell cancers - Adaptive immune response	Cluster 27: Skeletal myocytes - Muscle contraction	Plasma membrane, Cytosol		HPA012513: AB_1848446, HPA077371: 	unprognostic (3.88e-2)	unprognostic (3.54e-4)	unprognostic (2.38e-1)	unprognostic (6.03e-2)		unprognostic (2.21e-1)	unprognostic (1.54e-2)	unprognostic (9.40e-4)	unprognostic (3.95e-3)	unprognostic (5.11e-2)	unprognostic (2.39e-2)	unprognostic (4.69e-2)	unprognostic (2.53e-1)	unprognostic (1.36e-2)	unprognostic (2.03e-1)		unprognostic (1.48e-4)	Skeletal myocytes
EDA2R	EDA-A2R, EDAA2R, TNFRSF27, XEDAR	ENSG00000131080	Ectodysplasin A2 receptor	Q9HAV5	X	66595637-66639298	Predicted membrane proteins	Differentiation	Developmental protein, Receptor		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Low tissue specificity	Detected in many			Cell type enriched	Detected in many	6	Skeletal myocytes: 48.5	Low cancer specificity	Detected in many			Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		testis cancer: 25.2	Adipose subcutaneous - Adipose progenitor cells, Skeletal muscle - Fibroblasts	Not detected	Not detected							HPA054522			Approved	Cell Junctions							Cluster 89: Fibroblasts - ECM organization	Cluster 68: Kidney - Mixed function	Cluster 27: Skeletal myocytes - Muscle contraction	Cell Junctions		HPA054522: AB_2682516	unprognostic (1.31e-3)	unprognostic (3.17e-3)	unprognostic (2.19e-1)	unprognostic (8.49e-3)	unprognostic (4.15e-3)	unprognostic (3.63e-3)	unprognostic (2.48e-2)	unprognostic (3.37e-2)	unprognostic (2.82e-1)	unprognostic (7.17e-2)	unprognostic (6.04e-2)	unprognostic (2.74e-1)	unprognostic (1.01e-1)	unprognostic (2.12e-2)	unprognostic (8.23e-2)	unprognostic (4.92e-2)	unprognostic (3.08e-1)	Skeletal myocytes
MYH8	MyHC-peri, MyHC-pn	ENSG00000133020	Myosin heavy chain 8	P13535	17	10390322-10421950	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins		Actin-binding, Calmodulin-binding, Motor protein, Muscle protein, Myosin	Disease variant	Evidence at protein level	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Group enriched	Detected in some	9	esophagus: 15.9;lymphoid tissue: 10.7;skeletal muscle: 16.7;tongue: 10.0	Cell type enriched	Detected in some	15	Skeletal myocytes: 1332.2	Cancer enhanced	Detected in some		head and neck cancer: 0.7;renal cancer: 0.9	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	15	Rhabdoid: 9.8	Kidney - Ascending Loop of Henle cells, Testis - Spermatogonia	Not detected	Not detected			Not detected	Not detected			HPA001349, CAB016527	Enhanced		Uncertain	Focal adhesion sites					53000000		Cluster 59: Non-specific - Translation	Cluster 22: Rhabdoid cancers - Neuronal signaling	Cluster 27: Skeletal myocytes - Muscle contraction	Focal adhesion sites		CAB016527: AB_2147291, HPA001349: AB_1079437	unprognostic (5.87e-2)					unprognostic (5.13e-3)		unprognostic (4.12e-2)	unprognostic (1.25e-2)		unprognostic (2.29e-3)	unprognostic (1.08e-1)	unprognostic (5.02e-3)	unprognostic (7.87e-2)	unprognostic (1.61e-1)		unprognostic (3.56e-1)	Skeletal myocytes
MYBPH		ENSG00000133055	Myosin binding protein H	Q13203	1	203167811-203175826	Predicted intracellular proteins	Cell adhesion	Muscle protein		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in some		salivary gland: 16.2;skeletal muscle: 74.2;tongue: 19.6	Cell type enriched	Detected in single	33	Skeletal myocytes: 30.7	Cancer enriched	Detected in many	4	head and neck cancer: 20.2	Low region specificity	Detected in many			Immune cell enriched	Detected in single	5	plasmacytoid DC: 2.5	Lineage enriched	Detected in single	5	dendritic cells: 2.5	Group enriched	Detected in some	4	Leukemia: 22.5;lymphoma: 6.7;Sarcoma: 15.1		Not detected	Not detected			Low region specificity	Detected in many			HPA061383	Enhanced		Approved	Nucleoplasm,Nucleoli,Mitochondria					9700	Cluster 3: Plasmacytoid DCs - Unknown function	Cluster 33: Striated muscle - Muscle contraction	Cluster 66: Myeloid cells - Innate immune response	Cluster 27: Skeletal myocytes - Muscle contraction	Nucleoplasm, Nucleoli, Mitochondria		HPA061383: AB_2684497	unprognostic (2.26e-4)	unprognostic (2.04e-1)	unprognostic (3.50e-1)	unprognostic (1.06e-1)	unprognostic (3.82e-2)	unprognostic (1.32e-3)	unprognostic (3.42e-1)	unprognostic (6.84e-2)	unprognostic (1.18e-1)	unprognostic (2.96e-1)	unprognostic (2.86e-1)	unprognostic (1.75e-1)	unprognostic (7.62e-4)	unprognostic (1.51e-1)	unprognostic (3.34e-2)	unprognostic (1.14e-1)	unprognostic (1.74e-1)	Skeletal myocytes
CHRND	ACHRD	ENSG00000135902	Cholinergic receptor nicotinic delta subunit	Q07001	2	232525993-232536667	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Ion transport, Transport	Ion channel, Ligand-gated ion channel, Receptor	Congenital myasthenic syndrome, Disease variant	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	9	skeletal muscle: 57.6	Cell type enriched	Detected in some	10	Skeletal myocytes: 33.7	Cancer enriched	Detected in single	7	head and neck cancer: 1.5	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	87	Sarcoma: 27.2		Not detected	Not detected			Not detected	Not detected			HPA056404, HPA065404			Supported	Nucleoplasm,Plasma membrane,Cytosol							Cluster 33: Striated muscle - Muscle contraction	Cluster 42: Sarcoma - Muscle contraction	Cluster 27: Skeletal myocytes - Muscle contraction	Plasma membrane	Nucleoplasm, Cytosol	HPA056404: AB_2732603, HPA065404: AB_2732734				unprognostic (1.69e-2)	unprognostic (7.93e-2)	unprognostic (3.28e-3)	unprognostic (7.75e-3)	unprognostic (6.04e-2)	unprognostic (1.10e-1)	unprognostic (7.25e-2)	unprognostic (1.90e-1)		unprognostic (4.97e-8)	unprognostic (7.52e-2)	unprognostic (2.86e-1)	unprognostic (2.46e-1)		Skeletal myocytes
