Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Cell line expression cluster	Single cell expression cluster	Subcellular main location	Subcellular additional location	Antibody RRID	Pathology prognostics - Breast cancer	Pathology prognostics - Cervical cancer	Pathology prognostics - Colorectal cancer	Pathology prognostics - Endometrial cancer	Pathology prognostics - Glioma	Pathology prognostics - Head and neck cancer	Pathology prognostics - Liver cancer	Pathology prognostics - Lung cancer	Pathology prognostics - Melanoma	Pathology prognostics - Ovarian cancer	Pathology prognostics - Pancreatic cancer	Pathology prognostics - Prostate cancer	Pathology prognostics - Renal cancer	Pathology prognostics - Stomach cancer	Pathology prognostics - Testis cancer	Pathology prognostics - Thyroid cancer	Pathology prognostics - Urothelial cancer	RNAsingleCellTypeSpecific
RGR	RP44	ENSG00000148604	Retinal G protein coupled receptor	P47804	10	84230666-84259960	Disease related genes, G-protein coupled receptors, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	Sensory transduction, Vision	G-protein coupled receptor, Photoreceptor protein, Receptor, Retinal protein, Transducer	Disease variant, Retinitis pigmentosa	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	9	retina: 139.0	Cell type enriched	Detected in some	40	Muller glia cells: 1379.9	Cancer enriched	Detected in single	4	glioma: 0.9	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Testis - Early spermatids, Testis - Late spermatids	Not detected	Not detected			Group enriched	Detected in many	6	midbrain: 23.4;olfactory bulb: 49.7;thalamus: 27.3	HPA059149			Approved	Vesicles,Plasma membrane,Cytosol							Cluster 77: Retina - Visual perception	Cluster 41: Non-specific - Cilium assembly	Cluster 68: Muller glia cells - Visual perception	Vesicles	Plasma membrane, Cytosol	HPA059149: 	unprognostic (9.28e-2)		unprognostic (1.05e-1)	unprognostic (1.37e-1)	unprognostic (9.53e-2)				unprognostic (4.57e-2)	unprognostic (1.57e-1)				unprognostic (1.59e-1)	unprognostic (1.97e-1)			Muller glia cells
WIF1		ENSG00000156076	WNT inhibitory factor 1	Q9Y5W5	12	65050626-65121305	Cancer-related genes, Predicted intracellular proteins, Predicted secreted proteins	Wnt signaling pathway	Developmental protein	Cancer-related genes	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	5	retina: 599.7	Cell type enriched	Detected in many	12	Muller glia cells: 2340.6	Group enriched	Detected in many	5	endometrial cancer: 16.9;lung cancer: 14.6	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in many	6	Rhabdoid: 16.0;Uterine cancer: 22.4	Breast - Breast glandular cells, Lung - Alveolar cells type 2, Skin - Fibroblast_1	Low region specificity	Detected in many			Low region specificity	Detected in some								Secreted to extracellular matrix						Cluster 77: Retina - Visual perception	Cluster 2: DU4475 - Unknown function	Cluster 68: Muller glia cells - Visual perception				unprognostic (5.96e-3)	unprognostic (2.00e-1)	unprognostic (4.29e-3)	unprognostic (3.26e-3)	unprognostic (9.66e-2)	unprognostic (1.91e-1)		unprognostic (1.26e-2)	unprognostic (7.94e-2)	unprognostic (2.44e-1)	unprognostic (2.92e-2)	unprognostic (3.17e-1)	unprognostic (2.30e-5)	unprognostic (3.02e-1)	unprognostic (2.02e-1)	unprognostic (1.22e-1)	unprognostic (7.24e-3)	Muller glia cells
FRZB	FRE, FRITZ, FRP-3, FRZB-1, FRZB-PEN, FRZB1, FZRB, hFIZ, SFRP3, SRFP3	ENSG00000162998	Frizzled related protein	Q92765	2	182833275-182866637	Disease related genes, Predicted secreted proteins	Differentiation, Wnt signaling pathway	Developmental protein	Disease variant	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		retina: 336.9	Cell type enriched	Detected in many	13	Muller glia cells: 3367.7	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		Myeloma: 20.6;Neuroblastoma: 12.7	Heart muscle - Fibroblasts, Liver - Hepatic stellate cells, Prostate - Fibroblasts, Skin - Eccrine sweat gland cells	Region enhanced	Detected in all		olfactory bulb: 56.9	Low region specificity	Detected in all								Secreted in other tissues				44000	Cluster 19: B-cells - Humoral immune response	Cluster 79: Retina - Phototransduction	Cluster 44: Myeloma - Humoral immune response	Cluster 68: Muller glia cells - Visual perception				unprognostic (5.39e-2)	unprognostic (1.48e-2)	unprognostic (1.18e-1)	unprognostic (1.79e-2)	unprognostic (1.93e-1)	unprognostic (2.09e-3)	unprognostic (1.64e-2)	unprognostic (2.38e-2)	unprognostic (4.67e-2)	unprognostic (8.58e-2)	unprognostic (5.41e-2)	unprognostic (2.34e-1)	prognostic unfavorable (8.97e-6)	unprognostic (3.53e-2)	unprognostic (1.05e-2)	unprognostic (6.04e-2)	unprognostic (3.21e-1)	Muller glia cells
CLRN1	RP61, USH3, USH3A	ENSG00000163646	Clarin 1	P58418	3	150926163-150972727	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	Hearing, Sensory transduction, Vision		Deafness, Disease variant, Retinitis pigmentosa, Usher syndrome	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	7	adrenal gland: 4.9;retina: 12.8	Cell type enriched	Detected in some	24	Muller glia cells: 140.8	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected				Low region specificity	Detected in some			Not detected	Not detected													Cluster 8: Neutrophils - Inflammatory response	Cluster 77: Retina - Visual perception	Cluster 7: Neuronal cell lines - Stereocilium	Cluster 68: Muller glia cells - Visual perception				unprognostic (1.00e-3)				unprognostic (1.26e-1)					unprognostic (5.54e-1)					unprognostic (9.68e-2)			Muller glia cells
FABP7	B-FABP, BLBP	ENSG00000164434	Fatty acid binding protein 7	O15540	6	122779716-122784074	Metabolic proteins, Predicted intracellular proteins	Transport			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in many	5	brain: 366.1;choroid plexus: 164.8;retina: 175.3;tongue: 199.3	Cell type enriched	Detected in some	4	Muller glia cells: 1300.4	Group enriched	Detected in many	6	glioma: 139.3;renal cancer: 51.2	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in some	36	Bone cancer: 17.4;Brain cancer: 28.8;breast cancer: 54.6;Kidney cancer: 44.2;lung cancer: 20.2;skin cancer: 65.8		Region enriched	Detected in all	5	olfactory bulb: 1195.2	Low region specificity	Detected in all			CAB025488, HPA028825, CAB058697	Enhanced		Approved	Nucleoplasm,Golgi apparatus,Cytosol						Cluster 46: Basophils - DNA binding	Cluster 58: Brain - Synaptic function	Cluster 41: Non-specific - Cilium assembly	Cluster 68: Muller glia cells - Visual perception	Nucleoplasm	Golgi apparatus, Cytosol	CAB025488: , CAB058697: AB_2665600, HPA028825: AB_10602130	prognostic favorable (2.49e-4)	unprognostic (1.56e-2)		unprognostic (2.53e-3)	unprognostic (5.80e-2)	unprognostic (2.29e-1)		unprognostic (1.14e-1)	unprognostic (7.11e-2)		unprognostic (2.09e-2)	unprognostic (3.42e-2)	prognostic unfavorable (1.65e-6)	unprognostic (9.83e-2)	unprognostic (1.30e-2)	unprognostic (2.50e-1)	unprognostic (8.66e-2)	Muller glia cells
CRABP1	CRABP, CRABP-I, CRABPI, RBP5	ENSG00000166426	Cellular retinoic acid binding protein 1	P29762	15	78340353-78348225	Cancer-related genes, Plasma proteins, Predicted intracellular proteins	Transport		Cancer-related genes	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in many	4	retina: 544.1;thyroid gland: 173.2	Cell type enriched	Detected in some	15	Muller glia cells: 4719.2	Cancer enhanced	Detected in many		ovarian cancer: 117.2	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in many	4	Bone cancer: 89.5;breast cancer: 54.5;Neuroblastoma: 179.0	Colon - Colon enteroendocrine cells, Thyroid - Thyroid glandular cells	Group enriched	Detected in many	5	amygdala: 6.4;basal ganglia: 23.4;hypothalamus: 13.3;olfactory bulb: 12.8;pons and medulla: 7.4	Low region specificity	Detected in all			HPA017203	Enhanced	Supported									Cluster 77: Retina - Visual perception	Cluster 21: Neuroblastoma - Neuronal signaling	Cluster 68: Muller glia cells - Visual perception			HPA017203: AB_1846512	unprognostic (1.23e-1)	unprognostic (3.76e-3)	unprognostic (1.46e-1)	prognostic unfavorable (4.72e-4)	unprognostic (2.01e-1)	unprognostic (4.35e-2)		unprognostic (1.05e-1)	unprognostic (1.35e-1)	unprognostic (2.45e-2)	unprognostic (9.79e-2)	unprognostic (1.21e-1)	unprognostic (2.79e-2)	unprognostic (9.37e-2)	unprognostic (2.17e-1)	unprognostic (1.07e-1)	unprognostic (2.69e-1)	Muller glia cells
TRH		ENSG00000170893	Thyrotropin releasing hormone	P20396	3	129974688-129977935	Predicted secreted proteins		Hormone		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	10	brain: 68.7;cervix: 26.0;endometrium 1: 18.7;retina: 35.2	Cell type enriched	Detected in some	8	Muller glia cells: 204.7	Group enriched	Detected in some	5	breast cancer: 13.3;endometrial cancer: 10.2;glioma: 4.3	Group enriched	Detected in many	6	hypothalamus: 68.7;medulla oblongata: 59.4;pons: 38.2	Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		Leukemia: 3.2;testis cancer: 1.0		Group enriched	Detected in many	5	hypothalamus: 175.6;olfactory bulb: 148.0	Low region specificity	Detected in many			HPA035596	Enhanced				Secreted in other tissues						Cluster 77: Retina - Visual perception	Cluster 20: Connective tissue cells - ECM organization	Cluster 68: Muller glia cells - Visual perception			HPA035596: AB_2674695	unprognostic (1.22e-1)	unprognostic (8.94e-2)		unprognostic (5.82e-3)	unprognostic (5.24e-2)	unprognostic (2.82e-1)		unprognostic (1.11e-1)	unprognostic (1.84e-1)	unprognostic (4.44e-2)	unprognostic (3.86e-2)	unprognostic (1.50e-1)	unprognostic (1.71e-2)	unprognostic (2.85e-1)	unprognostic (1.95e-1)	unprognostic (2.57e-2)	unprognostic (2.82e-2)	Muller glia cells
RRH	peropsin	ENSG00000180245	Retinal pigment epithelium-derived rhodopsin homolog	O14718	4	109827972-109849123	G-protein coupled receptors, Predicted membrane proteins	Sensory transduction	G-protein coupled receptor, Photoreceptor protein, Receptor, Retinal protein, Transducer		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in single	112	retina: 75.6	Cell type enriched	Detected in some	19	Muller glia cells: 202.1	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected				Low region specificity	Detected in single			Low region specificity	Detected in all														Cluster 79: Retina - Phototransduction	Cluster 52: Spermatids - Smell perception	Cluster 68: Muller glia cells - Visual perception				unprognostic (1.59e-1)	unprognostic (2.47e-2)	unprognostic (4.94e-2)	unprognostic (1.96e-2)	unprognostic (1.48e-1)	unprognostic (5.25e-2)	unprognostic (7.56e-2)	unprognostic (8.47e-2)	unprognostic (2.33e-1)	unprognostic (1.86e-2)	unprognostic (2.03e-2)	unprognostic (1.62e-3)	unprognostic (4.65e-1)	unprognostic (4.38e-3)	unprognostic (1.22e-1)	unprognostic (2.27e-1)	unprognostic (3.18e-2)	Muller glia cells
DIPK1C	C18orf51, FAM69C	ENSG00000187773	Divergent protein kinase domain 1C	Q0P6D2	18	74434775-74457944	Predicted intracellular proteins				Evidence at protein level	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Tissue enhanced	Detected in some		brain: 28.6;choroid plexus: 11.3;retina: 16.5	Cell type enriched	Detected in some	4	Muller glia cells: 192.4	Group enriched	Detected in some	18	glioma: 11.1;melanoma: 6.8	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in some	9	Leukemia: 2.4;skin cancer: 2.9	Heart muscle - Cardiomyocytes, Testis - Sertoli cells	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA048928	Enhanced										Cluster 77: Retina - Visual perception	Cluster 17: RS4;11 - Unknown function	Cluster 68: Muller glia cells - Visual perception			HPA048928: AB_2680560	unprognostic (6.35e-2)	unprognostic (1.13e-2)	unprognostic (8.09e-2)	unprognostic (3.32e-2)	unprognostic (4.08e-2)	unprognostic (3.19e-1)	unprognostic (1.43e-2)	unprognostic (1.10e-1)	unprognostic (3.31e-1)	unprognostic (8.97e-2)	unprognostic (2.43e-1)	unprognostic (4.10e-2)	unprognostic (1.91e-4)	unprognostic (2.16e-1)	unprognostic (6.73e-2)	unprognostic (3.23e-2)	unprognostic (4.40e-3)	Muller glia cells
KRT40	FLJ36600, KA36	ENSG00000204889	Keratin 40	Q6A162	17	40977716-40987135	Predicted intracellular proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	8	pituitary gland: 2.5;retina: 1.8;skin 1: 2.3	Cell type enriched	Detected in some	4	Muller glia cells: 27.7	Cancer enhanced	Detected in some		colorectal cancer: 2.4	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in some	6	Bone cancer: 10.4	Lung - Respiratory ciliated cells	Not detected	Not detected			Low region specificity	Detected in many			HPA075961	Supported										Cluster 77: Retina - Visual perception	Cluster 28: Bone cancer CADO-ES1 - Glutamate signalling	Cluster 68: Muller glia cells - Visual perception			HPA075961: 	unprognostic (2.33e-2)	unprognostic (9.35e-4)	unprognostic (8.90e-2)	unprognostic (1.73e-2)	unprognostic (1.87e-1)	unprognostic (1.92e-1)		unprognostic (9.09e-3)		unprognostic (2.76e-2)	unprognostic (1.57e-1)	unprognostic (2.08e-1)	unprognostic (2.01e-4)	unprognostic (1.47e-2)			unprognostic (9.60e-2)	Muller glia cells
CRYAA2		ENSG00000276076	Crystallin alpha A2	A0A140G945	21	6560714-6564489	Predicted intracellular proteins			Cataract	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	136	kidney: 125.7;liver: 42.1;retina: 48.3	Cell type enriched	Detected in single	15	Muller glia cells: 1.6	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected												HPA037737, HPA038430	Approved		Approved	Nucleoplasm,Cytosol							Cluster 7: Kidney - Transmembrane transport	Cluster 35: Liver cancer - Metabolism	Cluster 68: Muller glia cells - Visual perception	Cytosol	Nucleoplasm	HPA037737: AB_2675639, HPA038430: AB_2732478																		Muller glia cells
