Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Cell line expression cluster	Single cell expression cluster	Subcellular main location	Subcellular additional location	Antibody RRID	Pathology prognostics - Breast cancer	Pathology prognostics - Cervical cancer	Pathology prognostics - Colorectal cancer	Pathology prognostics - Endometrial cancer	Pathology prognostics - Glioma	Pathology prognostics - Head and neck cancer	Pathology prognostics - Liver cancer	Pathology prognostics - Lung cancer	Pathology prognostics - Melanoma	Pathology prognostics - Ovarian cancer	Pathology prognostics - Pancreatic cancer	Pathology prognostics - Prostate cancer	Pathology prognostics - Renal cancer	Pathology prognostics - Stomach cancer	Pathology prognostics - Testis cancer	Pathology prognostics - Thyroid cancer	Pathology prognostics - Urothelial cancer	RNAsingleCellTypeSpecific
TNNT2	CMD1D, CMH2, CMPD2	ENSG00000118194	Troponin T2, cardiac type	P45379	1	201359008-201377764	Candidate cardiovascular disease genes, Disease related genes, Human disease related genes, Predicted intracellular proteins		Muscle protein	Cardiomyopathy, Disease variant	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	205	heart muscle: 10670.6	Cell type enriched	Detected in some	56	Cardiomyocytes: 1054.3	Low cancer specificity	Detected in many			Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		Sarcoma: 135.8;testis cancer: 61.2	Heart muscle - Cardiomyocytes, Kidney - Podocytes	Low region specificity	Detected in many			Region enhanced	Detected in some		cerebral cortex: 3.8	CAB015371, HPA015774, HPA017888	Enhanced		Uncertain	Nucleoplasm,Nucleoli,Focal adhesion sites,Microtubules		No	No		57000		Cluster 44: Heart - Cardiac muscle contraction	Cluster 42: Sarcoma - Muscle contraction	Cluster 77: Cardiomyocytes - Muscle contraction	Nucleoplasm, Nucleoli	Focal adhesion sites, Microtubules	CAB015371: AB_630390, HPA015774: AB_1858354, HPA017888: AB_1858355	unprognostic (1.45e-1)	unprognostic (2.74e-1)	unprognostic (2.33e-4)	unprognostic (1.85e-1)	unprognostic (7.29e-2)	unprognostic (1.79e-1)	unprognostic (1.80e-1)	unprognostic (1.24e-1)	unprognostic (1.42e-1)	unprognostic (2.91e-2)	unprognostic (1.38e-1)	unprognostic (8.63e-2)	unprognostic (5.50e-3)	unprognostic (2.94e-1)	unprognostic (1.61e-1)	unprognostic (4.76e-2)	unprognostic (9.98e-2)	Cardiomyocytes
GHRH	GHRF	ENSG00000118702	Growth hormone releasing hormone	P01286	20	37251086-37261814	Human disease related genes, Predicted secreted proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	16	brain: 199.5	Cell type enriched	Detected in single	10	Cardiomyocytes: 7.0	Cancer enriched	Detected in some	7	urothelial cancer: 8.5	Region enriched	Detected in some	12	hypothalamus: 199.5	Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	33	lung cancer: 19.0		Region enriched	Detected in many	9	hypothalamus: 32.9	Region enhanced	Detected in some		hypothalamus: 3.7						Secreted in other tissues					Cluster 45: Eosinophils - Innate immune response	Cluster 73: Brain - Neuropeptide signaling	Cluster 41: Non-specific - Cilium assembly	Cluster 77: Cardiomyocytes - Muscle contraction				unprognostic (4.78e-2)				unprognostic (2.57e-2)									unprognostic (1.58e-1)	unprognostic (3.10e-1)			Cardiomyocytes
CASQ2	PDIB2	ENSG00000118729	Calsequestrin 2	O14958	1	115700021-115768714	Disease related genes, Human disease related genes, Predicted intracellular proteins		Muscle protein	Disease variant	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	6	heart muscle: 1056.7	Cell type enriched	Detected in some	4	Cardiomyocytes: 978.5	Cancer enhanced	Detected in many		head and neck cancer: 5.1	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in single		Sarcoma: 2.7	Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Smooth muscle cells, Breast - Endothelial cells, Colon - Smooth muscle cells, Heart muscle - Cardiomyocytes, Lung - Smooth muscle cells, Prostate - Smooth muscle cells, Skin - Smooth muscle cells, Thyroid - Smooth muscle cells	Region enriched	Detected in all	6	cerebellum: 43.1	Low region specificity	Detected in all			HPA027285, HPA055298	Enhanced				Intracellular and membrane						Cluster 38: Heart - Muscle contraction	Cluster 42: Sarcoma - Muscle contraction	Cluster 77: Cardiomyocytes - Muscle contraction			HPA027285: AB_1845933, HPA055298: AB_2682777	unprognostic (1.13e-1)	unprognostic (1.52e-1)	unprognostic (9.70e-3)	unprognostic (1.28e-1)	unprognostic (3.41e-2)	prognostic unfavorable (2.30e-4)	unprognostic (1.03e-4)	unprognostic (1.78e-1)	unprognostic (2.37e-1)	unprognostic (1.92e-1)	unprognostic (1.34e-1)	unprognostic (8.92e-2)	unprognostic (7.20e-3)	unprognostic (1.82e-2)	unprognostic (1.80e-1)	unprognostic (2.83e-1)	prognostic unfavorable (2.25e-5)	Cardiomyocytes
LDB3	CMD1C, KIAA0613, PDLIM6, ZASP	ENSG00000122367	LIM domain binding 3	O75112	10	86668507-86736072	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins			Cardiomyopathy, Disease variant, Myofibrillar myopathy	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in many	26	heart muscle: 1423.0;skeletal muscle: 2945.6;tongue: 1809.4	Cell type enriched	Detected in some	4	Cardiomyocytes: 2096.7	Group enriched	Detected in some	4	head and neck cancer: 1.7;melanoma: 2.5;prostate cancer: 3.6;stomach cancer: 1.5	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in some			Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Smooth muscle cells, Heart muscle - Cardiomyocytes, Lung - Smooth muscle cells, Prostate - Smooth muscle cells, Skeletal muscle - Skeletal myocytes, Thyroid - Smooth muscle cells	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA048955	Enhanced		Supported	Nucleoplasm,Focal adhesion sites,Cytosol					750000		Cluster 13: Striated muscle - Muscle contraction	Cluster 7: Neuronal cell lines - Stereocilium	Cluster 77: Cardiomyocytes - Muscle contraction	Focal adhesion sites, Cytosol	Nucleoplasm	HPA048955: AB_2680568	unprognostic (1.60e-1)	unprognostic (9.01e-2)	unprognostic (4.87e-2)	unprognostic (6.92e-2)	unprognostic (5.55e-2)	unprognostic (1.50e-2)	unprognostic (2.57e-2)	unprognostic (1.36e-1)	unprognostic (2.79e-2)	unprognostic (7.61e-2)	unprognostic (2.54e-3)	unprognostic (3.55e-2)	unprognostic (4.72e-4)	unprognostic (3.07e-2)	unprognostic (1.60e-1)	unprognostic (1.62e-2)	unprognostic (3.16e-1)	Cardiomyocytes
KLHL31	bA345L23.2, BKLHD6, KBTBD1	ENSG00000124743	Kelch like family member 31	Q9H511	6	53647916-53665756	Predicted intracellular proteins	Transcription, Transcription regulation	Repressor		Evidence at protein level	Evidence at transcript level	Evidence at transcript level	Evidence at protein level	Tissue enhanced	Detected in some		heart muscle: 51.3;skeletal muscle: 146.1;tongue: 34.8	Cell type enriched	Detected in some	8	Cardiomyocytes: 339.8	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in single			Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Heart muscle - Cardiomyocytes, Skeletal muscle - Skeletal myocytes	Not detected	Not detected			Not detected	Not detected														Cluster 13: Striated muscle - Muscle contraction	Cluster 61: Liver - Metabolism	Cluster 77: Cardiomyocytes - Muscle contraction				unprognostic (7.27e-2)	unprognostic (6.18e-2)	unprognostic (2.31e-1)	unprognostic (1.10e-1)	unprognostic (1.67e-1)	unprognostic (7.67e-4)	unprognostic (2.23e-2)	unprognostic (1.25e-1)	unprognostic (2.55e-1)	unprognostic (3.98e-2)	unprognostic (5.50e-2)	unprognostic (4.24e-1)	unprognostic (1.09e-4)	unprognostic (8.73e-2)	unprognostic (2.88e-1)	unprognostic (1.23e-1)	unprognostic (1.40e-1)	Cardiomyocytes
TNNI3	CMD2A, CMH7, TNNC1	ENSG00000129991	Troponin I3, cardiac type	P19429	19	55151767-55157773	Candidate cardiovascular disease genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins		Actin-binding, Muscle protein	Cardiomyopathy, Disease variant	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	622	heart muscle: 10813.5	Cell type enriched	Detected in many	11	Cardiomyocytes: 10855.1	Low cancer specificity	Detected in many			Low region specificity	Detected in some			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in many			Heart muscle - Cardiomyocytes, Lung - Respiratory ciliated cells, Skeletal muscle - Skeletal myocytes, Testis - Late spermatids	Region enhanced	Detected in many		olfactory bulb: 10.9	Low region specificity	Detected in many			CAB009349, HPA046428	Enhanced		Approved	Vesicles,Cytosol					2400000		Cluster 44: Heart - Cardiac muscle contraction	Cluster 28: Bone cancer CADO-ES1 - Glutamate signalling	Cluster 77: Cardiomyocytes - Muscle contraction	Cytosol	Vesicles	CAB009349: AB_793465, HPA046428: AB_2679661	unprognostic (2.12e-2)	unprognostic (3.05e-2)	unprognostic (2.44e-2)	unprognostic (1.36e-1)	unprognostic (2.08e-2)	unprognostic (2.81e-2)	unprognostic (1.37e-3)	unprognostic (2.13e-1)	unprognostic (9.62e-3)	unprognostic (9.40e-2)	unprognostic (3.34e-2)	unprognostic (2.17e-3)	unprognostic (4.02e-3)	unprognostic (8.89e-2)	unprognostic (8.54e-2)	unprognostic (1.05e-1)	unprognostic (9.82e-2)	Cardiomyocytes
PRRG3	TMG3	ENSG00000130032	Proline rich and Gla domain 3	Q9BZD7	X	151694607-151705924	Predicted intracellular proteins, Predicted membrane proteins				Evidence at protein level	Evidence at transcript level	Evidence at transcript level	Evidence at protein level	Tissue enhanced	Detected in many		brain: 11.4;epididymis: 7.4	Cell type enriched	Detected in some	24	Cardiomyocytes: 554.7	Cancer enhanced	Detected in some		stomach cancer: 1.3	Low region specificity	Detected in many			Low immune cell specificity	Detected in single			Low lineage specificity	Detected in single			Group enriched	Detected in some	4	testis cancer: 2.6;thyroid cancer: 1.5	Adipose subcutaneous - Adipose progenitor cells, Stomach - Fibroblasts	Low region specificity	Detected in all			Low region specificity	Detected in many			HPA060566	Uncertain									Cluster 42: Non-specific - Transcription	Cluster 10: Brain - Neuronal signaling	Cluster 29: TT & NCI-H1385 - Synaptic signal transduction	Cluster 77: Cardiomyocytes - Muscle contraction			HPA060566: AB_2684321	unprognostic (1.85e-1)	unprognostic (1.21e-1)	unprognostic (7.71e-2)	unprognostic (1.77e-2)	unprognostic (4.42e-4)	unprognostic (7.24e-2)	unprognostic (2.29e-2)	unprognostic (1.28e-1)	unprognostic (2.06e-2)	unprognostic (5.11e-2)	unprognostic (3.01e-2)	unprognostic (2.26e-1)	unprognostic (1.98e-2)	unprognostic (7.69e-2)	unprognostic (4.64e-2)	unprognostic (1.57e-1)	unprognostic (1.84e-2)	Cardiomyocytes
FAM155B	CXorf63, TED, TMEM28	ENSG00000130054	Family with sequence similarity 155 member B	O75949	X	69504326-69532508	Predicted membrane proteins				Evidence at protein level	Evidence at transcript level	Evidence at transcript level	Evidence at protein level	Tissue enriched	Detected in some	5	heart muscle: 43.5	Cell type enriched	Detected in some	5	Cardiomyocytes: 18.8	Cancer enhanced	Detected in many		thyroid cancer: 8.8	Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in many			Heart muscle - Cardiomyocytes, Prostate - Prostate glandular cells, Testis - Spermatogonia	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA036093	Uncertain										Cluster 44: Heart - Cardiac muscle contraction	Cluster 7: Neuronal cell lines - Stereocilium	Cluster 77: Cardiomyocytes - Muscle contraction			HPA036093: AB_10673613	prognostic unfavorable (4.61e-5)	unprognostic (1.17e-1)	unprognostic (2.14e-1)	unprognostic (5.14e-3)	unprognostic (1.45e-1)	unprognostic (2.49e-2)	unprognostic (3.09e-4)	unprognostic (7.07e-2)	unprognostic (1.19e-2)	unprognostic (4.67e-2)	unprognostic (4.94e-3)	prognostic unfavorable (1.83e-4)	prognostic favorable (6.63e-4)	unprognostic (1.46e-2)	unprognostic (3.50e-2)	unprognostic (2.21e-1)	unprognostic (8.21e-2)	Cardiomyocytes
HRC	MGC133236	ENSG00000130528	Histidine rich calcium binding protein	P23327	19	49151198-49155396	Predicted intracellular proteins				Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in many	50	heart muscle: 718.3;skeletal muscle: 453.0;tongue: 244.7	Cell type enriched	Detected in some	19	Cardiomyocytes: 2420.4	Low cancer specificity	Detected in many			Low region specificity	Detected in all			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in some	4	Myeloma: 6.3;Rhabdoid: 2.8;Sarcoma: 5.9	Heart muscle - Cardiomyocytes, Kidney - Fibroblasts, Liver - Hepatic stellate cells	Not detected	Not detected			Not detected	Not detected			HPA004833	Enhanced				Intracellular and membrane				100000		Cluster 38: Heart - Muscle contraction	Cluster 42: Sarcoma - Muscle contraction	Cluster 77: Cardiomyocytes - Muscle contraction			HPA004833: AB_1079083	unprognostic (1.06e-1)	unprognostic (1.04e-3)	unprognostic (1.46e-2)	unprognostic (4.94e-2)	unprognostic (5.66e-2)	unprognostic (9.75e-3)	unprognostic (3.44e-1)	unprognostic (1.74e-1)	unprognostic (4.09e-1)	unprognostic (1.62e-1)	unprognostic (7.41e-3)	unprognostic (5.85e-3)	unprognostic (4.04e-2)	unprognostic (6.68e-2)	unprognostic (1.07e-1)	unprognostic (1.86e-1)	unprognostic (1.46e-1)	Cardiomyocytes
CKMT2	SMTCK	ENSG00000131730	Creatine kinase, mitochondrial 2	P17540	5	81233320-81266398	Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins		Kinase, Transferase	FDA approved drug targets	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in many	49	heart muscle: 1240.1;skeletal muscle: 1430.8;tongue: 2324.4	Cell type enriched	Detected in many	7	Cardiomyocytes: 1007.5	Low cancer specificity	Detected in many			Low region specificity	Detected in all			Immune cell enriched	Detected in single	7	NK-cell: 1.1	Lineage enriched	Detected in single	7	NK-cells: 1.1	Cancer enhanced	Detected in many		colorectal cancer: 7.7	Adipose subcutaneous - Smooth muscle cells, Heart muscle - Cardiomyocytes, Kidney - Intercalated cells, Prostate - Smooth muscle cells, Skin - Eccrine sweat gland cells, Stomach - Parietal cells	Not detected	Not detected			Low region specificity	Detected in many			HPA051880	Enhanced								3000000	Cluster 48: NK-cells - Unknown function	Cluster 38: Heart - Muscle contraction	Cluster 19: Stomach & Colon cancer - Absorption	Cluster 77: Cardiomyocytes - Muscle contraction			HPA051880: AB_2681650	unprognostic (3.64e-3)	unprognostic (1.15e-1)	unprognostic (2.82e-3)	unprognostic (1.88e-2)	unprognostic (1.21e-2)	unprognostic (2.41e-2)	unprognostic (1.73e-2)	unprognostic (3.57e-2)	unprognostic (2.12e-1)	unprognostic (1.03e-1)	unprognostic (2.82e-1)	unprognostic (1.84e-1)	unprognostic (1.60e-2)	unprognostic (5.34e-2)	unprognostic (2.28e-1)	unprognostic (1.76e-1)	unprognostic (2.75e-3)	Cardiomyocytes
MYBPC3	CMH4, cMyBP-C, FHC	ENSG00000134571	Myosin binding protein C3	Q14896	11	47331406-47352702	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	Cell adhesion	Actin-binding, Muscle protein	Cardiomyopathy, Disease variant	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	584	heart muscle: 1725.4	Cell type enriched	Detected in some	72	Cardiomyocytes: 2048.7	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Heart muscle - Cardiomyocytes, Testis - Late spermatids	Region enriched	Detected in some	33	cerebellum: 34.4	Low region specificity	Detected in many			HPA040147, HPA043898	Enhanced								21000		Cluster 44: Heart - Cardiac muscle contraction	Cluster 66: Myeloid cells - Innate immune response	Cluster 77: Cardiomyocytes - Muscle contraction			HPA040147: AB_2676861, HPA043898: AB_2678720	unprognostic (1.06e-1)	unprognostic (1.47e-6)	unprognostic (2.17e-1)	unprognostic (6.16e-2)	unprognostic (3.00e-3)	unprognostic (1.40e-4)	unprognostic (7.47e-2)	unprognostic (2.72e-2)	unprognostic (2.53e-1)	unprognostic (1.62e-1)	unprognostic (9.53e-2)	unprognostic (4.22e-2)	unprognostic (1.11e-3)	unprognostic (2.11e-1)	unprognostic (1.96e-1)	unprognostic (4.15e-1)	unprognostic (3.21e-2)	Cardiomyocytes
CORIN	ATC2, CRN, Lrp4, PRSC, TMPRSS10	ENSG00000145244	Corin, serine peptidase	Q9Y5Q5	4	47593999-47838106	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters		Hydrolase, Protease, Serine protease		Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	8	heart muscle: 56.9	Cell type enriched	Detected in some	6	Cardiomyocytes: 71.6	Low cancer specificity	Detected in some			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in single		Uterine cancer: 1.1	Heart muscle - Cardiomyocytes	Region enhanced	Detected in some		basal ganglia: 2.6	Low region specificity	Detected in some			HPA070941			Approved	Nuclear bodies,Plasma membrane,Actin filaments	Intracellular and membrane	Yes	No				Cluster 44: Heart - Cardiac muscle contraction	Cluster 20: Connective tissue cells - ECM organization	Cluster 77: Cardiomyocytes - Muscle contraction	Plasma membrane	Nuclear bodies, Actin filaments	HPA070941: AB_2686324	unprognostic (1.05e-1)	unprognostic (2.52e-1)	unprognostic (1.14e-1)	unprognostic (1.93e-1)	unprognostic (2.10e-1)	unprognostic (3.18e-1)	unprognostic (3.58e-4)	unprognostic (3.19e-1)	unprognostic (3.67e-2)	unprognostic (8.22e-2)	unprognostic (9.78e-2)	unprognostic (6.53e-2)	unprognostic (1.18e-1)	unprognostic (2.86e-2)	unprognostic (5.18e-2)	unprognostic (7.22e-2)	unprognostic (1.33e-2)	Cardiomyocytes
ITGB1BP2	CHORDC3	ENSG00000147166	Integrin subunit beta 1 binding protein 2	Q9UKP3	X	71301750-71305371	Predicted intracellular proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		heart muscle: 89.4;skeletal muscle: 46.1;tongue: 52.9	Cell type enriched	Detected in some	11	Cardiomyocytes: 112.3	Low cancer specificity	Detected in some			Low region specificity	Detected in single			Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in many			Adipose subcutaneous - Smooth muscle cells, Adipose visceral - Smooth muscle cells, Colon - Smooth muscle cells, Heart muscle - Cardiomyocytes, Prostate - Smooth muscle cells	Not detected	Not detected			Not detected	Not detected			HPA040721			Approved	Cytosol						Cluster 45: Eosinophils - Innate immune response	Cluster 38: Heart - Muscle contraction	Cluster 52: Spermatids - Smell perception	Cluster 77: Cardiomyocytes - Muscle contraction	Cytosol		HPA040721: AB_10805827	unprognostic (1.87e-1)	unprognostic (2.65e-2)	unprognostic (6.91e-5)	unprognostic (1.95e-2)	unprognostic (7.92e-2)	unprognostic (1.54e-1)	unprognostic (3.81e-2)	unprognostic (9.02e-2)	unprognostic (4.69e-2)	unprognostic (2.15e-2)	unprognostic (4.85e-2)	unprognostic (3.17e-1)	unprognostic (3.08e-11)	unprognostic (4.38e-2)	unprognostic (3.63e-2)	unprognostic (2.99e-1)	unprognostic (2.64e-1)	Cardiomyocytes
ANKRD1	ALRP, C-193, CARP, CVARP, MCARP	ENSG00000148677	Ankyrin repeat domain 1	Q15327	10	90912096-90921087	Metabolic proteins, Predicted intracellular proteins			Disease variant	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	11	heart muscle: 6540.8	Cell type enriched	Detected in some	10	Cardiomyocytes: 15967.1	Cancer enhanced	Detected in many		head and neck cancer: 7.5	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		testis cancer: 469.1		Not detected	Not detected			Not detected	Not detected			HPA038736	Enhanced		Approved	Nucleoplasm,Nucleoli fibrillar center			Yes				Cluster 44: Heart - Cardiac muscle contraction	Cluster 3: HUVEC & TIME - Signal transduction	Cluster 77: Cardiomyocytes - Muscle contraction	Nucleoli fibrillar center	Nucleoplasm	HPA038736: AB_2676184	unprognostic (2.45e-1)	unprognostic (6.14e-3)	unprognostic (2.24e-1)	unprognostic (4.39e-1)	unprognostic (9.14e-3)	prognostic unfavorable (1.95e-4)	unprognostic (1.28e-2)	unprognostic (6.63e-3)	unprognostic (2.19e-1)	unprognostic (3.27e-1)	unprognostic (4.51e-2)	unprognostic (3.40e-1)	unprognostic (2.72e-5)	unprognostic (3.40e-2)	unprognostic (2.79e-1)	unprognostic (7.22e-2)	unprognostic (3.16e-3)	Cardiomyocytes
SLC25A4	ANT1, PEO2, PEO3, T1	ENSG00000151729	Solute carrier family 25 member 4	P12235	4	185143266-185150382	Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted membrane proteins, Transporters	Antiport, Host-virus interaction, Transport		Cardiomyopathy, Disease variant, FDA approved drug targets, Primary mitochondrial disease, Progressive external ophthalmoplegia	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in many	9	heart muscle: 245.1;skeletal muscle: 190.8;tongue: 346.6	Cell type enriched	Detected in all	6	Cardiomyocytes: 6458.5	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in many			Low lineage specificity	Detected in many			Low cancer specificity	Detected in all			Adipose subcutaneous - Smooth muscle cells, Colon - Smooth muscle cells, Heart muscle - Cardiomyocytes, Lung - Alveolar cells type 2, Prostate - Smooth muscle cells, Skeletal muscle - Skeletal myocytes, Testis - Sertoli cells, Thyroid - Thyroid glandular cells	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA046835, HPA071684	Approved		Supported	Mitochondria					380000	Cluster 36: GdT-cells - Adaptive immune response	Cluster 38: Heart - Muscle contraction	Cluster 16: Skin cancer - Melanocyte processes	Cluster 77: Cardiomyocytes - Muscle contraction	Mitochondria		HPA046835: AB_2679831, HPA071684: AB_2686431	unprognostic (4.19e-2)	unprognostic (1.06e-2)	unprognostic (3.11e-1)	unprognostic (8.85e-2)	unprognostic (1.37e-1)	unprognostic (2.90e-3)	unprognostic (8.25e-2)	unprognostic (1.26e-2)	unprognostic (7.87e-2)	unprognostic (1.60e-1)	prognostic favorable (3.41e-4)	unprognostic (2.05e-1)	prognostic favorable (0.00e+0)	unprognostic (1.98e-1)	unprognostic (1.05e-1)	unprognostic (1.73e-1)	unprognostic (8.28e-3)	Cardiomyocytes
ATP5PF	ATP5, ATP5A, ATP5J, ATPM, CF6	ENSG00000154723	ATP synthase peripheral stalk subunit F6	P18859	21	25716503-25735673	Metabolic proteins, Plasma proteins, Predicted intracellular proteins	Hydrogen ion transport, Ion transport, Transport			Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in all		tongue: 1595.8	Cell type enriched	Detected in all	5	Cardiomyocytes: 11406.0	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in all			Low lineage specificity	Detected in all			Low cancer specificity	Detected in all			Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Heart muscle - Cardiomyocytes, Prostate - Smooth muscle cells, Testis - Early spermatids	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA031069	Supported		Supported	Mitochondria					820000	Cluster 12: Non-specific - Basic cellular processes	Cluster 39: Non-specific - Mitochondria	Cluster 45: Non-specific - Cell proliferation	Cluster 77: Cardiomyocytes - Muscle contraction	Mitochondria		HPA031069: AB_10603676	unprognostic (3.52e-2)	unprognostic (1.33e-1)	unprognostic (1.46e-1)	unprognostic (4.57e-2)	unprognostic (1.14e-1)	unprognostic (7.87e-2)	unprognostic (1.43e-1)	unprognostic (6.32e-2)	unprognostic (1.48e-1)	unprognostic (4.87e-2)	unprognostic (1.77e-1)	unprognostic (8.83e-2)	prognostic favorable (2.37e-5)	unprognostic (1.93e-1)	unprognostic (9.20e-2)	unprognostic (1.56e-1)	unprognostic (2.15e-2)	Cardiomyocytes
