Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Cell line expression cluster	Single cell expression cluster	Subcellular main location	Subcellular additional location	Antibody RRID	Pathology prognostics - Breast cancer	Pathology prognostics - Cervical cancer	Pathology prognostics - Colorectal cancer	Pathology prognostics - Endometrial cancer	Pathology prognostics - Glioma	Pathology prognostics - Head and neck cancer	Pathology prognostics - Liver cancer	Pathology prognostics - Lung cancer	Pathology prognostics - Melanoma	Pathology prognostics - Ovarian cancer	Pathology prognostics - Pancreatic cancer	Pathology prognostics - Prostate cancer	Pathology prognostics - Renal cancer	Pathology prognostics - Stomach cancer	Pathology prognostics - Testis cancer	Pathology prognostics - Thyroid cancer	Pathology prognostics - Urothelial cancer	RNAsingleCellTypeSpecific
LRTM1	HT017	ENSG00000144771	Leucine rich repeats and transmembrane domains 1	Q9HBL6	3	54918231-54967088	Predicted membrane proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	8	retina: 78.9;skeletal muscle: 25.8	Cell type enriched	Detected in some	9	Bipolar cells: 324.1	Cancer enhanced	Detected in single		urothelial cancer: 0.5	Low region specificity	Detected in many			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in single		prostate cancer: 1.1		Not detected	Not detected			Low region specificity	Detected in many													Cluster 42: Non-specific - Transcription	Cluster 77: Retina - Visual perception	Cluster 32: Myeloid leukemia - Oxygen transport	Cluster 35: Bipolar cells - Visual perception								unprognostic (2.28e-1)	unprognostic (1.58e-2)								unprognostic (9.56e-2)	unprognostic (2.16e-1)		unprognostic (1.87e-3)	Bipolar cells
GABRR1		ENSG00000146276	Gamma-aminobutyric acid type A receptor subunit rho1	P24046	6	89177504-89231278	Predicted membrane proteins, Transporters	Ion transport, Transport	Chloride channel, Ion channel		Evidence at transcript level	Evidence at transcript level	Evidence at transcript level	Evidence at transcript level	Tissue enriched	Detected in single	25	retina: 24.6	Cell type enriched	Detected in some	11	Bipolar cells: 53.8	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Group enriched	Detected in some	5	Bone cancer: 3.5;thyroid cancer: 12.5		Region enhanced	Detected in single		midbrain: 1.3																Cluster 79: Retina - Phototransduction	Cluster 29: TT & NCI-H1385 - Synaptic signal transduction	Cluster 35: Bipolar cells - Visual perception				unprognostic (5.75e-2)	unprognostic (3.92e-2)	unprognostic (1.12e-1)	unprognostic (2.90e-2)	unprognostic (5.78e-2)	unprognostic (4.90e-2)		unprognostic (8.32e-3)	unprognostic (2.52e-3)	unprognostic (1.74e-1)	unprognostic (1.82e-1)	unprognostic (1.43e-1)	unprognostic (1.62e-5)	unprognostic (1.18e-1)	unprognostic (9.90e-2)	unprognostic (2.12e-2)	unprognostic (2.29e-1)	Bipolar cells
PRDM8	KMT8D	ENSG00000152784	PR/SET domain 8	Q9NQV8	4	80183879-80204329	Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors	Neurogenesis, Transcription, Transcription regulation	DNA-binding, Methyltransferase, Transferase	Disease variant, Epilepsy, Neurodegeneration	Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		prostate: 26.1;seminal vesicle: 27.2	Cell type enriched	Detected in many	5	Bipolar cells: 240.9	Cancer enhanced	Detected in many		prostate cancer: 4.6	Region enhanced	Detected in many		cerebral cortex: 17.0	Not detected in immune cells	Not detected			Not detected	Not detected			Low cancer specificity	Detected in many			Breast - Fibroblasts, Heart muscle - Fibroblasts	Region enhanced	Detected in many		hippocampal formation: 28.7	Low region specificity	Detected in all			HPA057253			Supported	Nucleoplasm,Nuclear bodies		No				Cluster 24: B-cells - Unknown function	Cluster 12: Smooth muscle tissue - Mixed function	Cluster 66: Myeloid cells - Innate immune response	Cluster 35: Bipolar cells - Visual perception	Nuclear bodies	Nucleoplasm	HPA057253: AB_2683382	unprognostic (2.33e-2)	unprognostic (1.08e-1)	unprognostic (1.23e-1)	unprognostic (2.67e-1)	unprognostic (1.15e-1)	unprognostic (1.68e-1)	unprognostic (1.65e-1)	unprognostic (7.95e-2)	unprognostic (1.19e-1)	unprognostic (1.76e-1)	unprognostic (2.34e-1)	unprognostic (2.80e-2)	unprognostic (1.89e-11)	unprognostic (4.64e-2)	unprognostic (1.69e-1)	unprognostic (1.39e-1)	unprognostic (2.56e-1)	Bipolar cells
PLXDC1	TEM3, TEM7	ENSG00000161381	Plexin domain containing 1	Q8IUK5	17	39063313-39154394	Predicted intracellular proteins, Predicted membrane proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in many		retina: 48.4	Cell type enriched	Detected in many	4	Bipolar cells: 277.2	Low cancer specificity	Detected in all			Low region specificity	Detected in all			Low immune cell specificity	Detected in some			Low lineage specificity	Detected in many			Cancer enriched	Detected in some	5	Rhabdoid: 13.4	Adipose subcutaneous - Adipose progenitor cells, Heart muscle - Fibroblasts, Kidney - Fibroblasts, Skeletal muscle - Fibroblasts	Low region specificity	Detected in all			Low region specificity	Detected in all			HPA012805	Approved				Intracellular and membrane				17000000	Cluster 36: GdT-cells - Adaptive immune response	Cluster 77: Retina - Visual perception	Cluster 22: Rhabdoid cancers - Neuronal signaling	Cluster 35: Bipolar cells - Visual perception			HPA012805: AB_1857893	unprognostic (4.28e-1)	unprognostic (3.55e-1)	unprognostic (2.56e-2)	unprognostic (2.15e-1)	unprognostic (9.50e-2)	unprognostic (1.13e-2)	unprognostic (2.35e-2)	unprognostic (2.23e-2)	unprognostic (4.07e-3)	unprognostic (6.07e-3)	unprognostic (4.62e-3)	unprognostic (8.69e-2)	prognostic unfavorable (9.15e-8)	unprognostic (9.37e-3)	unprognostic (1.72e-2)	unprognostic (2.42e-1)	unprognostic (2.33e-2)	Bipolar cells
CABP2	DFNB93	ENSG00000167791	Calcium binding protein 2	Q9NPB3	11	67518912-67524517	Disease related genes, Human disease related genes, Predicted intracellular proteins	Hearing, Sensory transduction, Vision		Deafness, Disease variant, Non-syndromic deafness	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in single	9	retina: 7.3	Cell type enriched	Detected in some	13	Bipolar cells: 80.5	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected				Region enriched	Detected in single	22	cerebellum: 9.3	Not detected	Not detected														Cluster 79: Retina - Phototransduction	Cluster 47: Retina - Visual perception	Cluster 35: Bipolar cells - Visual perception																					Bipolar cells
KCNG4	Kv6.4	ENSG00000168418	Potassium voltage-gated channel modifier subfamily G member 4	Q8TDN1	16	84218667-84239750	Predicted membrane proteins, Transporters, Voltage-gated ion channels	Ion transport, Potassium transport, Transport	Ion channel, Potassium channel, Voltage-gated channel		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Group enriched	Detected in some	9	brain: 3.4;retina: 4.3	Cell type enriched	Detected in some	10	Bipolar cells: 58.7	Not detected	Not detected			Low region specificity	Detected in many			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected				Group enriched	Detected in all	4	cerebellum: 90.5;pons and medulla: 27.0	Low region specificity	Detected in many			HPA063516			Supported	Nucleoplasm,Plasma membrane						Cluster 11: Basophils - Unknown function	Cluster 77: Retina - Visual perception	Cluster 47: Retina - Visual perception	Cluster 9: Neurons - Nervous system development	Plasma membrane	Nucleoplasm	HPA063516: 					unprognostic (3.54e-1)									unprognostic (6.67e-2)				Bipolar cells
NEUROG1	AKA, bHLHa6, Math4C, NEUROD3, ngn1	ENSG00000181965	Neurogenin 1	Q92886	5	135534282-135535964	Plasma proteins, Predicted intracellular proteins, Transcription factors	Differentiation, Neurogenesis, Transcription, Transcription regulation	Activator, Developmental protein, DNA-binding		Evidence at protein level	No human protein/transcript evidence	Evidence at protein level	Evidence at protein level	Not detected	Not detected			Cell type enriched	Detected in single	9	Bipolar cells: 7.8	Cancer enriched	Detected in single	12	testis cancer: 1.1	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in single	6	Brain cancer: 2.7		Not detected	Not detected			Not detected	Not detected			HPA072232			Approved	Nucleoplasm,Nuclear bodies								Cluster 47: Retina - Visual perception	Cluster 9: Neurons - Nervous system development	Nucleoplasm	Nuclear bodies	HPA072232: 															unprognostic (3.04e-2)			Bipolar cells
NYX	CLRP, CSNB1, CSNB1A, CSNB4	ENSG00000188937	Nyctalopin	Q9GZU5	X	41447343-41475710	Disease related genes, Human disease related genes, Predicted intracellular proteins	Sensory transduction, Vision		Congenital stationary night blindness, Disease variant	Evidence at protein level	No human protein/transcript evidence	Evidence at protein level	Evidence at protein level	Not detected	Not detected			Cell type enriched	Detected in some	6	Bipolar cells: 12.6	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in single		Uterine cancer: 1.1	Kidney - Proximal tubular cells	Not detected	Not detected			Not detected	Not detected								Intracellular and membrane							Cluster 68: Kidney - Mixed function	Cluster 35: Bipolar cells - Visual perception							unprognostic (3.27e-2)	unprognostic (6.72e-2)				unprognostic (4.21e-2)	unprognostic (4.10e-4)			unprognostic (1.83e-1)	unprognostic (3.96e-2)	unprognostic (1.80e-1)			Bipolar cells
KRTAP5-1	KRN1L, KRTAP5.1	ENSG00000205869	Keratin associated protein 5-1	Q6L8H4	11	1584342-1585283	Predicted intracellular proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enhanced	Detected in some		pituitary gland: 4.6	Cell type enriched	Detected in single	15	Bipolar cells: 1.9	Low cancer specificity	Detected in some			Region enriched	Detected in single	6	cerebellum: 2.4	Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		Neuroblastoma: 1.4																					Cluster 50: Non-specific - Ribosome	Cluster 19: Stomach & Colon cancer - Absorption	Cluster 9: Neurons - Nervous system development				unprognostic (2.68e-1)	unprognostic (2.97e-1)	prognostic unfavorable (2.37e-4)	unprognostic (1.04e-1)	unprognostic (8.08e-2)	unprognostic (3.36e-3)	unprognostic (2.41e-1)	unprognostic (7.87e-2)	unprognostic (1.43e-1)	unprognostic (6.71e-2)	unprognostic (9.66e-2)	unprognostic (2.75e-2)	unprognostic (6.32e-3)	unprognostic (3.88e-2)	unprognostic (1.25e-1)	unprognostic (2.71e-2)	unprognostic (3.10e-1)	Bipolar cells
LACTBL1		ENSG00000215906	Lactamase beta like 1	A8MY62	1	22953043-22965338	Predicted intracellular proteins				Evidence at protein level	Evidence at transcript level	Evidence at transcript level	Evidence at protein level	Tissue enriched	Detected in single	10	retina: 3.0	Cell type enriched	Detected in single	5	Bipolar cells: 3.5	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected				Not detected	Not detected			Not detected	Not detected			HPA066810			Approved	Nuclear bodies							Cluster 77: Retina - Visual perception	Cluster 47: Retina - Visual perception	Cluster 35: Bipolar cells - Visual perception	Nuclear bodies		HPA066810: 																		Bipolar cells
