Gene	Gene synonym	Ensembl	Gene description	Uniprot	Chromosome	Position	Protein class	Biological process	Molecular function	Disease involvement	Evidence	HPA evidence	UniProt evidence	NeXtProt evidence	RNA tissue specificity	RNA tissue distribution	RNA tissue specificity score	RNA tissue specific nTPM	RNA single cell type specificity	RNA single cell type distribution	RNA single cell type specificity score	RNA single cell type specific nTPM	RNA cancer specificity	RNA cancer distribution	RNA cancer specificity score	RNA cancer specific FPKM	RNA brain regional specificity	RNA brain regional distribution	RNA brain regional specificity score	RNA brain regional specific nTPM	RNA blood cell specificity	RNA blood cell distribution	RNA blood cell specificity score	RNA blood cell specific nTPM	RNA blood lineage specificity	RNA blood lineage distribution	RNA blood lineage specificity score	RNA blood lineage specific nTPM	RNA cell line specificity	RNA cell line distribution	RNA cell line specificity score	RNA cell line specific nTPM	RNA tissue cell type enrichment	RNA mouse brain regional specificity	RNA mouse brain regional distribution	RNA mouse brain regional specificity score	RNA mouse brain regional specific nTPM	RNA pig brain regional specificity	RNA pig brain regional distribution	RNA pig brain regional specificity score	RNA pig brain regional specific nTPM	Antibody	Reliability (IH)	Reliability (Mouse Brain)	Reliability (IF)	Subcellular location	Secretome location	CCD Protein	CCD Transcript	Blood concentration - Conc. blood IM [pg/L]	Blood concentration - Conc. blood MS [pg/L]	Blood expression cluster	Tissue expression cluster	Cell line expression cluster	Single cell expression cluster	Subcellular main location	Subcellular additional location	Antibody RRID	Pathology prognostics - Breast cancer	Pathology prognostics - Cervical cancer	Pathology prognostics - Colorectal cancer	Pathology prognostics - Endometrial cancer	Pathology prognostics - Glioma	Pathology prognostics - Head and neck cancer	Pathology prognostics - Liver cancer	Pathology prognostics - Lung cancer	Pathology prognostics - Melanoma	Pathology prognostics - Ovarian cancer	Pathology prognostics - Pancreatic cancer	Pathology prognostics - Prostate cancer	Pathology prognostics - Renal cancer	Pathology prognostics - Stomach cancer	Pathology prognostics - Testis cancer	Pathology prognostics - Thyroid cancer	Pathology prognostics - Urothelial cancer	RNAsingleCellTypeSpecific
CAMP	CAP18, FALL-39, FALL39, LL37	ENSG00000164047	Cathelicidin antimicrobial peptide	P49913	3	48223347-48225491	Plasma proteins, Predicted secreted proteins, Transporters		Antibiotic, Antimicrobial		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	9	bone marrow: 2914.5	Cell type enriched	Detected in some	12	Serous glandular cells: 235.8	Cancer enriched	Detected in many	4	testis cancer: 10.1	Not detected	Not detected			Group enriched	Detected in many	6	eosinophil: 84.4;neutrophil: 335.4	Lineage enriched	Detected in many	12	granulocytes: 335.4	Cancer enhanced	Detected in some		lymphoma: 8.6		Not detected	Not detected							CAB015949, CAB016522, HPA029874	Enhanced				Secreted to blood			617000000	28000000	Cluster 1: Neutrophils - Mixed function	Cluster 67: Neutrophils - Humoral immune response	Cluster 23: B-cell cancers - Adaptive immune response	Cluster 21: Serous glandular cells - Salivary secretion			CAB015949: , CAB016522: , HPA029874: AB_10600859	unprognostic (2.14e-2)	prognostic favorable (5.73e-4)	unprognostic (4.59e-2)	unprognostic (2.62e-1)	unprognostic (9.41e-2)	unprognostic (4.57e-5)	unprognostic (3.09e-1)	unprognostic (5.71e-2)	unprognostic (4.89e-2)	unprognostic (7.65e-2)	unprognostic (1.32e-1)	unprognostic (8.08e-4)	unprognostic (1.23e-2)	unprognostic (2.55e-1)	unprognostic (1.71e-1)	unprognostic (1.80e-2)	unprognostic (1.03e-2)	Serous glandular cells
LPO	SPO	ENSG00000167419	Lactoperoxidase	P22079	17	58218548-58268518	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted secreted proteins	Hydrogen peroxide	Antimicrobial, Oxidoreductase, Peroxidase		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	404	salivary gland: 1026.8	Cell type enriched	Detected in some	33	Serous glandular cells: 941.8	Not detected	Not detected			Region enriched	Detected in single	4	midbrain: 2.5	Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in single		Leukemia: 1.3	Skin - Sebaceous gland cells, Testis - Early spermatids, Testis - Late spermatids	Low region specificity	Detected in many			Not detected	Not detected			HPA028688	Enhanced	Supported			Secreted to digestive system						Cluster 24: Salivary gland - Salivary secretion	Cluster 66: Myeloid cells - Innate immune response	Cluster 21: Serous glandular cells - Salivary secretion			HPA028688: AB_10601909	unprognostic (2.74e-1)	unprognostic (5.12e-2)	unprognostic (4.14e-3)	unprognostic (1.56e-3)	unprognostic (2.41e-2)	unprognostic (9.71e-2)	unprognostic (2.06e-2)	unprognostic (1.53e-1)	unprognostic (2.40e-2)	unprognostic (6.27e-3)	unprognostic (6.32e-2)	unprognostic (2.56e-1)	unprognostic (0.00e+0)	unprognostic (3.41e-2)	unprognostic (3.15e-1)	unprognostic (2.72e-2)	unprognostic (1.22e-1)	Serous glandular cells
CST5		ENSG00000170367	Cystatin D	P28325	20	23875934-23879748	Plasma proteins, Predicted secreted proteins		Protease inhibitor, Thiol protease inhibitor		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	959	salivary gland: 2156.1	Cell type enriched	Detected in some	33	Serous glandular cells: 274.2	Cancer enriched	Detected in many	5	breast cancer: 17.3	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		Bladder cancer: 1.9;colorectal cancer: 2.3;Esophageal cancer: 2.1										CAB024944, HPA061449	Enhanced				Secreted to digestive system						Cluster 24: Salivary gland - Salivary secretion	Cluster 60: Keratinocytes - Epithelial cell function	Cluster 21: Serous glandular cells - Salivary secretion			CAB024944: , HPA061449: AB_2684523	unprognostic (2.43e-1)		unprognostic (8.83e-2)	unprognostic (3.20e-1)	unprognostic (3.19e-1)			unprognostic (1.51e-2)	unprognostic (4.73e-1)	unprognostic (4.31e-2)	unprognostic (1.76e-2)	unprognostic (2.32e-1)	unprognostic (1.35e-1)	unprognostic (4.83e-3)		unprognostic (5.14e-2)	unprognostic (2.31e-1)	Serous glandular cells
CST2		ENSG00000170369	Cystatin SA	P09228	20	23823769-23826729	Predicted secreted proteins		Protease inhibitor, Thiol protease inhibitor		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	637	salivary gland: 5987.1	Cell type enriched	Detected in some	12	Serous glandular cells: 243.8	Cancer enhanced	Detected in many		prostate cancer: 24.8	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in many		Kidney cancer: 12.2										CAB024963, HPA043706, HPA044763	Enhanced				Secreted to digestive system						Cluster 24: Salivary gland - Salivary secretion	Cluster 10: Ovarian & Endometrial cancers - Unknown function	Cluster 21: Serous glandular cells - Salivary secretion			CAB024963: , HPA043706: AB_2678627, HPA044763: AB_2679080	unprognostic (1.57e-2)	unprognostic (3.23e-2)	unprognostic (1.04e-1)	unprognostic (3.10e-1)	unprognostic (1.64e-2)	unprognostic (5.17e-3)	unprognostic (1.28e-2)	unprognostic (2.75e-3)	unprognostic (2.73e-1)	unprognostic (4.82e-3)	unprognostic (6.43e-3)	unprognostic (2.51e-1)	unprognostic (4.58e-11)	unprognostic (1.29e-3)	unprognostic (3.22e-1)	unprognostic (4.30e-1)	unprognostic (1.71e-1)	Serous glandular cells
SMR3B	P-B, PRL3, PROL3	ENSG00000171201	Submaxillary gland androgen regulated protein 3B	P02814	4	70370093-70390244	Predicted secreted proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in many	946	salivary gland: 217144.9	Cell type enriched	Detected in some	42	Serous glandular cells: 34863.8	Cancer enriched	Detected in some	22	breast cancer: 32.5	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enriched	Detected in some	7	thyroid cancer: 43.4	Testis - Late spermatids														Secreted to digestive system				1900000		Cluster 24: Salivary gland - Salivary secretion	Cluster 3: HUVEC & TIME - Signal transduction	Cluster 21: Serous glandular cells - Salivary secretion																			unprognostic (3.72e-1)		Serous glandular cells
AMY1B	AMY1	ENSG00000174876	Amylase alpha 1B	P04745	1	103687415-103696680	Metabolic proteins, Predicted secreted proteins	Carbohydrate metabolism	Glycosidase, Hydrolase		Evidence at protein level	Evidence at protein level			Tissue enriched	Detected in some	53	salivary gland: 4607.5	Cell type enriched	Detected in some	22	Serous glandular cells: 58.7	Cancer enhanced	Detected in single		ovarian cancer: 0.5	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Pancreas - Exocrine glandular cells									HPA045394, HPA045399, HPA046980	Supported				Secreted to digestive system				70000000		Cluster 24: Salivary gland - Salivary secretion	Cluster 46: Non-specific - Unknown function	Cluster 21: Serous glandular cells - Salivary secretion			HPA045394: AB_2679311, HPA045399: AB_2679313, HPA046980: AB_2679889					unprognostic (7.34e-2)			unprognostic (2.59e-1)		unprognostic (6.05e-2)				unprognostic (6.08e-2)		unprognostic (1.96e-1)		Serous glandular cells
PRR27	C4orf40	ENSG00000187533	Proline rich 27	Q6MZM9	4	70133616-70176799	Predicted secreted proteins				Evidence at protein level	Evidence at protein level	Evidence at transcript level	Evidence at protein level	Tissue enriched	Detected in some	959	salivary gland: 1106.3	Cell type enriched	Detected in some	28	Serous glandular cells: 873.7	Cancer enriched	Detected in single	10	breast cancer: 0.5	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Testis - Early spermatids, Testis - Late spermatids	Not detected	Not detected							HPA036150, HPA036151	Enhanced				Secreted to digestive system						Cluster 24: Salivary gland - Salivary secretion	Cluster 65: Breast cancer - Unknown function	Cluster 21: Serous glandular cells - Salivary secretion			HPA036150: AB_10673001, HPA036151: AB_2674971														unprognostic (9.52e-2)				Serous glandular cells
AMY1C	AMY1	ENSG00000187733	Amylase alpha 1C	P04745	1	103750406-103758690	Metabolic proteins, Predicted secreted proteins	Carbohydrate metabolism	Glycosidase, Hydrolase		Evidence at protein level	Evidence at protein level			Group enriched	Detected in some	7	pancreas: 125.9;salivary gland: 199.3	Cell type enriched	Detected in single	29	Serous glandular cells: 14.0	Not detected	Not detected			Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in single		lung cancer: 1.1	Pancreas - Exocrine glandular cells									HPA045394, HPA045399, HPA046980	Supported				Secreted to digestive system				70000000		Cluster 25: Pancreas - Digestion	Cluster 46: Non-specific - Unknown function	Cluster 21: Serous glandular cells - Salivary secretion			HPA045394: AB_2679311, HPA045399: AB_2679313, HPA046980: AB_2679889																		Serous glandular cells
PRB3	PRG	ENSG00000197870	Proline rich protein BstNI subfamily 3	Q04118	12	11265924-11269805	Predicted secreted proteins				Evidence at protein level	Evidence at transcript level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	1919	salivary gland: 14225.0	Cell type enriched	Detected in some	40	Serous glandular cells: 84124.8	Cancer enhanced	Detected in some		head and neck cancer: 2.0;lung cancer: 1.5	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Testis - Late spermatids														Secreted to digestive system				27000000		Cluster 24: Salivary gland - Salivary secretion	Cluster 6: BEWO - Unknown function	Cluster 21: Serous glandular cells - Salivary secretion				unprognostic (4.12e-2)	unprognostic (1.34e-1)	unprognostic (1.05e-3)	unprognostic (1.51e-1)		unprognostic (7.46e-3)		unprognostic (4.12e-2)	unprognostic (9.65e-2)	unprognostic (1.94e-2)	unprognostic (8.27e-2)	unprognostic (9.98e-2)	unprognostic (2.35e-1)	unprognostic (2.11e-2)	unprognostic (1.04e-1)	unprognostic (2.86e-1)	unprognostic (1.06e-2)	Serous glandular cells
HTN3	HIS2	ENSG00000205649	Histatin 3	P15516	4	70028455-70036538	Predicted secreted proteins, Transporters	Biomineralization	Antibiotic, Antimicrobial, Fungicide		Evidence at protein level	Evidence at protein level	Evidence at protein level	Evidence at protein level	Tissue enriched	Detected in some	1102	salivary gland: 136053.4	Cell type enriched	Detected in some	32	Serous glandular cells: 208255.3	Cancer enhanced	Detected in single		melanoma: 0.5	Low region specificity	Detected in many			Not detected in immune cells	Not detected			Not detected	Not detected			Cancer enhanced	Detected in some		Uterine cancer: 3.8										CAB073541	Enhanced				Secreted to digestive system						Cluster 24: Salivary gland - Salivary secretion	Cluster 22: Rhabdoid cancers - Neuronal signaling	Cluster 21: Serous glandular cells - Salivary secretion			CAB073541: 																		Serous glandular cells
PRB4		ENSG00000230657	Proline rich protein BstNI subfamily 4		12	11307077-11310436	Predicted secreted proteins				Evidence at transcript level	Evidence at transcript level			Tissue enriched	Detected in some	206	salivary gland: 3664.2	Cell type enriched	Detected in some	37	Serous glandular cells: 32508.1	Group enriched	Detected in some	10	lung cancer: 2.0;melanoma: 0.8	Not detected	Not detected			Not detected in immune cells	Not detected			Not detected	Not detected			Not detected	Not detected			Testis - Late spermatids														Secreted to digestive system						Cluster 24: Salivary gland - Salivary secretion		Cluster 21: Serous glandular cells - Salivary secretion													unprognostic (1.05e-1)				unprognostic (8.25e-2)				Serous glandular cells
